,name,year,quarter,sector,Relative Return,유동부채 변화율,자본총계 변화율,당기순이익 변화율,실업률 변화율,금리 변화율,국제유가 변화율,Label,Code
2,조선내화,2024,Q2,철강_소재,-0.009551233660350482,0.008545122596048893,0.0014117044960986203,-0.044285906915976225,-3.3306690738754696e-16,0.02546205269366908,0.01979840167061564,0.08784612279377998,000480
2,영풍,2024,Q2,철강_소재,-0.19949026772444248,-0.022063739694161977,0.003647045115084957,-0.7067597734861624,-3.3306690738754696e-16,0.02546205269366908,0.01979840167061564,0.5465368830365995,000670
2,동국제강,2024,Q2,철강_소재,-0.036666990580011,-0.48934009891709906,-0.00035732066878602087,-0.9704043246696015,-3.3306690738754696e-16,0.02546205269366908,0.01979840167061564,0.049555744786907135,001230
2,세아베스틸,2024,Q2,철강_소재,-0.14035225361990383,-0.1917047349650558,0.0013337749132982246,-0.9738154259324763,-3.3306690738754696e-16,0.02546205269366908,0.01979840167061564,0.3329772278839628,001430
2,고려제강,2024,Q2,철강_소재,-0.20848484219148222,-0.09243887344834767,0.009061245664254924,-0.4061345811934529,-3.3306690738754696e-16,0.02546205269366908,0.01979840167061564,0.06741695319321186,002240
2,세아제강,2024,Q2,철강_소재,-0.18026534526083993,-0.2676872840519221,0.0048622069735106965,-0.696436510685346,-3.3306690738754696e-16,0.02546205269366908,0.01979840167061564,0.19260601248470607,003030
2,현대제철,2024,Q2,철강_소재,-0.1563753635269633,-0.10152228790224549,-0.0009347163496431499,-0.9512315574124471,-3.3306690738754696e-16,0.02546205269366908,0.01979840167061564,-0.043175915444753105,004020
2,삼광글라스,2024,Q2,철강_소재,0.13213881684211737,-0.055317678928021086,0.03314393164048424,-0.050353781232702954,-3.3306690738754696e-16,0.02546205269366908,0.01979840167061564,0.05594463367579603,005090
2,POSCO,2024,Q2,철강_소재,-0.14691335242608847,-0.11696104984193356,-0.0009966253066423514,-0.7957817968336148,-3.3306690738754696e-16,0.02546205269366908,0.01979840167061564,-0.0031877864155281654,005490
2,무림P&P,2024,Q2,철강_소재,0.01743315876677804,0.11729139570681335,0.021379631126877463,6.433581054632438,-3.3306690738754696e-16,0.02546205269366908,0.01979840167061564,-0.07226464356260742,009580
2,고려아연,2024,Q2,철강_소재,0.06665870650907076,0.459587875734049,0.00910280192824775,0.4151692783218668,-3.3306690738754696e-16,0.02546205269366908,0.01979840167061564,1.3240690380008862,010130
2,풍산,2024,Q2,철강_소재,-0.23848212847762315,0.071418458414934,0.062562236176259,2.0158337032189326,-3.3306690738754696e-16,0.02546205269366908,0.01979840167061564,0.18384274839701545,103140
2,한국철강,2024,Q2,철강_소재,-0.2676913364172515,-0.36152423734538974,-0.049128687313360286,-0.2940839902266017,-3.3306690738754696e-16,0.02546205269366908,0.01979840167061564,0.1936049549934685,104700
