,name,year,quarter,sector,Relative Return,GDP 변화율,부채총계 변화율,이익잉여금 변화율,매출액 변화율,법인세차감전 순이익 변화율,유동자산 변화율,Label,Code
33,조선내화,2017,Q1,철강_소재,-0.04734576757532285,-0.06846468588505572,-0.04552820313146433,-0.026091999267954802,-0.03081658235551954,-0.01570750098153939,-0.08861081302452956,-0.02312757050321558,000480
33,영풍,2017,Q1,철강_소재,0.012761599558819628,-0.06846468588505572,0.11198924328464765,0.02001396121182375,0.044811913856212415,4.567623064761151,0.1715431532079006,0.1963247917250315,000670
33,동국제강,2017,Q1,철강_소재,-0.10668863911925516,-0.06846468588505572,-0.013776180585179154,0.033524799050413945,0.1427144843925221,-1.4874457888939974,0.04773797664213597,0.04433593514343313,001230
33,세아베스틸,2017,Q1,철강_소재,-0.09566865615504155,-0.06846468588505572,0.046446251625540835,-0.010068851522880173,0.1521958567248951,0.6535654373512416,0.0788391168635203,0.2944278721918919,001430
33,고려제강,2017,Q1,철강_소재,-0.10077720686807902,-0.06846468588505572,-0.01863506802010284,0.00965032322928372,-0.11409545052656278,-0.16164168841127002,0.03258138343895278,-0.011110824308869956,002240
33,세아제강,2017,Q1,철강_소재,-0.038684637003037335,-0.06846468588505572,0.10200278321541378,0.008893234401503802,0.038914038459560096,0.7322085181251072,0.1104238268604607,-0.028445792075832824,003030
33,현대제철,2017,Q1,철강_소재,-0.07999712705595062,-0.06846468588505572,-0.004407159479526301,0.019084597810078874,-0.023400403921830515,1.499293418803806,0.05098399933896913,-0.008602430838411113,004020
33,삼광글라스,2017,Q1,철강_소재,-0.027107771436219577,-0.06846468588505572,-0.06602889201107776,0.04153351987690157,-0.1242156858054605,-4.792132570769573,0.06753549828441452,-0.1864870462230265,005090
33,POSCO,2017,Q1,철강_소재,-0.11427898775290565,-0.06846468588505572,0.01976200387526106,0.008532069343835547,0.0971444413634368,1.291393058303294,0.050277045657569186,0.17129174905576877,005490
33,무림P&P,2017,Q1,철강_소재,-0.09521796742649159,-0.06846468588505572,-0.03727121412432566,0.011110489401291668,-0.03343509683289869,-2.1931515000159942,-0.027293748914651084,0.08132562671554572,009580
33,고려아연,2017,Q1,철강_소재,-0.08683473389355746,-0.06846468588505572,0.03108177794424849,-0.0004894277021562088,-0.035278233258589586,-0.07063449443135583,0.12369221037079692,0.13587993548695862,010130
33,풍산,2017,Q1,철강_소재,-0.030712284913965625,-0.06846468588505572,0.05553121056743393,0.05986325352522592,-0.13122087762752166,0.009685865968208862,0.09899169954548981,0.2991820002993134,103140
33,한국철강,2017,Q1,철강_소재,-0.08288216472359698,-0.06846468588505572,0.1108369492469623,-0.003814994382737469,-0.11274451010152675,-0.13684454566595827,0.06158209955425398,0.08420802667792876,104700
