,name,year,quarter,sector,Relative Return,GDP 변화율,부채총계 변화율,이익잉여금 변화율,매출액 변화율,법인세차감전 순이익 변화율,유동자산 변화율,Label,Code
2,조선내화,2024,Q4,철강_소재,-0.15715534465534467,0.04107281147273634,-0.09672797954608214,0.02356820219665412,-0.20777861082999127,1.8370307206714722,0.3781055385782164,0.012667066272910314,000480
2,영풍,2024,Q4,철강_소재,0.04592210067873782,0.04107281147273634,0.13606720822829876,-0.12200536745726587,-0.09376538879235474,-9.681909739052756,-0.2241628128416785,-0.24950479926112323,000670
2,동국제강,2024,Q4,철강_소재,-0.061692024192024214,0.04107281147273634,0.32794369133485013,-0.01465598715601879,-0.7008372252420063,-3.5180918128478647,-0.03262275400845838,-0.0015164438331533234,001230
2,세아베스틸,2024,Q4,철강_소재,-0.21793369186866945,0.04107281147273634,0.01864382750111493,-0.01130194750586011,-0.9602659357846772,-1.1934903710921958,-0.8003106687452077,-0.06278559773055506,001430
2,고려제강,2024,Q4,철강_소재,-0.06580406533764746,0.04107281147273634,-0.08881914543912384,0.013076778856160765,0.10822356062792204,2.663132313622401,-0.001781504114492738,-0.0233973178933037,002240
2,세아제강,2024,Q4,철강_소재,0.3261819702037093,0.04107281147273634,0.0020022854125643086,0.06822450083347964,0.8760239748907577,-10.231612665110918,-0.6346591525911545,-0.12460350825255152,003030
2,현대제철,2024,Q4,철강_소재,0.25920678159050253,0.04107281147273634,0.04810745336817046,-0.01496746012280381,0.004595345962445485,1.4619480885738225,-0.00800207216926263,-0.12164982523185557,004020
2,삼광글라스,2024,Q4,철강_소재,-0.17631118881118885,0.04107281147273634,-0.06660364437011157,0.03745915158553781,-0.06579089528176163,-0.5675197089699532,-0.13688799897816428,0.0268489959099954,005090
2,POSCO,2024,Q4,철강_소재,0.045205011251724034,0.04107281147273634,-0.014298623580155989,-0.000834440138140935,0.33308583957990234,-0.8239374366488592,0.17297035660124682,-0.22547184760977046,005490
2,무림P&P,2024,Q4,철강_소재,0.04208537525466656,0.04107281147273634,0.0420320430474197,-0.004830955818124871,-0.08724815619412207,-3.654692574912622,-0.002872175696857826,0.02589583686860106,009580
2,고려아연,2024,Q4,철강_소재,-0.21294248601030938,0.04107281147273634,1.0319228782228875,-0.016970253743895936,0.11288533735902062,-1.6231353186017854,0.21583405666322797,-0.005550704011902082,010130
2,풍산,2024,Q4,철강_소재,0.033240408240408206,0.04107281147273634,0.04625360444151605,0.007069822538372517,0.18160959392817877,-0.0846937107047746,0.04165448983741227,-0.09980071834923075,103140
2,한국철강,2024,Q4,철강_소재,-0.18682351113453477,0.04107281147273634,-0.033990964147444735,0.021820044420092444,0.012249033904541351,0.3079527880291322,-0.016575272552108666,0.055493007840310776,104700
