,name,sector,year,quarter,매출액변화율,부채총계변화율,영업이익변화율,유동자산변화율,자본총계변화율,Relative Return,발행금액변화율,자기주식수변화율,1인평균급여변화율,기타변화율,Label,Code
15,Doosan_Corp,기타금융,2020,Q4,0.20456701310985892,-0.039328602839048266,2.2312531841638217,0.18956462383047068,-0.011628684352144925,0.13661746449832246,0.05250701461398455,0.15870521087817713,0.03273036502048243,-0.11008802369122361,-0.16438860047007242,000150
15,Hankook_Tire_Worldwide,기타금융,2020,Q4,0.062876207979784,0.2993986507328661,0.4872381879844624,-0.0074712627364970086,-0.0018474967372033024,0.11199464307042542,0.01953689802249836,-0.5247437657016278,-0.44587975794981083,0.0,-0.390329700358393,000240
15,Dong-A_Socio_Holdings,기타금융,2020,Q4,0.8121794854393775,-0.018414420819382382,1.517510320722735,0.04932905896055406,-0.103139485243124,0.20904200518073715,-0.3184019557758062,-0.6636252742707602,-0.2168273897888675,-0.2841799382237422,-0.3038862126877278,000640
15,CJ_Corp,기타금융,2020,Q4,-0.1365428188949418,-0.8055627791399302,-1.3820054865879405,0.05884590879432072,0.0031136428423581552,-0.15970799481926284,-0.3598670050642243,0.22998328651030298,-0.5893631899424301,-0.09199648658489101,-0.12989862404368988,001040
15,Dongkuk_Steel,기타금융,2020,Q4,-0.08616154650378816,-0.015258137268562288,0.4058061267877431,-0.01568044027368165,0.03734454371253049,0.09007270693512312,-0.12723257712426395,-0.23109092448563628,-0.21781973983285474,0.4486413219257338,0.021540430962470825,001230
15,Orion_Corp,기타금융,2020,Q4,0.011378728109333047,0.053414513491549465,1.1320799749483914,-0.2974000398991703,-0.000931066520990731,-0.17606019607712448,0.3254511038402076,-0.11298458205323958,0.10433366692750057,0.0,-0.170773852597417,001800
15,SeAH_Steel,기타금융,2020,Q4,0.2427618293532705,0.0965956519927279,4.527107812609733,0.29136430960325366,-0.006761756799519736,0.15028211398390234,0.0,-0.16892499413622164,-0.07157496673782315,-0.2951676676811652,-0.1939477822948153,003030
15,LG_Corp,기타금융,2020,Q4,0.3140178828958754,0.2347972629481262,0.8043066191523239,-0.35184993467133663,0.0028844104643863666,-0.05522015956596034,0.0,0.8744629788934493,-0.2255915115406788,-0.11603235389704247,-0.09051517691278846,003550
15,Hansol_Holdings,기타금융,2020,Q4,-0.09004926216340903,0.341004107623733,0.6312306517609605,-0.47194039294717793,-0.04831458710397851,0.017702473500296398,-0.31348688093096033,0.06211018073472596,-0.3949307151815078,-0.31366278459424635,-0.1604674152076463,004150
15,Hyosung,기타금융,2020,Q4,-0.4406990575778533,0.08173255324420647,-1.5108369321312973,0.14433736787240226,0.0019274003929848904,0.06568196211547991,-0.2945545098575584,-0.21619542790133361,-0.1134658338726573,0.0,-0.22196053620274617,004800
