,name,sector,year,quarter,매출액변화율,부채총계변화율,영업이익변화율,유동자산변화율,자본총계변화율,Relative Return,발행금액변화율,자기주식수변화율,1인평균급여변화율,기타변화율,Label,Code
0,Hyundai_Green_Food,기타금융,2024,Q3,0.04151929941576171,0.0760069885797886,1.6794013178693412,0.2655917429099769,0.023412484355862517,0.03199666489730531,0.030465456228389365,0.03281036372815771,0.016034686941701848,0.0,0.03199666489730531,005440
0,Crown_Confectionery,기타금융,2024,Q3,-0.168136255518198,-0.018160014326479068,-6.432489082727595,-0.2600280734430602,0.0025181912297765896,0.11352249189861008,0.0,0.00165276268815584,0.0019283034403584365,0.0,0.11352249189861008,005740
0,SK_Chemicals,기타금융,2024,Q3,0.4855725964224076,0.07018981102688793,4.5573884241208615,0.16954673173173884,0.006802713655715387,-0.15237585192210457,0.014127381149521612,0.10899364677109757,-0.0032736659804013524,0.0,-0.15237585192210457,006120
0,LS_Corp,기타금융,2024,Q3,0.6599505404100614,0.023010222992059903,0.7030805849065527,0.4811455255491043,-0.00943302674145774,0.2532388907229586,0.0,-0.010786297248941423,-0.011325277163617642,0.0,0.2532388907229586,006260
0,Seoyon,기타금융,2024,Q3,-0.2202479808568909,-0.0931644106885916,6.21171963463879,-0.057687743917512524,-0.0025437176612137513,-0.11478830559905012,-0.004846967183875561,-0.002437305503297793,-0.0017232038985821596,-0.0024421603363276034,-0.11478830559905012,007860
0,Daeduck_Electronics,기타금융,2024,Q3,0.02105291815362409,0.03673133360454761,-0.22391107573660074,-0.11048855201210417,-0.005493708129709951,0.01155062278740875,0.009197050235351334,-0.023391238360966904,0.01660038071453651,0.0,0.01155062278740875,008060
0,Hyundai_Heavy_Industries,기타금융,2024,Q3,-0.06407610006808961,-0.20561219238949713,-0.72867492269697,0.06761723557931898,-0.0005746134870763253,0.31091865291939447,-0.0025674245693496633,-1.7665705137229493,-0.004324827289554634,0.0,0.31091865291939447,009540
0,Moorim_P&P,종이·목재,2024,Q3,-0.04849812318387792,-0.0008871952760116653,0.6712224692412144,0.038653611854443604,-0.010650253155898293,0.008882928263790016,-0.011156533839674632,-0.011156533839674632,-0.006542745867895716,0.0,0.008882928263790016,009580
0,OCI,기타금융,2024,Q3,-0.030571646540446196,0.1028296631611948,0.2567304679699115,0.03903000922270228,0.0026446490745207774,-0.07834637685464912,0.005243300815821472,0.002827801223758697,0.0011710712620393027,0.0,-0.07834637685464912,010060
0,Hyundai_Development_Company,기타금융,2024,Q3,-0.05293257422075359,0.20337601452606358,-1.8664545859615558,0.08604865202532508,-0.004460979966383949,-0.005562348916298469,-0.010110634335107171,0.0053598384435836754,0.0009919282198090906,0.003016868775541637,-0.005562348916298469,012630
0,SK_Telecom,통신,2024,Q3,-0.0036662689470372545,-0.0033105841276102055,-0.014597648834963284,-0.09603882961991217,0.00026174687475433167,-0.03588816345263932,0.0,0.007359835868330222,0.0028923103754194823,0.0,-0.03588816345263932,017670
0,KT_Corp,통신,2024,Q3,-0.047641358434015624,0.04309649509329938,0.05573235095776041,0.0005362521050511493,-0.009541442581192827,-0.03649978424774636,0.0,0.014395268113476356,0.018066819376130416,0.0,-0.03649978424774636,030200
0,LG_Uplus,통신,2024,Q3,-0.08304798710877304,0.021538519081542584,-0.00341918945796138,-0.008125368009900491,-0.005685063783798405,-0.03777773283971619,-0.1953514754944632,0.02477980303112126,0.009220511386785368,0.0,-0.03777773283971619,032640
0,SK_Holdings,기타금융,2024,Q3,0.07513835327269691,-0.0013387229566874659,0.049874012973983084,-0.05545087609880084,0.003571186184424646,-0.13690724812931154,0.0035168841097623638,0.00269019825343797,0.003271527879134317,0.0,-0.13690724812931154,034730
0,Halla_Holdings,기타금융,2024,Q3,0.09530339033262925,-0.07095390188938278,0.9457965288707891,-0.21624048776747729,0.013096230049624125,-0.016840544405020273,0.014622450922791574,-0.037533085827229584,-0.015576942889671486,0.0014659417483555703,-0.016840544405020273,060980
0,GS_Holdings,기타금융,2024,Q3,-0.00246849113479386,0.029210974814723123,-0.6329479768786128,0.03445109331783658,-0.0024725608724369685,-0.05380153003130364,0.0,-0.0008086290834603549,-0.0020142320767728705,0.0,-0.05380153003130364,078930
