,name,sector,year,quarter,매출액변화율,부채총계변화율,영업이익변화율,유동자산변화율,자본총계변화율,Relative Return,발행금액변화율,자기주식수변화율,1인평균급여변화율,기타변화율,Label,Code
1,Doosan_Corp,기타금융,2024,Q2,-0.12107096181874355,0.0324859537647183,0.4547439021147267,0.12781926290675216,0.000517960737378087,0.6138203073892234,0.008601917742243392,0.005242486061818208,0.00029983307446512786,-0.0020329441902287027,0.3950007047817071,000150
1,Hankook_Tire_Worldwide,기타금융,2024,Q2,0.16682008269465975,0.056078447902715545,0.5864374393174976,-0.04158452911852928,-0.00820253191157283,-0.021441829443404163,0.016308248672954884,-0.08568053280627974,-0.0015385553431217502,0.0,-0.07387712221035195,000240
1,Dong-A_Socio_Holdings,기타금융,2024,Q2,0.9171846233844838,0.07109716089742857,1.1463868187413606,0.3246598724040105,0.010184083553325451,0.11725491209166372,-0.012727091613122576,0.00175149378945183,-0.005281440613449595,-0.013139575085950428,-0.13934054440502028,000640
1,CJ_Corp,기타금융,2024,Q2,0.2934323107426755,0.11429643101389741,0.6213239832164139,0.5357277992889076,-0.05183220014249712,0.33569021716063213,-0.09544667024713305,-0.07480374957220604,-0.013302552746861984,-0.0486005022717686,-0.06984132382824709,001040
1,Dongkuk_Steel,기타금융,2024,Q2,0.7519814912826384,0.5041288358339897,1.0233325526365897,0.12064133945098865,0.00035732066878602087,-0.12053800159606043,-0.0036636731400885303,0.014195286519777639,6.65130150925286e-05,-0.022654837510611925,0.01620719121309478,001230
1,Orion_Corp,기타금융,2024,Q2,0.7899815470531018,0.07392410839670294,0.9343777045908297,0.6955458508538106,-0.00017266688949968412,-0.08621009326483335,0.023693972146219267,-0.004451428719485007,-0.007601733683373801,0.0,0.06111834999611367,001800
1,SeAH_Steel,기타금융,2024,Q2,0.547892934018484,0.08214165858242817,0.7354444271800219,0.424902112708498,-0.0048622069735106965,-0.12606191959150462,0.0,0.0010842584972601266,-0.01410622795059946,-0.011094907528231612,-0.1510747786392545,003030
1,LG_Corp,기타금융,2024,Q2,0.7439310055529482,0.5550322730564536,0.888717913992103,0.3345898229486236,-0.0014523091125289156,-0.03005841900807404,0.0,-0.008668335070753486,-0.057091142477492696,-0.06995816842615321,-0.10507583852266733,003550
1,Hansol_Holdings,기타금융,2024,Q2,0.4133080734773733,0.3711743506692108,0.6533267519351176,0.2992917797299386,-0.00390098434713404,0.01002010484130516,0.006584911247234593,-0.0859159452699001,0.046956348778343204,0.020654754785479068,-0.11948955102753683,004150
1,Hyosung,기타금융,2024,Q2,0.44817251559111326,-1.601445214310433,-0.07025528214476062,-1.7532987463326988,0.3026422581077255,-0.044745525678211474,0.0390533649379885,0.051408669820952935,0.0958719523867495,0.0,-0.10773145131384934,004800
1,Hyundai_Green_Food,기타금융,2024,Q2,-0.036135288600506854,0.07907888228088544,1.0644418442924202,0.8175194522994944,-0.03248592428032171,0.11446475619508911,-0.01750552025132457,0.0006322532617578647,-0.14316752321340553,0.0,0.03199666489730531,005440
1,Crown_Confectionery,기타금융,2024,Q2,0.6122400396019743,0.08300917449380751,1.0060775753833038,0.7873774320183899,0.002100412888036529,-0.00261901301711015,0.0,-0.00541030464364356,-0.005919752482845153,0.0,0.11352249189861008,005740
1,SK_Chemicals,기타금융,2024,Q2,0.24825209162954254,0.004167231370321711,1.0924464087895132,-0.7034552246230368,0.02061564385228476,0.07648910081665866,0.038618721406531,0.029249655603541314,0.015322278560363056,0.0,-0.15237585192210457,006120
1,LS_Corp,기타금융,2024,Q2,-2.581593944633626,0.12514896841191436,-3.3646600160532047,0.8603877652869008,-0.04237806548112233,0.1722390512822818,0.0,-0.04935314912559652,-0.04485059412728454,0.0,0.2532388907229586,006260
1,Seoyon,기타금융,2024,Q2,0.5759275322296122,0.3677868332740504,1.0293388696296146,0.09765035820523082,0.0002832763564886154,0.18077199044309747,0.008765874195965306,0.0039657828799173345,0.0047198684730247464,0.003962806978502487,-0.11478830559905012,007860
1,Daeduck_Electronics,기타금융,2024,Q2,0.8177686880938759,0.8730686538077946,0.9715934297206628,0.26604184143210374,-0.004775743703821389,-0.058886645726089905,-0.05775882348630934,0.07550799812502651,-0.07848117913746933,0.0,0.01155062278740875,008060
1,Hyundai_Heavy_Industries,기타금융,2024,Q2,-0.018316737534410432,-0.007960583534209587,5.504277458036454,-0.23215455055714518,-0.009400955029616576,-0.06439525292483794,-0.00321995414524201,0.7306042127028203,7.252296616344633e-05,0.0,0.31091865291939447,009540
1,Moorim_P&P,종이·목재,2024,Q2,-0.0527640141580481,-0.06735912654720377,-1.3662270233154556,-0.09871193690939872,-0.021379631126877463,-0.07945308678393363,-0.04107856499565532,-0.04107856499565532,-0.045342084172868,0.0,0.008882928263790016,009580
1,OCI,기타금융,2024,Q2,0.9891385404572803,0.43609541294174237,1.0191001816807146,0.24775534171742675,0.023982800225806344,-0.1723889338095141,0.1361602943195379,0.011941355491974392,-0.011397899555910973,0.0,-0.07834637685464912,010060
1,Hyundai_Development_Company,기타금융,2024,Q2,0.7316338778357794,0.042935920722880105,0.9331708551935858,0.03700471512702175,-0.00018479860754450073,0.11220338653094436,-0.003573256432951144,-0.002977142468745031,-0.0007114148166895706,-0.000653271684972534,-0.005562348916298469,012630
1,SK_Telecom,통신,2024,Q2,-0.0008931595519148239,0.06576103585807158,-0.032051179235015326,0.05995312111231943,-0.0017920098067087942,0.007405822343979254,0.0,-0.029748260538302596,0.050020025672990465,0.0,-0.03588816345263932,017670
1,KT_Corp,통신,2024,Q2,0.031211367061796502,0.011015904450057401,0.08866783654542088,0.01671787790954682,-0.01993037346673976,0.06267515574084398,0.0,-0.0008818219815445172,-0.004518033751619077,0.0,-0.03649978424774636,030200
1,LG_Uplus,통신,2024,Q2,0.028450892596496025,-0.0318299282040746,-0.14125067824199666,-0.09471554915255442,-0.019034577864533997,-0.07072760297400216,0.14023881415428774,-0.03861303749153322,-0.02124089762820036,0.0,-0.03777773283971619,032640
1,SK_Holdings,기타금융,2024,Q2,0.35617555842299475,0.03804529796532152,0.784663972952915,0.15579961955897614,-0.0019750424984057435,-0.04145197046770586,0.017288527607231097,0.014228804160961506,0.013500509147631123,0.0,-0.13690724812931154,034730
1,Halla_Holdings,기타금융,2024,Q2,0.12223809786740092,0.04815938389962737,0.5948009720721993,0.08774626796307694,-0.016069406576879164,-0.0345454030749881,-0.00226869296607779,-0.017126793557088904,0.0005522527100210173,0.0010868546136918456,-0.016840544405020273,060980
1,GS_Holdings,기타금융,2024,Q2,0.90424337469885,0.390704192813801,0.9652990367211267,0.47710290755591866,-0.0015832999360090305,0.1402961050998534,0.0,0.024824644428692033,0.008276392170956881,0.0,-0.05380153003130364,078930
