,name,sector,year,quarter,이익잉여금변화율,자본총계변화율,매출액변화율,영업이익변화율,비유동부채변화율,Relative Return,주주 수변화율,특정 증권 등 소유 증감 수변화율,전체 주주 수변화율,전체 주식 수변화율,Label,Code
10,Kyungbang,Materials_&_Chemicals,2022,Q1,-0.0016045569085549882,0.000641715741516502,0.1409048079594989,0.3383381353604703,0.011204484518551161,0.009742516297228892,0.18084994744416916,0.0,0.380229898763052,0.36101228973430566,0.23943901702084805,000050
10,Hite_Jinro,Consumer_Goods_&_Retail,2022,Q1,0.07736521656314133,0.02238425684751877,-0.08248706980528042,-0.6800022376931831,-0.14243123809696745,-0.060367014190983226,0.45302671010697115,-0.0487760286865393,0.25990475741091446,0.0709533361961926,0.32362506353247594,000080
10,Yuhan_Corporation,Healthcare,2022,Q1,-0.03576857243677756,-0.02254947668513485,0.029136487684847334,0.5943501883001182,-0.32875152305068034,0.07715090444107445,0.45062676962188275,0.07657474808890485,0.398447076826811,0.33661045273251766,0.019865372246513788,000100
10,CJ_Logistics,Trading_&_Logistics,2022,Q1,-0.09674442852890897,-0.007389135974415595,0.09865796587446496,0.445338565022507,-0.020243360189777793,-0.15768692687592137,0.4965825867061323,0.023058928346677998,0.509822682057729,0.44600769390705575,0.11131152698100741,000120
10,Ildong_Pharmaceutical,Healthcare,2022,Q1,0.005505962846233059,0.0022966925940069993,-0.3455204590587124,-67.28365410231228,0.007183653781940413,0.10966200099932229,-0.09020622409502743,0.0072019829469446295,-0.20617397884504496,0.20779931161433907,0.5425262653429956,000230
11,Chosun_Refractories,Materials_&_Chemicals,2022,Q1,-0.0032646369112163676,-0.01939061818717236,-0.036421218660805055,-3.4408369430652606,-0.532917165369547,-0.06930700197874072,-0.10211023376077888,-0.05996510799792487,0.07037998481796459,-1.109535012370361,0.07203160961344064,000480
10,S_hynix,Technology,2022,Q1,-0.021444131318285375,-0.01894021435736226,0.10588036335767448,0.278484797568037,0.031622489290295874,0.29767943019322207,0.4633530620797701,-0.005484432481289492,0.5319491993335401,0.4434372721404791,-0.026621589039758017,000660
10,Youngpoong,Materials_&_Chemicals,2022,Q1,-0.04034316525436865,-0.04055785094513986,-0.23884841197898865,1.2487915070174493,-0.009776253039935456,0.004289463338419118,0.0679444672494327,0.0,0.1834273926665514,0.30649466956985405,0.1377216530485017,000670
10,Dongkuk_Steel,Materials_&_Chemicals,2022,Q1,-0.09877692969315421,-0.029917547935057298,0.004821526927948461,0.03947464294246117,0.013395472764246685,-0.10572532277451015,0.4757240738791675,-0.056308205602717765,0.3314084011636974,0.16004792510923704,0.13295764505159907,001230
10,SeAH_Besteel,Materials_&_Chemicals,2022,Q1,0.035190615842490613,0.02647733126310914,-0.11332671018796736,0.07239591786328159,-0.1878881974393587,-0.20316972836784014,0.5255009797168129,0.0,0.39274365487172813,0.34062670868326117,0.011599821040948546,001430
