Variable,VIF
const,1.0186026305138722
F_유동자산 변화율,462740753.557751
F_비유동자산 변화율,23443671506.277863
F_자산총계 변화율,31112091046.675713
F_유동부채 변화율,574956885.8734227
F_비유동부채 변화율,31200479.076415975
F_부채총계 변화율,2079270282.707325
F_이익잉여금 변화율,32687233.206353694
F_자본총계 변화율,5293451389.561072
F_매출액 변화율,16197319.867607709
F_영업이익 변화율,711056.5871535824
F_법인세차감전 순이익 변화율,11592.072579641874
F_당기순이익 변화율,inf
F_당기순이익(손실) 변화율,inf
Relative Return,1.0033034589486316
