,name,year,quarter,sector,Relative Return,자본금 변화율,Label,Code
31,경방,2017,Q1,경기소비재,-0.02973383446205497,0.0018330270315263242,-0.024001473839351535,000050
31,하이트진로,2017,Q1,생활소비재,0.008827454099233585,0.0,0.06856733350009801,000080
31,유한양행,2017,Q1,헬스케어,0.05727365236155104,0.019909099489238136,-0.0987697269702833,000100
31,CJ대한통운,2017,Q1,산업재,0.008160029551212027,0.0,-0.07002388280293698,000120
31,두산,2017,Q1,산업재,0.016954605162627846,0.0,0.27590082802195737,000150
31,대림산업,2017,Q1,건설,-0.04877684289017979,0.029868635000602772,0.06358837528771155,000210
31,일동제약,2017,Q1,헬스케어,-0.07016772285535461,0.924868317954229,-0.2359797441310619,000230
31,한국타이어월드와이드,2017,Q1,경기소비재,0.012076016626146636,0.005532757747237271,-0.009205310769807169,000240
31,기아차,2017,Q1,경기소비재,-0.0629612035204867,0.059877522208000356,-0.049617912195515916,000270
31,조선내화,2017,Q1,철강_소재,-0.0291484299802046,-0.008467524384639935,-0.02640715550954606,000480
31,동아쏘시오홀딩스,2017,Q1,헬스케어,0.054852963462831396,0.09210573025166324,-0.1727828607768211,000640
31,SK하이닉스,2017,Q1,정보기술,0.03107106492552158,0.08642822893878854,0.09630594026553092,000660
31,영풍,2017,Q1,철강_소재,-0.04912454758259855,0.016575831991215484,0.29021330345292834,000670
31,현대건설,2017,Q1,건설,-0.0775925137133953,-0.006683543054767593,-0.1576694390258916,000720
31,한화,2017,Q1,에너지_화학,0.12772515656239566,0.009215075639700476,0.1553771826005469,000880
31,CJ,2017,Q1,생활소비재,0.08616570802638535,0.0,-0.13370168117654951,001040
31,LG상사,2017,Q1,산업재,-0.03542959331238795,0.018481303623194778,-0.10095799557848197,001120
31,동국제강,2017,Q1,철강_소재,-0.1353534143764927,0.00010659148956748687,0.19288809049702133,001230
31,세아베스틸,2017,Q1,철강_소재,-0.08047981011969141,-0.004527151102562077,0.20002730313906575,001430
31,대상,2017,Q1,생활소비재,-0.0014950147294593014,0.008294836593447208,-0.06228111840310379,001680
31,SK네트웍스,2017,Q1,경기소비재,-0.03833353004805193,3.4687225869411975e-07,-0.058777593242336605,001740
31,오리온,2017,Q1,생활소비재,0.027978559900321075,0.0,-0.2537593226356348,001800
31,고려제강,2017,Q1,철강_소재,-0.08755903846896625,0.01005779595362899,-0.010083708129498934,002240
31,넥센타이어,2017,Q1,경기소비재,-0.053861977203336395,0.011383759427704643,-0.03566212365884612,002350
31,KCC,2017,Q1,건설,-0.054690556496670914,0.0010570686050415112,0.09648870505921951,002380
31,아모레G,2017,Q1,생활소비재,0.17803149956341605,0.024496717388297062,-0.19942881632401815,002790
31,한국쉘석유,2017,Q1,에너지_화학,-0.03216306978102413,-0.0641194815287186,-0.023805395407978984,002960
31,부광약품,2017,Q1,헬스케어,-0.011175219433781601,0.1919614568722008,-0.08736549355583235,003000
31,세아제강,2017,Q1,철강_소재,0.004857649723900681,-0.0014498472104217397,-0.017093896196598794,003030
31,일신방직,2017,Q1,경기소비재,-0.021147975876196386,0.0,-0.0009579955784819686,003200
31,태광산업,2017,Q1,에너지_화학,-0.0351402475865889,0.04587584636592368,0.30673286741334826,003240
31,한일시멘트,2017,Q1,건설,0.17624072955812897,0.04497810247957479,-0.09165227113750558,003300
31,대한항공,2017,Q1,산업재,-0.017814113037531713,0.2975622706084977,0.09689873056460413,003490
31,영진약품,2017,Q1,헬스케어,0.11486002590197653,0.029685457718725328,0.011959066139880035,003520
31,LG,2017,Q1,정보기술,-0.03586645834080273,0.04800280711090088,0.0728345059379617,003550
31,S&T중공업,2017,Q1,산업재,-0.12951038447300792,0.0,-0.03294770782556234,003570
31,쌍용차,2017,Q1,경기소비재,-0.1325755947205061,-0.01945398303593704,-0.2343976088312758,003620
31,남양유업,2017,Q1,생활소비재,0.0280128958658215,-0.02200712234312896,-0.22634890191258605,003920
31,삼성정밀화학,2017,Q1,에너지_화학,-0.009892564620785131,0.020308737913877772,0.0636927617496209,004000
31,현대제철,2017,Q1,철강_소재,-0.10366545839367891,-0.0007199090939882247,0.04545798562010793,004020
31,한솔홀딩스,2017,Q1,경기소비재,-0.01567346860090981,-0.10116965641908204,-0.06515014160222274,004150
31,신세계,2017,Q1,경기소비재,0.1026015577107203,-0.01580006998949357,-0.08463712391354586,004170
31,농심,2017,Q1,생활소비재,0.053451118845538895,0.0035157062356390156,-0.032183292021169714,004370
31,세방전지,2017,Q1,경기소비재,0.008039294315257912,0.022215219395244734,-0.04078031410806583,004490
31,조광피혁,2017,Q1,경기소비재,-0.08147125915029933,0.0,-0.06265704362168188,004700
31,한솔테크닉스,2017,Q1,정보기술,-0.12902590442213896,0.0,-0.04798884739643876,004710
31,효성,2017,Q1,에너지_화학,0.027071761417381997,0.0,0.15547593611276173,004800
31,삼광글라스,2017,Q1,철강_소재,-0.0609245815231092,0.0,-0.06572561177038602,005090
31,빙그레,2017,Q1,생활소비재,0.010195139951130222,0.007304497202328175,-0.11675163638520118,005180
31,롯데칠성,2017,Q1,생활소비재,0.18490208706588046,0.0018284821198448764,-0.14032625642741683,005300
31,현대차,2017,Q1,경기소비재,-0.08572477838403338,-0.04577985676224117,-0.08589689867595283,005380
31,현대그린푸드,2017,Q1,생활소비재,-0.018718508791556884,0.0,0.08208728133176543,005440
31,POSCO,2017,Q1,철강_소재,-0.12269171515578473,0.007750473091430843,0.14930127845422647,005490
31,삼립식품,2017,Q1,생활소비재,-0.05828595940424144,-0.032082555508756605,-0.27094591828379594,005610
31,크라운제과,2017,Q1,생활소비재,0.0,-0.34586002746533073,-0.31204707644521473,005740
31,에스엘,2017,Q1,경기소비재,-0.05751161223983275,-0.3559848657303867,0.13888464160526626,005850
31,삼성전자,2017,Q1,정보기술,0.038136403063849696,-0.04183562543400676,-0.035921684273371696,005930
31,SK케미칼,2017,Q1,에너지_화학,-0.08134640017200577,0.018529291872698028,0.0452820539171333,006120
31,LS,2017,Q1,산업재,0.0306294134011929,-0.025986909916531187,0.2403844910729292,006260
31,녹십자,2017,Q1,헬스케어,0.057138069288829675,-0.00991757484559086,0.020284240446362754,006280
31,삼성SDI,2017,Q1,정보기술,0.05118822344474085,0.0,0.08697602830662833,006400
31,대한유화,2017,Q1,에너지_화학,-0.06824642923237728,0.04019945523323276,0.03923803748690367,006650
31,GS리테일,2017,Q1,생활소비재,0.012463982432955698,0.010505341877636853,-0.2715185981900748,007070
31,오뚜기,2017,Q1,생활소비재,-0.0016605484100455162,0.0,-0.07445487434312986,007310
31,동아타이어,2017,Q1,경기소비재,-0.04396113074062374,0.0,0.06559136403163203,007340
31,일양약품,2017,Q1,헬스케어,0.030326225598005095,0.01829692300089647,-0.13946731234866833,007570
31,국도화학,2017,Q1,에너지_화학,-0.0617879386622324,0.018864732196177902,0.10416390212727641,007690
31,서연,2017,Q1,경기소비재,-0.06236598117187158,0.006630877578879479,-0.12131854701008324,007860
31,대덕전자,2017,Q1,정보기술,-0.05961333565303157,0.0,0.1969895920239354,008060
31,서흥,2017,Q1,헬스케어,-0.04941481079204429,0.0007050921862261639,-0.13460001263980625,008490
31,호텔신라,2017,Q1,경기소비재,0.22734837605928437,0.0,0.05043377191466495,008770
31,삼성전기,2017,Q1,정보기술,0.060985497586756844,0.0,0.15996759832559693,009150
31,한샘,2017,Q1,경기소비재,-0.05524916880091872,0.02078534643298191,-0.24494317787522596,009240
31,광동제약,2017,Q1,헬스케어,-0.04471522932080928,-0.006319325318850266,-0.09819239769236829,009290
31,현대중공업,2017,Q1,중공업,0.0,0.006458673220313349,-0.022818533710330408,009540
31,무림P&P,2017,Q1,철강_소재,-0.08745173200031178,0.0,0.08599852616064847,009580
31,모토닉,2017,Q1,경기소비재,-0.04627565718365297,-0.003255249275598726,0.015998526160648466,009680
31,한화케미칼,2017,Q1,에너지_화학,-0.013991212052244816,0.07304863363095881,0.16959835652788624,009830
31,OCI,2017,Q1,에너지_화학,-0.08296160224460156,0.0,0.0574515231408823,010060
31,LS산전,2017,Q1,산업재,0.09361378968942768,0.06543720928046515,0.05932401154252052,010120
31,고려아연,2017,Q1,철강_소재,-0.08259713105397186,0.027206979442600865,0.1031196006612024,010130
31,삼성중공업,2017,Q1,중공업,-0.020719367251949956,-0.07781176666354739,-0.053459846842630915,010140
31,현대미포조선,2017,Q1,중공업,0.026317107804752056,-0.07295644339879692,0.09950869188762608,010620
31,화신,2017,Q1,경기소비재,-0.06997338016216384,-0.0189973719273544,-0.117612148878598,010690
31,아이에스동서,2017,Q1,건설,-0.04969911223983275,3.496268221980792e-05,-0.14622369606157376,010780
31,S-Oil,2017,Q1,에너지_화학,0.002789895297855692,0.0,0.08028063620310674,010950
31,LG이노텍,2017,Q1,정보기술,-0.1041065943186858,-0.06607039923291869,0.20028424044636273,011070
31,롯데케미칼,2017,Q1,에너지_화학,-0.09312645875831035,0.0,0.03638178402692498,011170
31,현대상선,2017,Q1,산업재,0.04220540702980747,-0.08401995502561799,-0.15852426423223576,011200
31,현대위아,2017,Q1,경기소비재,-0.054535421763642275,0.0018763593229738085,0.11378455885009868,011210
31,금호석유,2017,Q1,에너지_화학,-0.09685171376267539,0.028296622048066933,-0.05473734768954864,011780
31,SKC,2017,Q1,에너지_화학,-0.10028947875690922,0.0,0.2452603756268108,011790
31,현대모비스,2017,Q1,경기소비재,-0.01531751941282853,0.027179528450901325,0.024695063838856203,012330
31,한화테크윈,2017,Q1,중공업,0.042915958867101346,-0.026568696729923125,-0.2684405808370041,012450
31,현대산업,2017,Q1,건설,0.05333080336953553,0.0,-0.1727835290494158,012630
31,에스원,2017,Q1,경기소비재,0.06734778033609526,0.0,-0.11510512878848675,012750
31,한솔케미칼,2017,Q1,에너지_화학,0.04929746653186285,0.1998399852395376,-0.13533654952092145,014680
31,동원시스템즈,2017,Q1,에너지_화학,-0.12763039513733537,0.0,-0.10020757514207346,014820
31,유니드,2017,Q1,에너지_화학,0.023277379669456803,0.0,0.00848674192526526,014830
31,한국전력,2017,Q1,생활소비재,-0.1303947848014619,0.0,0.0010448224569447623,015760
31,SK텔레콤,2017,Q1,커뮤니케이션서비스,-0.1265149732385295,-0.019910182383795827,0.1017951925832758,017670
31,현대엘리베이,2017,Q1,중공업,-0.03047814222934357,-0.04677564620239805,-0.23448728770631377,017800
31,삼성에스디에스,2017,Q1,정보기술,0.04735730161784516,0.0,0.16750537547571698,018260
31,한온시스템,2017,Q1,경기소비재,-0.06295230864897312,0.1798477216502392,0.16086191413879053,018880
31,대교,2017,Q1,경기소비재,-0.022141904115905123,0.04052684386944705,-0.0019095754112983289,019680
31,한섬,2017,Q1,경기소비재,0.10560895513605378,0.22373730981774842,0.12014486762406311,020000
31,일진머티리얼즈,2017,Q1,정보기술,0.14253772175128712,0.0,0.7568403036741871,020150
31,코웨이,2017,Q1,경기소비재,0.07739202801712655,0.1515867493739751,-0.08409493178327676,021240
31,롯데쇼핑,2017,Q1,경기소비재,0.1526559495000687,0.004472172922902251,-0.0694702099691355,023530
31,한국단자,2017,Q1,산업재,-0.012630826826088008,0.05017202301576096,-0.07227961953471577,025540
31,남해화학,2017,Q1,에너지_화학,0.10547295841413486,-0.0273846077869071,-0.1348697119444019,025860
31,삼성엔지니어링,2017,Q1,건설,-0.10751161223983274,0.0,-0.17932405448451283,028050
31,삼성물산,2017,Q1,경기소비재,-0.07319788674963668,-0.04144778677598138,0.03361757377969608,028260
31,신도리코,2017,Q1,정보기술,0.014488387760167247,0.0,0.07555076496661861,029530
31,제일기획,2017,Q1,커뮤니케이션서비스,-0.05491420964243015,-0.1403462457051151,0.0015425676114256687,030000
31,KT,2017,Q1,커뮤니케이션서비스,-0.08243373061989505,-0.05898593965174537,0.04190906929163888,030200
31,LG유플러스,2017,Q1,커뮤니케이션서비스,-0.1284575581857787,0.010852890933185977,0.06153809450597221,032640
31,세종공업,2017,Q1,경기소비재,-0.11046476906264334,0.0,-0.1881950222264483,033530
31,KT&G,2017,Q1,생활소비재,0.029667874939654428,0.0,0.04688529560606538,033780
31,무학,2017,Q1,생활소비재,-0.044411175558610044,0.07092462144254785,-0.08649614334894641,033920
31,두산중공업,2017,Q1,중공업,-0.032246604275862845,-0.03250617909542919,-0.2578520606673034,034020
31,SBS,2017,Q1,커뮤니케이션서비스,-0.02733052572071806,0.0,0.06802977616064847,034120
31,LG디스플레이,2017,Q1,정보기술,-0.09875277484784531,-0.02700371072207719,0.016931343947018694,034220
31,SK,2017,Q1,정보기술,-0.01376161223983275,0.02256589046431623,0.06368776918853691,034730
31,강원랜드,2017,Q1,경기소비재,-0.043037928029306435,-0.07331500277434522,-0.10766917900794168,035250
31,NAVER,2017,Q1,커뮤니케이션서비스,-0.07260074365793275,0.0534963028396207,-0.08199997537878563,035420
31,한국가스공사,2017,Q1,생활소비재,0.017709626698220356,0.0,-0.010915054086265114,036460
31,엔씨소프트,2017,Q1,커뮤니케이션서비스,0.14570839247964562,-0.0442638107730956,0.04491513576804633,036570
