종목명,CODE,YEAR,QUARTER,공시일,시가,종가,수익률,LLM 예측,판단
신도리코,029530,2017,Q1,2017-05-15,53600,58400,0.0896,,excluded
신도리코,029530,2017,Q2,2017-08-14,58400,62800,0.0753,,excluded
신도리코,029530,2017,Q4,2018-03-30,65900,59700,-0.0941,,excluded
신도리코,029530,2016,Q4,2017-03-31,50000,53600,0.072,,excluded
신도리코,029530,2017,Q3,2017-11-14,62400,65500,0.0497,,excluded
신도리코,029530,2018,Q3,2018-11-14,45450,47050,0.0352,,excluded
신도리코,029530,2018,Q1,2018-05-15,59500,50600,-0.1496,,excluded
신도리코,029530,2018,Q2,2018-08-14,50600,45250,-0.1057,,excluded
신도리코,029530,2018,Q4,2019-03-29,46800,50100,0.0705,,excluded
신도리코,029530,2019,Q1,2019-05-15,50100,39800,-0.2056,,excluded
신도리코,029530,2019,Q2,2019-08-14,39800,39450,-0.0088,,excluded
신도리코,029530,2019,Q3,2019-11-13,39150,21400,-0.4534,,excluded
신도리코,029530,2020,Q2,2020-08-14,24150,26500,0.0973,,excluded
신도리코,029530,2019,Q4,2020-03-30,21100,27500,0.3033,down,false
신도리코,029530,2020,Q1,2020-05-15,27500,24100,-0.1236,,excluded
신도리코,029530,2020,Q3,2020-11-16,26500,29750,0.1226,up,true
신도리코,029530,2020,Q4,2021-03-10,29850,31550,0.057,up,true
신도리코,029530,2021,Q1,2021-05-17,32400,32150,-0.0077,,excluded
신도리코,029530,2021,Q2,2021-08-17,32150,32950,0.0249,,excluded
신도리코,029530,2021,Q3,2021-11-15,32950,31850,-0.0334,,excluded
신도리코,029530,2021,Q4,2022-03-08,31850,32550,0.022,,excluded
신도리코,029530,2022,Q1,2022-05-16,32700,32100,-0.0183,,excluded
신도리코,029530,2022,Q2,2022-08-16,32200,33000,0.0248,,excluded
신도리코,029530,2022,Q3,2022-11-14,33350,32850,-0.015,,excluded
신도리코,029530,2022,Q4,2023-03-13,32750,34650,0.058,down,false
신도리코,029530,2023,Q1,2023-05-15,34650,33400,-0.0361,,excluded
신도리코,029530,2023,Q2,2023-08-14,33400,32750,-0.0195,,excluded
신도리코,029530,2023,Q3,2023-11-14,32450,36850,0.1356,,excluded
신도리코,029530,2023,Q4,2024-03-13,36900,37750,0.023,,excluded
신도리코,029530,2024,Q1,2024-05-16,37950,37900,-0.0013,down,true
신도리코,029530,2024,Q2,2024-08-14,37900,39050,0.0303,,excluded
신도리코,029530,2024,Q3,2024-11-14,39050,38600,-0.0115,,excluded
LG디스플레이,034220,2016,Q1,2016-05-16,22783,28376,0.2455,up,true
LG디스플레이,034220,2016,Q2,2016-08-16,28838,24863,-0.1378,up,false
LG디스플레이,034220,2016,Q3,2016-11-14,25094,27821,0.1087,up,true
LG디스플레이,034220,2017,Q3,2017-11-14,27590,24170,-0.124,,excluded
LG디스플레이,034220,2016,Q4,2017-03-31,28006,26851,-0.0412,up,false
LG디스플레이,034220,2017,Q1,2017-05-15,26897,27729,0.0309,down,false
LG디스플레이,034220,2017,Q2,2017-08-14,28005,27544,-0.0165,up,false
LG디스플레이,034220,2017,Q4,2018-04-02,24077,21536,-0.1055,up,false
LG디스플레이,034220,2018,Q1,2018-05-15,21674,19918,-0.081,down,true
LG디스플레이,034220,2018,Q2,2018-08-14,20057,16776,-0.1636,up,false
LG디스플레이,034220,2018,Q3,2018-11-14,16729,18024,0.0774,up,true
LG디스플레이,034220,2018,Q4,2019-04-01,18115,16221,-0.1046,down,true
LG디스플레이,034220,2019,Q1,2019-05-15,16082,11692,-0.273,down,true
LG디스플레이,034220,2019,Q2,2019-08-14,11923,13310,0.1163,up,true
LG디스플레이,034220,2019,Q3,2019-11-14,13309,10398,-0.2187,down,true
LG디스플레이,034220,2019,Q4,2020-03-30,10028,9520,-0.0507,up,false
LG디스플레이,034220,2020,Q1,2020-05-15,9519,12247,0.2866,down,false
LG디스플레이,034220,2020,Q2,2020-08-14,12293,13633,0.109,down,false
LG디스플레이,034220,2020,Q3,2020-11-16,13725,20981,0.5287,up,true
LG디스플레이,034220,2020,Q4,2021-03-15,20934,20334,-0.0287,down,true
LG디스플레이,034220,2021,Q1,2021-05-17,20657,19225,-0.0693,up,false
LG디스플레이,034220,2021,Q2,2021-08-17,19132,18624,-0.0266,up,false
LG디스플레이,034220,2021,Q3,2021-11-15,18855,17145,-0.0907,up,false
LG디스플레이,034220,2021,Q4,2022-03-15,17099,16036,-0.0622,up,false
LG디스플레이,034220,2022,Q1,2022-05-16,16082,15251,-0.0517,down,true
LG디스플레이,034220,2022,Q2,2022-08-16,15343,14234,-0.0723,up,false
LG디스플레이,034220,2022,Q3,2022-11-14,14234,13679,-0.039,down,true
LG디스플레이,034220,2022,Q4,2023-03-13,13633,13670,0.0027,up,true
LG디스플레이,034220,2023,Q1,2023-05-15,13624,12958,-0.0489,down,true
LG디스플레이,034220,2023,Q2,2023-08-14,12958,12182,-0.0599,up,false
LG디스플레이,034220,2023,Q3,2023-11-14,12329,10980,-0.1094,up,false
LG디스플레이,034220,2023,Q4,2024-03-14,11020,10650,-0.0336,up,false
LG디스플레이,034220,2024,Q1,2024-05-16,10750,10910,0.0149,down,false
LG디스플레이,034220,2024,Q2,2024-08-14,11130,9640,-0.1339,up,false
LG디스플레이,034220,2024,Q3,2024-11-14,9620,9110,-0.053,down,true
SK,034730,2016,Q1,2016-05-16,222000,226500,0.0203,up,true
SK,034730,2016,Q2,2016-08-16,226500,226500,0.0,,excluded
SK,034730,2016,Q3,2016-11-14,225000,240000,0.0667,up,true
SK,034730,2016,Q4,2017-03-31,240000,250500,0.0438,down,false
SK,034730,2017,Q1,2017-05-15,251000,270500,0.0777,up,true
SK,034730,2017,Q2,2017-08-14,271500,281500,0.0368,up,true
SK,034730,2017,Q3,2017-11-14,280000,296000,0.0571,down,false
SK,034730,2018,Q2,2018-08-14,255000,271500,0.0647,,excluded
SK,034730,2017,Q4,2018-04-02,293000,302500,0.0324,up,true
SK,034730,2018,Q1,2018-05-15,300000,255000,-0.15,,excluded
SK,034730,2018,Q3,2018-11-14,271000,270500,-0.0018,,excluded
SK,034730,2019,Q1,2019-05-15,249000,193500,-0.2229,,excluded
SK,034730,2018,Q4,2019-04-01,270500,250500,-0.0739,down,true
SK,034730,2019,Q2,2019-08-14,195000,263000,0.3487,down,false
SK,034730,2019,Q3,2019-11-14,263500,161500,-0.3871,up,false
SK,034730,2020,Q1,2020-05-15,183500,237500,0.2943,,excluded
SK,034730,2019,Q4,2020-03-30,155500,181000,0.164,down,false
SK,034730,2020,Q2,2020-08-14,239500,209000,-0.1273,down,true
SK,034730,2020,Q3,2020-11-16,208500,247000,0.1847,up,true
SK,034730,2020,Q4,2021-03-19,242000,270000,0.1157,down,false
SK,034730,2021,Q1,2021-05-17,273500,266500,-0.0256,down,true
SK,034730,2021,Q2,2021-08-17,264500,247000,-0.0662,up,false
SK,034730,2021,Q3,2021-11-15,244500,238500,-0.0245,down,true
SK,034730,2021,Q4,2022-03-21,238000,245000,0.0294,up,true
SK,034730,2022,Q1,2022-05-16,247500,230000,-0.0707,down,true
SK,034730,2022,Q2,2022-08-16,233000,227000,-0.0258,up,false
SK,034730,2022,Q3,2022-11-14,225500,162900,-0.2776,down,true
SK,034730,2022,Q4,2023-03-21,163400,164700,0.008,down,false
SK,034730,2023,Q1,2023-05-15,163800,151100,-0.0775,up,false
SK,034730,2023,Q2,2023-08-14,150800,155600,0.0318,down,false
SK,034730,2023,Q3,2023-11-14,157500,184200,0.1695,down,false
SK,034730,2023,Q4,2024-03-19,182400,162800,-0.1075,up,false
SK,034730,2024,Q1,2024-05-16,164900,138300,-0.1613,up,false
SK,034730,2024,Q2,2024-08-14,138500,139200,0.0051,down,false
SK,034730,2024,Q3,2024-11-14,139200,138200,-0.0072,up,false
한미반도체,042700,2016,Q1,2016-05-16,3270,2940,-0.1009,,excluded
한미반도체,042700,2016,Q2,2016-08-16,2920,2670,-0.0856,,excluded
한미반도체,042700,2016,Q3,2016-11-10,2710,3280,0.2103,,excluded
한미반도체,042700,2016,Q4,2017-03-29,3290,3890,0.1824,,excluded
한미반도체,042700,2017,Q1,2017-05-12,3940,3765,-0.0444,,excluded
한미반도체,042700,2017,Q3,2017-11-13,5025,5650,0.1244,,excluded
한미반도체,042700,2017,Q2,2017-08-14,3755,5000,0.3316,down,false
한미반도체,042700,2018,Q1,2018-05-14,5200,4770,-0.0827,,excluded
한미반도체,042700,2018,Q4,2019-03-29,3975,3945,-0.0075,,excluded
한미반도체,042700,2017,Q4,2018-03-28,5525,5200,-0.0588,,excluded
한미반도체,042700,2018,Q2,2018-08-14,4735,4360,-0.0792,up,false
한미반도체,042700,2018,Q3,2018-11-14,4350,4000,-0.0805,,excluded
한미반도체,042700,2019,Q1,2019-05-15,3960,3060,-0.2273,,excluded
한미반도체,042700,2019,Q3,2019-11-11,3265,3450,0.0567,,excluded
한미반도체,042700,2019,Q2,2019-08-14,3080,3220,0.0455,up,true
한미반도체,042700,2019,Q4,2020-03-27,3630,4120,0.135,down,false
한미반도체,042700,2020,Q1,2020-05-15,4135,5850,0.4148,,excluded
한미반도체,042700,2020,Q2,2020-08-13,5900,5550,-0.0593,up,false
한미반도체,042700,2020,Q3,2020-11-13,5600,10100,0.8036,up,true
한미반도체,042700,2020,Q4,2021-03-11,10250,15850,0.5463,down,false
한미반도체,042700,2021,Q1,2021-05-13,15350,17950,0.1694,down,false
한미반도체,042700,2021,Q2,2021-08-13,17825,16100,-0.0968,down,true
한미반도체,042700,2021,Q3,2021-11-15,16575,16075,-0.0302,up,false
한미반도체,042700,2021,Q4,2022-03-10,16625,14100,-0.1519,,excluded
한미반도체,042700,2022,Q1,2022-05-16,14550,12800,-0.1203,up,false
한미반도체,042700,2022,Q2,2022-08-16,12950,12300,-0.0502,,excluded
한미반도체,042700,2022,Q3,2022-11-14,12500,14230,0.1384,,excluded
한미반도체,042700,2022,Q4,2023-03-16,14240,20450,0.4361,,excluded
한미반도체,042700,2023,Q1,2023-05-12,20350,47850,1.3514,,excluded
한미반도체,042700,2023,Q2,2023-08-14,46500,57800,0.243,up,true
한미반도체,042700,2023,Q3,2023-11-14,58300,100100,0.717,up,true
한미반도체,042700,2023,Q4,2024-03-14,99000,139700,0.4111,up,true
한미반도체,042700,2024,Q1,2024-05-14,140100,113200,-0.192,up,false
한미반도체,042700,2024,Q2,2024-08-14,119300,82100,-0.3118,,excluded
한미반도체,042700,2024,Q3,2024-11-14,82100,90400,0.1011,up,true
LG전자,066570,2016,Q1,2016-05-16,53800,52400,-0.026,up,false
LG전자,066570,2016,Q2,2016-08-16,53000,45750,-0.1368,,excluded
LG전자,066570,2016,Q3,2016-11-14,47000,68100,0.4489,up,true
LG전자,066570,2016,Q4,2017-03-31,68300,81200,0.1889,up,true
LG전자,066570,2017,Q1,2017-05-15,81800,73400,-0.1027,up,false
LG전자,066570,2017,Q2,2017-08-14,74200,93000,0.2534,down,false
LG전자,066570,2017,Q3,2017-11-14,92500,109500,0.1838,up,true
LG전자,066570,2017,Q4,2018-04-02,110000,97500,-0.1136,up,false
LG전자,066570,2018,Q1,2018-05-15,97100,76300,-0.2142,up,false
LG전자,066570,2018,Q2,2018-08-14,76100,70200,-0.0775,up,false
LG전자,066570,2018,Q3,2018-11-14,69600,75100,0.079,up,true
LG전자,066570,2018,Q4,2019-04-01,75500,71500,-0.053,up,false
LG전자,066570,2019,Q1,2019-05-15,71500,59800,-0.1636,up,false
LG전자,066570,2019,Q2,2019-08-14,60500,68800,0.1372,down,false
LG전자,066570,2019,Q3,2019-11-14,68200,49400,-0.2757,up,false
LG전자,066570,2019,Q4,2020-03-30,48400,54200,0.1198,down,false
LG전자,066570,2020,Q1,2020-05-15,54200,87000,0.6052,down,false
LG전자,066570,2020,Q2,2020-08-14,87400,85600,-0.0206,up,false
LG전자,066570,2020,Q3,2020-11-16,86500,151500,0.7514,up,true
LG전자,066570,2020,Q4,2021-03-16,153500,148500,-0.0326,down,true
LG전자,066570,2021,Q1,2021-05-17,151000,150500,-0.0033,down,true
LG전자,066570,2021,Q2,2021-08-17,150500,122000,-0.1894,up,false
LG전자,066570,2021,Q3,2021-11-15,122500,123000,0.0041,up,true
LG전자,066570,2021,Q4,2022-03-16,124500,107500,-0.1365,down,true
LG전자,066570,2022,Q1,2022-05-16,109000,101000,-0.0734,up,false
LG전자,066570,2022,Q2,2022-08-16,101500,94500,-0.069,up,false
LG전자,066570,2022,Q3,2022-11-14,94700,117500,0.2408,up,true
LG전자,066570,2022,Q4,2023-03-17,119000,111800,-0.0605,down,true
LG전자,066570,2023,Q1,2023-05-15,111400,103800,-0.0682,up,false
LG전자,066570,2023,Q2,2023-08-14,103400,102100,-0.0126,down,true
LG전자,066570,2023,Q3,2023-11-14,103100,98900,-0.0407,up,false
LG전자,066570,2023,Q4,2024-03-18,99500,98300,-0.0121,up,false
LG전자,066570,2024,Q1,2024-05-16,99200,94800,-0.0444,down,true
LG전자,066570,2024,Q2,2024-08-14,96000,87700,-0.0865,up,false
LG전자,066570,2024,Q3,2024-11-14,88300,80500,-0.0883,up,false
