,name,year,quarter,sector,Relative Return,금리 변화율,자본금 변화율,보유 주식 수 변화율,1인평균급여 변화율,실업률 변화율,기초 소유주식 지분율 변화율,Label,Code
12,경방,2021,Q4,경기소비재,0.11458560288894182,0.16812521036687933,0.0,-0.19086646198107693,0.14385536497102014,0.02083333333333348,0.013310580204778377,0.11273574077530271,000050
12,한국타이어월드와이드,2021,Q4,경기소비재,-0.10970540170367923,0.16812521036687933,0.0,0.060924711312309476,-0.25,0.02083333333333348,0.06178977272727271,0.0625080874675382,000240
12,기아차,2021,Q4,경기소비재,-0.09352931069547588,0.16812521036687933,0.07907406796274596,0.03150448497030345,0.11042944785276076,0.02083333333333348,0.16666666666666652,0.2489395792675664,000270
12,조선내화,2021,Q4,철강_소재,-0.015945313905378677,0.16812521036687933,0.0,-0.34961130587364064,-0.022727272727272707,0.02083333333333348,0.022104038557420713,0.0629350071393891,000480
12,영풍,2021,Q4,철강_소재,0.051367048840005515,0.16812521036687933,0.0,-0.04721333229256108,0.030131702209731603,0.02083333333333348,-0.0625,-0.001544456997103285,000670
12,동국제강,2021,Q4,철강_소재,0.06570784103928433,0.16812521036687933,0.0,-0.02986384132683295,0.2302158273381294,0.02083333333333348,0.036406806489909016,0.09972054546315418,001230
12,세아베스틸,2021,Q4,철강_소재,-0.04342548840018298,0.16812521036687933,0.0,0.05310516629684425,0.11023622047244097,0.02083333333333348,0.1883535660091049,-0.03918363838167925,001430
12,SK네트웍스,2021,Q4,경기소비재,-0.04370239017890018,0.16812521036687933,0.0,0.0,0.16856197004489837,0.02083333333333348,-0.29982677555060633,0.09862704115316222,001740
12,고려제강,2021,Q4,철강_소재,0.024999428476657454,0.16812521036687933,0.0,0.13230576378430392,-0.022222222222222254,0.02083333333333348,-0.014770400701959452,0.26182065319179265,002240
12,넥센타이어,2021,Q4,경기소비재,-0.0898671681252067,0.16812521036687933,0.0,676.1108087026306,0.0,0.02083333333333348,0.015009096422074153,0.10555340955375839,002350
12,세아제강,2021,Q4,철강_소재,0.0568436038234696,0.16812521036687933,0.0,0.09111046039332749,0.07438016528925617,0.02083333333333348,0.12213274413466269,0.13846068597161285,003030
12,일신방직,2021,Q4,경기소비재,0.12097536289771937,0.16812521036687933,0.0,0.010186160199824545,-0.013823262759319555,0.02083333333333348,0.08000000000000007,0.10034451327086681,003200
12,쌍용차,2021,Q4,경기소비재,0.0,0.16812521036687933,0.0,4.804772357913656e-05,-0.10526315789473684,0.02083333333333348,0.0,0.0,003620
12,현대제철,2021,Q4,철강_소재,0.042357343369467206,0.16812521036687933,0.0,-0.021849268684221657,0.22480620155038755,0.02083333333333348,-0.09090909090909083,0.05920767539639432,004020
12,한솔홀딩스,2021,Q4,경기소비재,-0.012721652324512722,0.16812521036687933,0.0,0.0781909953331803,0.15053763440860224,0.02083333333333348,0.5864868403823491,0.09200862643828282,004150
12,신세계,2021,Q4,경기소비재,0.142305225934181,0.16812521036687933,0.0,0.03244579833629291,0.1428571428571428,0.02083333333333348,0.35805109922757006,0.028396106334845624,004170
12,세방전지,2021,Q4,경기소비재,-0.1311007709151335,0.16812521036687933,0.0,-0.027821260085491017,0.001488075583673476,0.02083333333333348,0.0012054001928640812,0.14686404731615066,004490
