F_유동자산 변화율,F_비유동자산 변화율,F_자산총계 변화율,F_유동부채 변화율,F_비유동부채 변화율,F_부채총계 변화율,F_자본금 변화율,F_이익잉여금 변화율,F_자본총계 변화율,F_매출액 변화율,F_영업이익 변화율,F_법인세차감전 순이익 변화율,F_당기순이익 변화율,F_당기순이익(손실) 변화율,M_소비자물가지수 변화율,M_환율 변화율,M_GDP 변화율,M_금리 변화율,M_수출액 변화율,M_실업률 변화율,M_국제유가 변화율,M_주택가격 변화율,P_보유 주식 수 변화율,P_1인평균급여 변화율,P_기초 소유 주식 수 변화율,P_기초 소유주식 지분율 변화율,P_기말 소유주식 수 변화율,P_기말 소유주식 지분율 변화율,P_발행할 주식 총수 변화율,P_현재까지 발행한 주식 총수 변화율,P_발행주식의 총수 변화율,P_자기주식수 변화율,P_유통주식수 변화율,P_증자주식수 변화율,P_주식액면가액 변화율,Relative Return
1.0,-0.003061371334056066,0.14933170956765598,0.16022339742569797,0.024668629138249208,0.2379762557927015,0.055404908599826386,-0.006498870830827268,0.04911072959267823,0.05408601788145754,0.10294448562130938,-0.01090641351123394,0.010097828177020788,0.010097828177020788,0.01486197740352392,-0.03545633388726191,-0.022950263884209073,-0.036420792349023276,-0.01850998016368705,-0.03158184567531265,-0.023687648266323403,-0.025507790747834033,-0.018047285147790058,-0.006552555902890195,-0.0015396208929858409,-0.006997003749197896,-0.0026875342821866053,-0.00033439957646665174,-0.022237869486666242,-0.020167741556722955,-0.01937787886030906,-0.01571813828863751,-0.019065764013392505,-0.006745757556385435,0.030248329978483927,0.07423417774811022
-0.003061371334056066,1.0,0.9017671220577387,0.10471843625087264,0.6808585243324453,0.6345060718859299,0.644236214586979,0.00063130069209695,0.3440581135377424,-0.07855078328158967,-0.060242649000152505,-0.02004928017702815,0.008758311619718864,0.008758311619718864,-0.01824267778846407,-0.026828975892502046,-0.012672974575541047,0.01044953404733795,-0.019662128583938742,-0.013881936000492635,-0.013086215858103184,-0.008344123745222348,0.15941197135243323,-0.11695069628389393,0.09323957851803145,-0.03307148192550505,0.029257163876229602,-0.021034757795345766,0.19164411385942978,0.15261819188276785,0.1491443593425223,-0.007654422741344514,0.14188534023834648,0.06722938356938028,0.08388980621601141,-0.020502843703111055
0.14933170956765598,0.9017671220577387,1.0,0.17471380102098408,0.6489970332295006,0.7778799962972334,0.6480438165264668,-0.005320209177069699,0.3646020288885044,-0.06934717073568447,-0.04619226082356789,-0.03582453505152432,0.019423201616868436,0.019423201616868436,-0.005839954576255045,-0.0235298725845333,-0.01017346044279595,0.02298554908412785,-0.00416564416868899,-0.018994942015773692,-2.9510979689646838e-05,-0.004216631553430097,0.157860938907218,-0.10794650481851698,0.093392913104549,-0.02309214634727807,0.0419706345706889,-0.007250758167403349,0.18014931902984196,0.14744614621759847,0.1451144160002559,-0.026013850765468114,0.13839615867656066,0.06042630770672395,0.08067023858234926,0.00358941806760102
0.16022339742569797,0.10471843625087264,0.17471380102098408,1.0,0.028395228135006122,0.27213856515918,0.07455480859035318,-0.0022414890334778144,-0.004069201714887318,-0.00649050333998287,0.010320049944651317,-0.010540428693274033,-0.0037755875231930435,-0.0037755875231930435,0.0002715191451801932,-0.008064893613702643,0.0005969800602390677,0.017707727795684743,-0.0017955341426503452,0.008973234314839255,0.005985965620200626,-0.00265774822345203,0.007692514029390878,-0.018918907146977887,-0.0005455063503384511,-0.011921765917102969,-0.007939668061730455,-0.009707272195243167,0.009285178158468618,0.005218413827483796,0.005920316755406361,-0.0007091767001522331,0.004729104358669649,0.008854833180672159,0.0012950013558848158,-0.009342106182444167
0.024668629138249208,0.6808585243324453,0.6489970332295006,0.028395228135006122,1.0,0.5974557522997508,0.45627650617401544,-0.005528179225196526,0.22586219440911373,-0.010517075152332826,-0.027774784100594932,0.015223046433368217,0.012363921921775052,0.012363921921775052,-0.017749082721704838,-0.003295164771263042,0.004822327910445441,-0.019605966832408464,0.00805458382676287,-0.0007877974344555165,0.0015380524907302206,0.008319209418464627,0.0978526965991833,-0.09839774379058314,0.09000870618045408,-0.015239316074879498,0.009610898884991075,-0.010932866855441018,0.11394106764847495,0.07926845602885327,0.07806219601013913,-0.015998747762101407,0.07004874362079097,0.010397146126076933,0.10616106694498051,0.019825731444617384
0.2379762557927015,0.6345060718859299,0.7778799962972334,0.27213856515918,0.5974557522997508,1.0,0.4274139050085047,-0.005873475904621099,0.12376422559207473,-0.03726505186604704,-0.0013592006590344386,-0.018617595456739695,0.0015188531216465708,0.0015188531216465708,0.006023926882645553,-0.045304960573868285,-0.03341405527697986,-0.020596193563647027,-0.020465049376402446,-0.0383902131796199,-0.023221313519132734,-0.029412538491672503,0.05818098691798369,-0.11458593419260589,0.03389402059805313,-0.04103019902826149,-0.008769176097566172,-0.027305936036285214,0.07064268319923743,0.04577165141768999,0.0423532989516214,-0.008364237300930591,0.036546074886811435,0.039040352734039455,0.030076599541194925,0.039698538114245376
0.055404908599826386,0.644236214586979,0.6480438165264668,0.07455480859035318,0.45627650617401544,0.4274139050085047,1.0,-0.008194178748271753,0.3312474622829426,-0.13588924632027433,-0.03779973737889942,-0.026023136828049014,0.00394982007061494,0.00394982007061494,0.04027460575086897,0.012407834315782731,0.031922944200309965,0.0741376509948975,0.05514044189420098,0.012718219715667872,0.0653959281849179,0.03307373282525782,0.2678942452356434,-0.05310371509725162,0.21821470335457907,0.1461360823479153,0.27788783782652937,0.18651570415445112,0.3100921046990546,0.28901483844702547,0.28974438254664503,-0.002614776539321455,0.28663105472073896,0.08849197099857982,0.08760346980742123,-0.04470877454459069
-0.006498870830827268,0.00063130069209695,-0.005320209177069699,-0.0022414890334778144,-0.005528179225196526,-0.005873475904621099,-0.008194178748271753,1.0,-0.022682316097230613,0.0009880703178174245,-0.006593142401582838,-0.0036312473761833256,0.0008292078316726964,0.0008292078316726964,0.00905523732200555,-0.004772287863593525,-0.006719640070181963,-0.02329742956880629,-0.016730703940912174,-0.009497595858683275,-0.01128257096669075,-0.008790278979090375,-0.09945236170555943,-0.0003087125299066422,-0.056868708272836466,0.007356090710262889,-0.021586936725209026,0.0040880054778552385,-0.005037889954511549,-0.07206897515316005,-0.08000539670819978,-2.7133299290027385e-05,-0.07406214050032393,-0.0014717287494745198,-0.0037001395046539183,-0.005181339979624487
0.04911072959267823,0.3440581135377424,0.3646020288885044,-0.004069201714887318,0.22586219440911373,0.12376422559207473,0.3312474622829426,-0.022682316097230613,1.0,-0.038365272968949385,-0.024725474236801857,-0.013012753881133876,0.014674944503608367,0.014674944503608367,-0.0006720189350637283,-0.0021139078416240785,0.014222551432802178,0.0033970854408640356,0.003269668567300483,0.012386196280978829,0.03171637654144227,0.01907287202750188,0.10922444101230043,-0.02173682415181202,0.09165114707145088,0.03377204707599277,0.06595035164880285,0.036042389052321946,0.11557683969684308,0.095482531121463,0.09861107899672682,-0.005555675590695104,0.0963758692522233,0.02909696430405966,0.042520520895272335,0.0068139807691872875
0.05408601788145754,-0.07855078328158967,-0.06934717073568447,-0.00649050333998287,-0.010517075152332826,-0.03726505186604704,-0.13588924632027433,0.0009880703178174245,-0.038365272968949385,1.0,0.4075982643556567,0.10140137582007128,-0.0009182384188709752,-0.0009182384188709752,0.006693289467673469,-0.005121520729576034,-0.0038919353165881854,0.0029018174911259647,-0.015469206450041214,-0.02135751026961509,0.008939642192621501,-0.0028616406190275544,-0.08062523855888155,-0.0012542432336151552,0.0033081899843388734,0.003834984590529426,-0.07343474272024672,-0.06354545747001596,-0.24861429368490995,-0.1877626200956228,-0.12605411712667072,0.00021397024648573516,-0.13486999941480085,-0.964216091336064,0.004031811423259158,0.04645041520103764
