,name,year,quarter,sector,Relative Return,금리 변화율,자본금 변화율,보유 주식 수 변화율,1인평균급여 변화율,실업률 변화율,기초 소유주식 지분율 변화율,Label,Code
32,경방,2016,Q4,경기소비재,-0.2813695647129345,0.3210161662817601,0.0886466649837665,9.907472881385925,0.013707348507147943,-0.06896551724137923,0.005911859548549003,-0.02973383446205497,000050
32,한국타이어월드와이드,2016,Q4,경기소비재,-0.19368253315611283,0.3210161662817601,0.08860782549954482,-0.018528189414765195,-0.034965034965035,-0.06896551724137923,-0.0035049878673494295,0.012076016626146636,000240
32,기아차,2016,Q4,경기소비재,-0.15636195899343341,0.3210161662817601,0.0817295073473503,0.006982857750595484,-0.017341040462427793,-0.06896551724137923,0.0,-0.0629612035204867,000270
32,조선내화,2016,Q4,철강_소재,-0.14737252375136384,0.3210161662817601,0.08866190349486325,-0.00800024701148605,-0.0050512781264350215,-0.06896551724137923,0.02018012008005332,-0.0291484299802046,000480
32,영풍,2016,Q4,철강_소재,-0.23635428470249803,0.3210161662817601,0.08861111993780901,0.029453424429261688,0.05415352260778139,-0.06896551724137923,-0.06250000000000011,-0.04912454758259855,000670
32,동국제강,2016,Q4,철강_소재,0.2366102338807522,0.3210161662817601,0.0003244794497552217,0.025578897915695675,0.05154639175257736,-0.06896551724137923,0.11768631813125707,-0.1353534143764927,001230
32,세아베스틸,2016,Q4,철강_소재,0.013813479603057802,0.3210161662817601,0.08861701697169355,-0.1355323035164855,-0.032786885245901676,-0.06896551724137923,-0.0013640497120339656,-0.08047981011969141,001430
32,SK네트웍스,2016,Q4,경기소비재,-0.058738377608712575,0.3210161662817601,0.0,0.0,0.04854368932038833,-0.06896551724137923,0.0015007503751873763,-0.03833353004805193,001740
32,고려제강,2016,Q4,철강_소재,-0.1449928696559611,0.3210161662817601,0.08864584140787013,0.0038861772188751864,0.040309689615390054,-0.06896551724137923,-0.0004319654427645814,-0.08755903846896625,002240
32,넥센타이어,2016,Q4,경기소비재,-0.12315621736663916,0.3210161662817601,0.08862160048909562,0.09156085033528316,0.0,-0.06896551724137923,0.0,-0.053861977203336395,002350
32,세아제강,2016,Q4,철강_소재,-0.010978750295810732,0.3210161662817601,0.08865211580131183,0.2663117244097515,0.028037383177569986,-0.06896551724137923,0.0011045655375550023,0.004857649723900681,003030
32,일신방직,2016,Q4,경기소비재,-0.3281529472554554,0.3210161662817601,0.0,-0.03688719228110249,0.0324490419730048,-0.06896551724137923,-0.030723937495281906,-0.021147975876196386,003200
32,쌍용차,2016,Q4,경기소비재,-0.021960996984554046,0.3210161662817601,0.08866347463344915,0.005190705179336064,0.07518796992481214,-0.06896551724137923,0.0,-0.1325755947205061,003620
32,현대제철,2016,Q4,철강_소재,0.04664328826368218,0.3210161662817601,0.04352460465295094,0.06189211759943691,0.02857142857142847,-0.06896551724137923,0.2964710486834381,-0.10366545839367891,004020
32,한솔홀딩스,2016,Q4,경기소비재,-0.10450812581784394,0.3210161662817601,0.08865397364872618,0.11843339471193914,0.22033898305084754,-0.06896551724137923,-0.9067385444743935,-0.01567346860090981,004150
32,신세계,2016,Q4,경기소비재,-0.1250910976894108,0.3210161662817601,0.08827287840869524,-0.1001132324204963,0.028301886792452935,-0.06896551724137923,0.0,0.1026015577107203,004170
32,세방전지,2016,Q4,경기소비재,-0.15849834835393145,0.3210161662817601,0.0886560983872633,0.027497920461414083,0.011262423221812368,-0.06896551724137923,0.1116468445301615,0.008039294315257912,004490
32,조광피혁,2016,Q4,경기소비재,-0.14332937753979935,0.3210161662817601,0.0,-0.027919494264940226,0.08866192341714485,-0.06896551724137923,0.31634491634491635,-0.08147125915029933,004700
32,삼광글라스,2016,Q4,철강_소재,-0.149271919845978,0.3210161662817601,0.0,0.08865661492494081,0.03821160534504853,-0.06896551724137923,0.0,-0.0609245815231092,005090
32,현대차,2016,Q4,경기소비재,0.08123772202730022,0.3210161662817601,0.05004201664532193,-0.0006824163593623922,-0.005847953216374324,-0.06896551724137923,-0.011035207566999494,-0.08572477838403338,005380
32,POSCO,2016,Q4,철강_소재,0.025641436592305125,0.3210161662817601,0.03608111169940553,0.0,0.06382978723404253,-0.06896551724137923,0.09443099273607736,-0.12269171515578473,005490
32,에스엘,2016,Q4,경기소비재,0.15441191175498448,0.3210161662817601,0.07869279946708052,0.1080340695401758,0.08865881500041062,-0.06896551724137923,0.0,-0.05751161223983275,005850
32,동아타이어,2016,Q4,경기소비재,-0.08110160236504049,0.3210161662817601,0.0,-0.12094188151451812,-0.10230325854823519,-0.06896551724137923,0.0,-0.04396113074062374,007340
32,서연,2016,Q4,경기소비재,-0.13856747277789458,0.3210161662817601,0.08866231357958121,-0.0025100864660871913,0.42377797716350596,-0.06896551724137923,-0.20000000000000007,-0.06236598117187158,007860
32,호텔신라,2016,Q4,경기소비재,-0.2686594330801799,0.3210161662817601,0.0,-0.011260230286508688,0.0741839762611276,-0.06896551724137923,-0.005714285714285672,0.22734837605928437,008770
32,한샘,2016,Q4,경기소비재,0.07566731204512554,0.3210161662817601,0.08866150927005267,-0.006459609379967368,-0.030691701545211836,-0.06896551724137923,-0.08228331818557388,-0.05524916880091872,009240
32,무림P&P,2016,Q4,철강_소재,-0.10232083653125833,0.3210161662817601,0.0,0.20117404227212687,-0.010526315789473717,-0.06896551724137923,0.0463020509633314,-0.08745173200031178,009580
32,모토닉,2016,Q4,경기소비재,-0.16967993910914425,0.3210161662817601,0.0886605763943007,-0.05615026681871216,-0.053069451584102145,-0.06896551724137923,-0.2222222222222222,-0.04627565718365297,009680
32,고려아연,2016,Q4,철강_소재,-0.21336761181161024,0.3210161662817601,0.08834254157450516,0.030339658101669498,0.10520082699371724,-0.06896551724137923,-0.001570783428234912,-0.08259713105397186,010130
