Variable,VIF
const,1.1609067333422807
F_유동자산 변화율,1710580974.0469172
F_비유동자산 변화율,82712256007.83295
F_자산총계 변화율,160407452178.74683
F_유동부채 변화율,1536055274.0410683
F_비유동부채 변화율,768792778.3337011
F_부채총계 변화율,9659650701.73927
F_이익잉여금 변화율,175304279.21846718
F_자본총계 변화율,56817359945.12671
F_매출액 변화율,22129426.268560812
F_영업이익 변화율,3831733.031803442
F_법인세차감전 순이익 변화율,1851142.5561697765
F_당기순이익 변화율,inf
F_당기순이익(손실) 변화율,inf
M_소비자물가지수 변화율,1.4045791176895495
M_환율 변화율,36.79884393465873
M_GDP 변화율,101.93427284030598
M_금리 변화율,3.2286638981145943
M_수출액 변화율,18.619529347466937
M_실업률 변화율,6.61549676636107
M_국제유가 변화율,4.825476813872635
M_주택가격 변화율,78.36502045735259
Relative Return,1.0215612697850773
