,name,year,quarter,sector,Relative Return,금리 변화율,자본금 변화율,보유 주식 수 변화율,1인평균급여 변화율,실업률 변화율,기초 소유주식 지분율 변화율,Label,Code
7,경방,2023,Q1,경기소비재,-0.05075163065633926,-0.12061758935426237,0.0,0.0,0.0,-0.05813953488372092,0.0,-0.1480480934124126,000050
7,한국타이어월드와이드,2023,Q1,경기소비재,0.04704054396149173,-0.12061758935426237,0.0,0.0,0.0,-0.05813953488372092,0.0,-0.14674011905728682,000240
7,기아차,2023,Q1,경기소비재,0.11084148040708677,-0.12061758935426237,-0.04879016134770908,0.0,0.0,-0.05813953488372092,0.0,-0.15229947275120165,000270
7,조선내화,2023,Q1,철강_소재,0.06836339716957847,-0.12061758935426237,0.0,0.0,0.0,-0.05813953488372092,0.0,0.01859796740924216,000480
7,영풍,2023,Q1,철강_소재,-0.08632504545940695,-0.12061758935426237,0.0,0.0,0.0,-0.05813953488372092,0.0,-0.008138775911639778,000670
7,동국제강,2023,Q1,철강_소재,-0.0896062855049913,-0.12061758935426237,0.0,0.0,0.0,-0.05813953488372092,0.0,0.20365198402539958,001230
7,세아베스틸,2023,Q1,철강_소재,0.005019466384008388,-0.12061758935426237,0.0,0.0,0.0,-0.05813953488372092,0.0,-0.01517141271331833,001430
7,SK네트웍스,2023,Q1,경기소비재,0.025948287350597267,-0.12061758935426237,0.0,0.0,0.0,-0.05813953488372092,0.0,0.4155051100198994,001740
7,고려제강,2023,Q1,철강_소재,-0.12670927147250136,-0.12061758935426237,0.08695652173913038,0.0,0.0,-0.05813953488372092,0.0,0.19543682499953216,002240
7,넥센타이어,2023,Q1,경기소비재,0.14645767932000284,-0.12061758935426237,0.0,0.0,0.0,-0.05813953488372092,0.0,-0.1264292535848931,002350
7,세아제강,2023,Q1,철강_소재,0.028680810714708974,-0.12061758935426237,0.0,0.0,0.0,-0.05813953488372092,0.0,0.21341076251411584,003030
7,일신방직,2023,Q1,경기소비재,-0.06536431941289537,-0.12061758935426237,0.0,0.0,0.0,-0.05813953488372092,0.0,-0.254384225442304,003200
7,쌍용차,2023,Q1,경기소비재,0.0,-0.12061758935426237,0.0,0.0,0.0,-0.05813953488372092,0.0,-0.25189808098564326,003620
7,현대제철,2023,Q1,철강_소재,-0.018297440196015237,-0.12061758935426237,0.0,0.0,0.0,-0.05813953488372092,0.0,-0.048063175218814744,004020
7,한솔홀딩스,2023,Q1,경기소비재,-0.057138712873934336,-0.12061758935426237,0.0,0.0,0.0,-0.05813953488372092,0.0,-0.14509680910748618,004150
7,신세계,2023,Q1,경기소비재,-0.05916883963494138,-0.12061758935426237,0.0,0.0,0.0,-0.05813953488372092,0.0,-0.04462812788132838,004170
7,세방전지,2023,Q1,경기소비재,0.030740159975824806,-0.12061758935426237,0.0,0.0,0.0,-0.05813953488372092,0.0,-0.14838677367674155,004490
7,조광피혁,2023,Q1,경기소비재,-0.01757296417821786,-0.12061758935426237,0.0,0.0,0.0,-0.05813953488372092,0.0,-0.03723623801150944,004700
7,삼광글라스,2023,Q1,철강_소재,-0.10419097835919167,-0.12061758935426237,0.0,0.0,0.0,-0.05813953488372092,0.0,-0.14846349759528193,005090
