F_유동자산 변화율,F_비유동자산 변화율,F_자산총계 변화율,F_유동부채 변화율,F_비유동부채 변화율,F_부채총계 변화율,F_이익잉여금 변화율,F_자본총계 변화율,F_매출액 변화율,F_영업이익 변화율,F_법인세차감전 순이익 변화율,F_당기순이익 변화율,F_당기순이익(손실) 변화율,F_자본금 변화율,M_소비자물가지수 변화율,M_환율 변화율,M_GDP 변화율,M_금리 변화율,M_수출액 변화율,M_실업률 변화율,M_국제유가 변화율,M_주택가격 변화율,P_보유 주식 수 변화율,P_1인평균급여 변화율,P_기초 소유 주식 수 변화율,P_기초 소유주식 지분율 변화율,P_기말 소유주식 수 변화율,P_기말 소유주식 지분율 변화율,P_발행할 주식 총수 변화율,P_현재까지 발행한 주식 총수 변화율,P_발행주식의 총수 변화율,P_자기주식수 변화율,P_유통주식수 변화율,P_증자주식수 변화율,P_주식액면가액 변화율,Relative Return
1.0,-0.05153550896873083,0.21313008668087158,0.16315712217139655,0.039588270302303816,0.21989086125523621,0.003405426588431334,0.06537929078475165,0.062177461811940636,0.0011710748904954903,0.002352748596779936,0.004874993205897508,0.004874993205897508,0.07034129685550791,0.03400341193941839,0.013444732523613681,0.019864381295693,0.017597045768666,0.02807008486534075,0.030510392173313167,0.025364051116387527,0.016300408492693572,-0.0030130055370066393,-0.003363577479289877,0.014308383424824756,0.02753694463535186,0.016213559446420823,0.01914513155264686,-0.004568188679651197,-0.004606383693441968,-0.004568277779688699,-0.005174244458547091,-0.004570834935841255,0.004261759663446178,0.0019494727997203232,0.005674260855400963
-0.05153550896873083,1.0,0.5354264086041408,0.09139656540070336,0.26254739945264793,0.27290407465966415,0.012134401789312622,0.49328105886096973,0.04466692927086603,0.01030658194170687,-0.0019279598145618756,-0.08383737465487218,-0.08383737465487218,0.3560388894657593,-0.021765094487748975,0.05242658523583072,0.04958213998467514,0.026791479075615198,0.02890548465469341,0.06897965102254754,-0.008414632551594465,0.05976034520616853,0.0018222794905468583,0.045921781233485476,0.13287252107865638,0.15785771033159235,0.08666542871576538,0.09469841763287234,-0.006799536319915837,-0.006794448380638054,-0.006640430258092078,0.023138737370998676,-0.006689372618326013,-0.009442180661245931,-0.03439647779527734,0.007719320053814576
0.21313008668087158,0.5354264086041408,1.0,0.3022093648815828,0.30418930958118484,0.7039986130170984,0.025159723893001855,0.5228972728404524,0.15385050413533768,0.014374185688522514,0.005577023163916572,-0.08140771348567903,-0.08140771348567903,0.47904976074463124,0.02995866032261205,0.02168878268024052,0.026563424747190374,0.05569681258367039,0.047771087243772055,0.028523297742179692,0.0730468199688182,0.036101622851594246,-0.02528712568803227,0.016524827709333046,0.08439366096455223,0.12182253731607375,0.06852502541510565,0.07940103709664616,-0.012573908147921708,-0.012753564358025585,-0.012555612807958593,0.00948045478422181,-0.012595779550873409,-0.014393221394502484,0.01518973123854253,0.07376807244890196
0.16315712217139655,0.09139656540070336,0.3022093648815828,1.0,-0.003108154184725634,0.5546256981273554,0.0009398308397942666,0.0016102863198040435,0.05153086088842444,-0.0006050520000961189,0.004106686234514464,-0.028660050171816033,-0.028660050171816033,0.11586851745633718,-0.002789807981930852,-0.050605632851610856,-0.044313667870545255,-0.034222093364942155,-0.04352722266431253,-0.021456301241171614,-0.019839044690709795,-0.04392906025851337,-0.032945982936098295,0.01748043317480384,0.056621099896366885,0.07519033342486088,0.03292539091577522,0.04411197458589153,-0.0033502095221416366,-0.0034761163575431895,-0.0034363328010439055,-0.0003853759197301318,-0.0034454265837702844,-0.04979865564419286,0.002754515700352118,0.05096623923453517
0.039588270302303816,0.26254739945264793,0.30418930958118484,-0.003108154184725634,1.0,0.3472478847078704,-0.014088346264059038,0.10360188669656399,0.008950190185785249,-0.0009326371445472326,-0.001335663473082882,0.009871873009011841,0.009871873009011841,0.10770423027406979,0.005759101008209182,-0.05270340319583696,-0.053871624779482055,-0.04943931806916623,-0.05240219701337135,-0.02980158648494216,-0.040225759316072314,-0.05152229043875358,-0.03561592478356514,0.13126790227503515,0.009470724201729293,0.018309510170352254,0.011000870653587468,0.011459292836501584,-0.006752234903360077,-0.006904675363433848,-0.006829911316723157,-0.00019193763842216153,-0.006832984510805478,-0.01875303715211423,-0.0010968821909753215,-0.015075186363517753
0.21989086125523621,0.27290407465966415,0.7039986130170984,0.5546256981273554,0.3472478847078704,1.0,-0.011020160501301786,-0.0317898345656379,0.06721514995353957,-7.506763754411656e-05,-0.0055001188861136495,-0.019920575473980632,-0.019920575473980632,0.25905479009737414,0.03371189729181044,-0.03234276542631409,-0.01670991081283248,0.010184737266986429,-0.019905528563716805,0.01992462237910607,0.032456321605993196,-0.008429090036244046,-0.03417362766383743,0.015322399635863218,0.1492061385713257,0.2015995463586694,0.10623963963082207,0.13213628398242766,-0.006748165871430818,-0.007162246462732345,-0.007071165349193591,0.005398758541339675,-0.0070864870107801535,-0.05439936447038612,0.010090008769850117,0.04614137725721868
0.003405426588431334,0.012134401789312622,0.025159723893001855,0.0009398308397942666,-0.014088346264059038,-0.011020160501301786,1.0,0.07447409660714766,0.0033687042071343276,1.99723179876896e-06,0.0033331355086965325,-0.014704775987294754,-0.014704775987294754,-0.018472485538138756,-0.008084202057544293,-0.16984703145319183,-0.17758984574689315,-0.1124741669620215,-0.15486056956246605,-0.17273322594789692,-0.11158048128704728,-0.1785787857690309,-0.08127801674851139,-0.002245201019070603,-0.09466892515230972,-0.11471792556030741,-0.07895649592963778,-0.08252286244504448,-0.002989386504285634,-0.002983575405496307,-0.002995854027473025,-0.0011951481747898161,-0.0029933524900810594,-0.07350696881194162,0.14522004228367147,0.008981980435638354
0.06537929078475165,0.49328105886096973,0.5228972728404524,0.0016102863198040435,0.10360188669656399,-0.0317898345656379,0.07447409660714766,1.0,0.12568805488095003,0.0009439315374543569,0.014505432545194718,-0.12449661134181694,-0.12449661134181694,0.4216072368356561,0.017840198040238266,0.07619328831106242,0.06826831105057772,0.062992230462015,0.10481885841001279,0.04052923796731997,0.08876638103405682,0.07731002777594352,-0.014312245952229768,-0.0003850033675352737,0.04492453502657941,0.060292524116912556,0.04053188593835541,0.041152305260860174,-0.014124013111389855,-0.013998582559045347,-0.013754259914623066,-0.005612218038640505,-0.013823652238630439,0.016467756157344082,0.02421080637947977,0.06447171016828587
0.062177461811940636,0.04466692927086603,0.15385050413533768,0.05153086088842444,0.008950190185785249,0.06721514995353957,0.0033687042071343276,0.12568805488095003,1.0,-0.027273874665568753,-0.010605992760187508,0.01140334697039541,0.01140334697039541,0.020133894662808165,0.0070602567636451775,-0.004217587078203171,0.0070354706274113115,0.006422072851893123,0.01939762351876649,-0.009868133427843715,0.04169033074130854,0.006472355280800585,0.031492054662984825,-0.0024340697979621843,0.02998370207231982,0.03566071799505354,0.027005283369202968,0.018184830457523834,-0.0006529445243208256,-0.0006837879693189899,-0.0005456038361484441,-9.232755378443232e-05,-0.0005105310381862585,0.0017298532891336555,-0.005353381368481003,-0.0027846615301429685
0.0011710748904954903,0.01030658194170687,0.014374185688522514,-0.0006050520000961189,-0.0009326371445472326,-7.506763754411656e-05,1.99723179876896e-06,0.0009439315374543569,-0.027273874665568753,1.0,-0.17207651552043626,-0.09310017191721633,-0.09310017191721633,0.03408196414802167,-0.004606574761870103,-0.004692066729308448,-0.0012782019678710167,0.011244933696331677,0.008653438554958977,0.006019780396005416,0.005211119929226812,-0.005190075995950486,-0.007688463435449312,-0.0018563086496744387,-0.009377118322427972,-0.010966295048909135,-0.005951460974696448,0.008264954780452836,-0.011204654930365718,-0.011190071223861765,-0.011274827376974269,-0.0008675193874950132,-0.011270210813462021,-0.008505953304653802,0.0006178553237544693,-0.016813216792111216
