접수번호,법인구분,회사코드,회사명,주식종류,이름,관계,기초 소유 주식 수,기초 소유주식 지분율,기말 소유주식 수,기말 소유주식 지분율,비고,결제일시,연도,분기
20160602000002,Y,00165413,롯데케미칼,보통주,롯데물산(주),최대주주,"10,718,818",31.27,"10,718,818",31.27,-,2015-12-31,2015,Q4
20160602000002,Y,00165413,롯데케미칼,보통주,(주)호텔롯데,계열회사,"4,346,818",12.68,"4,346,818",12.68,-,2015-12-31,2015,Q4
20160602000002,Y,00165413,롯데케미칼,보통주,"LOTTE HOLDINGS 
CO.,LTD(日本)",특수관계인,"3,186,000",9.30,"3,186,000",9.30,-,2015-12-31,2015,Q4
20160602000002,Y,00165413,롯데케미칼,보통주,신동빈,계열사 임원,"102,200",0.30,"90,705",0.26,재단출연,2015-12-31,2015,Q4
20160602000002,Y,00165413,롯데케미칼,보통주,롯데문화재단,특수관계인,0,0.00,"11,495",0.03,재단출연,2015-12-31,2015,Q4
20160602000002,Y,00165413,롯데케미칼,보통주,계,,"18,353,836",53.55,"18,353,836",53.55,-,2015-12-31,2015,Q4
20160602000002,Y,00165413,롯데케미칼,우선주,계,,-,-,-,-,-,2015-12-31,2015,Q4
20170331005370,Y,00165413,롯데케미칼,보통주,롯데물산(주),최대주주,"10,718,818",31.27,"10,718,818",31.27,-,2016-12-31,2016,Q4
20170331005370,Y,00165413,롯데케미칼,보통주,(주)호텔롯데,계열회사,"4,346,818",12.68,"4,346,818",12.68,-,2016-12-31,2016,Q4
20170331005370,Y,00165413,롯데케미칼,보통주,"LOTTE HOLDINGS 
CO.,LTD(日本)",특수관계인,"3,186,000",9.30,"3,186,000",9.30,-,2016-12-31,2016,Q4
20170331005370,Y,00165413,롯데케미칼,보통주,신동빈,계열사 임원,"102,200",0.30,"90,705",0.26,재단출연,2016-12-31,2016,Q4
20170331005370,Y,00165413,롯데케미칼,보통주,롯데문화재단,특수관계인,0,0.00,"11,495",0.03,-,2016-12-31,2016,Q4
20170331005370,Y,00165413,롯데케미칼,보통주,계,,"18,353,836",53.55,"18,353,836",53.55,-,2016-12-31,2016,Q4
20170331005370,Y,00165413,롯데케미칼,우선주,계,,-,-,-,-,-,2016-12-31,2016,Q4
20180402004475,Y,00165413,롯데케미칼,보통주,롯데물산(주),최대주주,"10,718,818",31.27,"10,718,818",31.27,-,2017-12-31,2017,Q4
20180402004475,Y,00165413,롯데케미칼,보통주,(주)호텔롯데,계열회사,"4,346,818",12.68,"4,346,818",12.68,-,2017-12-31,2017,Q4
20180402004475,Y,00165413,롯데케미칼,보통주,"LOTTE HOLDINGS 
CO.,LTD(日本)",특수관계인,"3,186,000",9.30,"3,186,000",9.30,-,2017-12-31,2017,Q4
