,Feature,Importance
0,F_부채총계 변화율,0.1797257468167595
1,F_영업이익 변화율,0.17100479846195582
2,F_비유동부채 변화율,0.1697793676845642
3,M_소비자물가지수 변화율,0.16377023241349917
4,F_법인세차감전 순이익 변화율,0.16300528449348298
5,F_이익잉여금 변화율,0.15271457012973838
