,name,year,quarter,sector,Relative Return,부채총계 변화율,영업이익 변화율,비유동부채 변화율,소비자물가지수 변화율,법인세차감전 순이익 변화율,이익잉여금 변화율,Label,Code
2,대한유화,2024,Q2,에너지_화학,-0.24574289342284705,0.7093103070158779,-0.5117901081228046,2.5056067746275765,-0.110334699467731,-0.5305445334356405,-0.0026057374400801914,-0.00892081771309286,006650
2,국도화학,2024,Q2,에너지_화학,-0.07591624120182862,0.01796980786394231,2.077578214023198,0.08530854095804119,-0.110334699467731,1.505900031988081,0.014309665388153814,-0.014387877679587185,007690
2,한화케미칼,2024,Q2,에너지_화학,-0.04264879492101605,-0.0012468062685135894,0.7355720888076223,-0.0009173997913426435,-0.110334699467731,3.45119227529256,-0.013771070335748314,-0.2414832138755157,009830
2,OCI,2024,Q2,에너지_화학,-0.2171507704200646,-0.43609541294174237,-1.0191001816807146,0.0892282854935631,-0.110334699467731,-1.0650769571235206,-0.012221740358350552,-0.1191115966435922,010060
2,아이에스동서,2024,Q2,건설,-0.12215167583464032,-0.10837331083579871,-0.2846597852429934,-0.6145215732306033,-0.110334699467731,-0.2827558153513461,0.02439198914616103,-0.054445562463042774,010780
2,S-Oil,2024,Q2,에너지_화학,-0.013388768674356087,-0.02611821106789003,-0.6474951654123566,-0.007490776934864218,-0.110334699467731,-1.1882136231808325,-0.0031327482345312463,-0.05363911926143122,010950
2,롯데케미칼,2024,Q2,에너지_화학,-0.26910866888493923,0.001953333357380238,-0.48637716198759684,-0.110559074978407,-0.110334699467731,-0.4338437305334051,-0.0019522302710692774,0.04915451021900591,011170
2,금호석유,2024,Q2,에너지_화학,-0.05750911088488723,0.08843016740913145,0.41543862854746405,0.3288496157060148,-0.110334699467731,-0.2868856187789468,0.02518069433251169,-0.08354305760830244,011780
2,SKC,2024,Q2,에너지_화학,0.14374381996085936,-0.02482198083136078,0.7307936625128626,-0.25078444791258125,-0.110334699467731,2.10468314762462,-0.03233498206178598,0.01559470582586818,011790
2,현대산업,2024,Q2,건설,0.27792194937223785,-0.042935920722880105,-0.9331708551935858,0.01281721565552818,-0.110334699467731,-0.849209806138935,0.0015795687499859934,0.21833401420676948,012630
2,한솔케미칼,2024,Q2,에너지_화학,-0.116695200507837,-0.23857693459186924,-0.013224034104035387,-0.4822590143144845,-0.110334699467731,-0.22195102395532673,0.0369864279300236,-0.20445172140632356,014680
2,동원시스템즈,2024,Q2,에너지_화학,-0.0024224415432997776,-0.04951188948227114,0.867271444073469,-0.29465025041496073,-0.110334699467731,3.7420394394696723,0.18242343314281917,0.19999148706067277,014820
2,유니드,2024,Q2,에너지_화학,-0.1550034915625242,-0.05011108531660691,0.30178117353958056,0.8547257667389765,-0.110334699467731,-0.4160279399311616,0.020852345419390295,-0.16423103730031866,014830
2,남해화학,2024,Q2,에너지_화학,0.007477249223327605,0.18244532514113465,-0.35082767585536967,-0.09251859753047764,-0.110334699467731,-0.42018620183011257,0.023890306702334385,0.030924357925593268,025860
2,삼성엔지니어링,2024,Q2,건설,0.09319564257022667,0.05836226429011959,2.8857294644455087,0.2217357141399543,-0.110334699467731,3.0019546241198434,0.35907256223336614,-0.24661466719811156,028050
2,대우건설,2024,Q2,건설,0.08659096356794599,-0.001398604194947195,-0.5505132131281614,0.12472308770737661,-0.110334699467731,-0.6829832503840216,0.01009816110900874,-0.015186068815107978,047040
2,LG화학,2024,Q2,에너지_화학,-0.22643493370525397,0.023574530725790188,2.5436175666438823,-0.05413370834080233,-0.110334699467731,-0.3639094087646889,0.005495880287949895,0.10172354717191566,051910
2,한전기술,2024,Q2,건설,0.06686904209093875,0.09834749079640259,0.4642855214000752,-0.9160497906914242,-0.110334699467731,0.9605488248275438,0.025479444379505667,0.0674806739653774,052690
2,휴켐스,2024,Q2,에너지_화학,-0.02123740846212225,-0.14494406079796474,-0.318188546702596,0.008238967309109446,-0.110334699467731,-0.2730248691784234,0.03278567204369964,0.09038181990938945,069260
2,GS,2024,Q2,에너지_화학,0.05051795633282552,-0.390704192813801,-0.9652990367211267,-0.4207963514071873,-0.110334699467731,-0.9683240627739074,0.002187011363355529,0.013343954393894034,078930
2,휴비스,2024,Q2,에너지_화학,-0.10933233090677294,0.05334979584555444,-0.4631621703240707,0.2218774895595672,-0.110334699467731,1.8479161056988396,-0.6170913227295232,-0.13919425521309284,079980
2,후성,2024,Q2,에너지_화학,-0.11886519922213967,-0.03153917676673479,-3.9084564939610433,-0.0055897574440724185,-0.110334699467731,-60.691796440145076,0.099809722150497,-0.06854425521309285,093370
2,SK이노베이션,2024,Q2,에너지_화학,-0.034405499691087096,-0.02825157534357714,-0.9494615861003429,-0.01795186605350141,-0.110334699467731,-1.102734486183885,-0.0031516965115366835,0.12187734555836327,096770
2,LG하우시스,2024,Q2,건설,-0.045777527456557485,-0.07840281843425889,0.1851143578367629,-0.27258875712191233,-0.110334699467731,0.16059269410303623,0.4255404261866298,-0.03945560527283001,108670
2,코오롱인더,2024,Q2,에너지_화학,-0.07580406579956045,-0.018293887244412277,0.8143469687761786,0.0819735853025092,-0.110334699467731,0.232811593963977,0.012032566665970412,-0.08915894447862957,120110
