,name,year,quarter,sector,Relative Return,부채총계 변화율,영업이익 변화율,비유동부채 변화율,소비자물가지수 변화율,법인세차감전 순이익 변화율,이익잉여금 변화율,Label,Code
6,대림산업,2023,Q2,건설,-0.20777257239510422,-0.14218882982646086,-0.9580835418311151,0.32371504371089044,-0.3075171004307199,-0.9879496787647712,-0.0033393569458602945,0.2218111008433589,000210
6,현대건설,2023,Q2,건설,-0.13300168657771466,-0.004046854756628027,0.11600808358773707,0.18622622603188166,-0.3075171004307199,-0.05149993392361574,0.02182887648691967,0.034736884736884716,000720
6,한화,2023,Q2,에너지_화학,-0.01279572273054784,0.02238884465546298,-0.1612553448311136,-0.023937785203075657,-0.3075171004307199,-1.5564633122089027,-0.010507922273071069,-0.1137787505712034,000880
6,KCC,2023,Q2,건설,-0.07029206557249212,0.03622736228237433,0.9057318140643005,0.056311105867223876,-0.3075171004307199,1.492156748130642,0.02903652204990359,0.18342528553796159,002380
6,한국쉘석유,2023,Q2,에너지_화학,-0.09338967191245653,-0.23956878376763924,-0.008246130976517052,0.09462332123124817,-0.3075171004307199,0.1239333729113028,0.11905134731908484,0.11795366795366793,002960
6,태광산업,2023,Q2,에너지_화학,-0.15095545202413502,-0.021368519010139586,-0.18074918106196747,0.010763842521405165,-0.3075171004307199,-1.479583082962435,-0.004268711928042457,0.022519478886202097,003240
6,한일시멘트,2023,Q2,건설,-0.0745508993809575,-0.6029095143581626,-0.9901101496926957,-0.04111865917564439,-0.3075171004307199,-0.96121694688812,0.00041733831444967784,0.08271480294657499,003300
6,삼성정밀화학,2023,Q2,에너지_화학,-0.036391422563455525,-0.49373767964469895,0.6161406744279458,0.015279955098464804,-0.3075171004307199,-0.22480944714666895,0.03872534376960224,-0.033932134017023705,004000
6,효성,2023,Q2,에너지_화학,-0.10970465047223199,-0.17930798255195202,-0.7565438132705326,0.0024061513639581644,-0.3075171004307199,-1.0172884759069023,-0.0003421264429344095,0.06717388159221001,004800
6,SK케미칼,2023,Q2,에너지_화학,0.10815352603681631,-0.06798900580438949,-1.096849927511675,0.0013108217658883703,-0.3075171004307199,-1.1849635085225656,-0.004413760938168809,0.05176628390914103,006120
6,대한유화,2023,Q2,에너지_화학,-0.08681563459606115,-0.18210904737117006,0.02531038462001267,-0.2154324067933554,-0.3075171004307199,0.05485016381216723,-0.018334245776582048,0.21189306189306187,006650
6,국도화학,2023,Q2,에너지_화학,0.12116965380782872,-0.04721225312076949,0.27248242651468524,-0.10255838495466862,-0.3075171004307199,0.054683440403885175,0.021301710728220735,-0.17799185246914162,007690
6,한화케미칼,2023,Q2,에너지_화학,-0.2280743733857604,0.02594508065597556,0.23586356321771662,0.046003861795465006,-0.3075171004307199,0.30184861910756156,0.005168578138175839,-0.14144989144989145,009830
6,OCI,2023,Q2,에너지_화학,0.0,-0.9356348437007693,-0.30210984252980544,0.02108399884205303,-0.3075171004307199,-3.3399878635341747,0.18732380926031733,-0.014162995870312965,010060
6,아이에스동서,2023,Q2,건설,-0.1648916859685114,-0.07513238845517445,0.13127891603047126,0.36751587634034855,-0.3075171004307199,-0.5551147074483643,0.05871573178552447,-0.08898487636805394,010780
6,S-Oil,2023,Q2,에너지_화학,0.046751974265665366,-0.06752354795376747,-0.9320441506246906,0.06153286798762969,-0.3075171004307199,-1.1024098588973454,-0.003639231359861439,-0.08708396956804601,010950
