observation_date,KORCPALTT01CTGYM
2015-10-01,0.767277300000000051
2015-11-01,0.780405099999999963
2015-12-01,1.123528000000000082
2016-01-01,0.618341300000000094
2016-02-01,1.112354000000000065
2016-03-01,0.852188500000000015
2016-04-01,1.003304999999999891
2016-05-01,0.774707400000000046
2016-06-01,0.735063199999999917
2016-07-01,0.373879399999999973
2016-08-01,0.483479299999999890
2016-09-01,1.348011000000000070
2016-10-01,1.485953999999999997
2016-11-01,1.531179000000000068
2016-12-01,1.331868000000000052
2017-01-01,2.240120999999999807
2017-02-01,2.079387000000000096
2017-03-01,2.272736999999999785
2017-04-01,1.946356999999999893
2017-05-01,2.004035000000000011
2017-06-01,1.811363000000000056
2017-07-01,2.159784999999999844
2017-08-01,2.481447000000000180
2017-09-01,2.006238999999999884
2017-10-01,1.750150000000000095
2017-11-01,1.163955000000000073
2017-12-01,1.406620999999999899
2018-01-01,0.748640699999999937
2018-02-01,1.261891000000000096
2018-03-01,1.217737999999999987
2018-04-01,1.549876000000000031
2018-05-01,1.482612000000000041
2018-06-01,1.478002999999999956
2018-07-01,1.134654999999999969
2018-08-01,1.458631999999999929
2018-09-01,2.116747000000000156
2018-10-01,2.020058999999999827
2018-11-01,2.054713000000000012
2018-12-01,1.355399000000000020
2019-01-01,0.828396299999999974
2019-02-01,0.480665499999999912
2019-03-01,0.388312099999999882
2019-04-01,0.566853699999999905
2019-05-01,0.692315000000000014
2019-06-01,0.740311300000000005
2019-07-01,0.616726300000000061
2019-08-01,-0.039474839999999997
2019-09-01,-0.438023099999999999
2019-10-01,0.007195266999999900
2019-11-01,0.152428599999999997
2019-12-01,0.728689299999999984
2020-01-01,1.240164000000000044
2020-02-01,0.869105499999999975
2020-03-01,0.845629999999999882
2020-04-01,0.032814959999999997
2020-05-01,-0.200013799999999992
2020-06-01,0.242705100000000007
2020-07-01,0.508404900000000048
2020-08-01,0.809800399999999976
2020-09-01,0.967206400000000022
2020-10-01,0.140438100000000010
2020-11-01,0.638894799999999985
2020-12-01,0.642091899999999938
2021-01-01,0.949019900000000027
2021-02-01,1.427372000000000085
2021-03-01,1.905988999999999933
2021-04-01,2.486906999999999979
2021-05-01,2.626329999999999831
2021-06-01,2.347140000000000004
2021-07-01,2.632102000000000164
2021-08-01,2.552580999999999989
2021-09-01,2.407140000000000057
2021-10-01,3.168250999999999706
2021-11-01,3.773353000000000179
2021-12-01,3.706316999999999862
2022-01-01,3.732641000000000986
2022-02-01,3.753465999999999969
2022-03-01,4.158916000000000501
2022-04-01,4.756801999999999531
2022-05-01,5.347970000000000113
2022-06-01,6.039521999999999835
2022-07-01,6.351416000000000395
2022-08-01,5.739510000000000112
2022-09-01,5.521450999999999887
2022-10-01,5.630302999999999614
2022-11-01,4.982816000000000578
2022-12-01,4.981476999999999933
2023-01-01,5.022384999999999877
2023-02-01,4.670119000000000575
2023-03-01,4.131562999999999874
2023-04-01,3.641271999999999842
2023-05-01,3.306913000000000213
2023-06-01,2.624744999999999884
2023-07-01,2.250572000000000017
2023-08-01,3.342066999999999677
2023-09-01,3.703103000000000034
2023-10-01,3.805102999999999902
2023-11-01,3.322155999999999665
2023-12-01,3.187833000000000361
2024-01-01,2.835353000000000012
2024-02-01,3.167851999999999890
2024-03-01,3.149871999999999783
2024-04-01,2.964790999999999954
2024-05-01,2.726583999999999897
2024-06-01,2.451799999999999979
2024-07-01,2.606505999999999990
2024-08-01,2.020229000000000052
2024-09-01,1.580789999999999917
