,name,year,quarter,sector,Relative Return,자본총계 변화율,이익잉여금 변화율,매출액 변화율,금리 변화율,자본금 변화율,국제유가 변화율,총포괄손익 변화율,GDP 변화율,유동자산 변화율,Label,Code
10,Moorim_P&P,2022,Q1,종이·목재,-0.0025253282141136195,0.007642192983159823,0.014257682580866238,0.06538033424450662,-0.14767324592997877,-0.038644221172044135,-0.2602194672474454,-0.038644221172044135,-0.004832000385876389,-0.06114350474915775,0.1094274829954732,009580
