,name,year,quarter,sector,Relative Return,자본총계 변화율,이익잉여금 변화율,매출액 변화율,금리 변화율,자본금 변화율,국제유가 변화율,총포괄손익 변화율,GDP 변화율,유동자산 변화율,Label,Code
29,Moorim_P&P,2017,Q2,종이·목재,-0.062044770337628646,-0.004014107904410258,-0.008260390733870526,-0.031305735920747146,-0.01678214010777368,-0.0,0.07470193740685538,-0.040692653877872687,-0.007378041034466598,0.0308913695016495,0.07314984235448872,009580
