,name,year,quarter,sector,Relative Return,자본총계 변화율,이익잉여금 변화율,매출액 변화율,금리 변화율,자본금 변화율,국제유가 변화율,총포괄손익 변화율,GDP 변화율,유동자산 변화율,Label,Code
25,Moorim_P&P,2018,Q2,종이·목재,0.4718454293030419,-0.0342760119301988,-0.06623413015280066,-0.025101668170331104,0.0044422507403751865,-0.022631667500408792,-0.11515816784752042,-0.02263166750040857,-0.007847684343889938,-0.12051993831354935,0.3801412155000322,009580
