,name,year,quarter,sector,Relative Return,자본총계 변화율,이익잉여금 변화율,매출액 변화율,금리 변화율,자본금 변화율,국제유가 변화율,총포괄손익 변화율,GDP 변화율,유동자산 변화율,Label,Code
17,Moorim_P&P,2020,Q2,종이·목재,-0.11386571211174354,-0.003548174043843444,-0.006545624814388473,0.1376927479596981,0.0835291604358025,0.1429873905383564,0.41825270948982285,0.1429873905383564,0.027401632238014395,-0.09743272859334762,-0.206082057563306,009580
