,name,year,quarter,sector,Relative Return,자본총계 변화율,이익잉여금 변화율,매출액 변화율,금리 변화율,자본금 변화율,국제유가 변화율,총포괄손익 변화율,GDP 변화율,유동자산 변화율,Label,Code
6,Moorim_P&P,2023,Q1,종이·목재,-0.050276564774381444,0.00208634450953904,0.0037924361763430614,0.07060981205126293,0.12061758935426237,0.0649726358932311,0.08337411073888668,0.06497263589323121,-0.004395562960080701,0.06776622215792227,-0.23054422571627511,009580
