,name,year,quarter,sector,Relative Return,자본총계 변화율,이익잉여금 변화율,매출액 변화율,금리 변화율,자본금 변화율,국제유가 변화율,총포괄손익 변화율,GDP 변화율,유동자산 변화율,Label,Code
2,Moorim_P&P,2024,Q1,종이·목재,-0.10011388008277232,0.007926587747871694,0.015011722115773396,-0.009097921055614355,0.12136131985833976,-0.023678230842209436,0.008599753155233536,1.1710498471598265,-0.013001130867663191,0.03304332997977166,-0.07945308678393363,009580
