,name,year,quarter,sector,Relative Return,자본총계 변화율,이익잉여금 변화율,매출액 변화율,금리 변화율,자본금 변화율,국제유가 변화율,총포괄손익 변화율,GDP 변화율,유동자산 변화율,Label,Code
15,Moorim_P&P,2020,Q4,종이·목재,-0.040049875161143174,0.022326503128580644,0.04157202778396174,-0.1029469960231606,-0.13205764233403983,-0.015371660147100119,-0.030879044146171264,-0.015371660147100119,-0.015741758304966824,0.022983727613599236,-0.09320646742017116,009580
