,name,year,quarter,sector,Relative Return,자본총계 변화율,이익잉여금 변화율,매출액 변화율,금리 변화율,자본금 변화율,국제유가 변화율,총포괄손익 변화율,GDP 변화율,유동자산 변화율,Label,Code
4,Moorim_P&P,2023,Q3,종이·목재,-0.06044739383608627,0.015827470265882715,0.02909029439136246,-0.004168864469310085,-0.11207897793263655,-0.0015365055702905028,-0.106533304958502,19.49280480562606,-0.007533279773421997,0.04480570619679558,-0.09876446783661597,009580
