,name,year,quarter,sector,Relative Return,자본총계 변화율,이익잉여금 변화율,매출액 변화율,금리 변화율,자본금 변화율,국제유가 변화율,총포괄손익 변화율,GDP 변화율,유동자산 변화율,Label,Code
34,Moorim_P&P,2016,Q1,종이·목재,0.0,0.015552665644507857,0.03161285481972831,0.7435331640583767,0.1254024221983725,-0.0,0.22660852268380383,0.024380258157651213,-0.0038272110826311767,0.05816597554092717,-0.034556145901737216,009580
