,name,year,quarter,sector,Relative Return,자본총계 변화율,이익잉여금 변화율,매출액 변화율,금리 변화율,자본금 변화율,국제유가 변화율,총포괄손익 변화율,GDP 변화율,유동자산 변화율,Label,Code
8,Moorim_P&P,2022,Q3,종이·목재,0.05552292622534635,-0.028376860924767655,-0.05352545848727597,-0.40581612371175946,-0.0359464250541639,-0.027792345170350563,0.11299650647329962,-0.02779234517035034,-0.003895125891120621,-0.19624453433706446,0.17897053050731354,009580
