,name,year,quarter,sector,Relative Return,자본총계 변화율,이익잉여금 변화율,매출액 변화율,금리 변화율,자본금 변화율,국제유가 변화율,총포괄손익 변화율,GDP 변화율,유동자산 변화율,Label,Code
21,Moorim_P&P,2019,Q2,종이·목재,-0.11564707763332766,-0.02055256026864516,-0.037170312355642166,-0.017070414732215378,0.10064059339177356,-0.05879006255798558,-0.09107698802174014,-0.05879006255798558,-0.013293335100796,-0.09745433254003055,-0.10281839576601906,009580
