code,name,sector,year,quarter,disclosure_date,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,자본금,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),총포괄손익
36460,한국가스공사,생활소비재,2015,Q4,2016-03-30,"9,400,819,007,410","30,988,949,728,267","40,389,768,735,677","5,399,602,097,885","26,154,556,142,904","31,554,158,240,789","461,565,000,000","5,862,867,782,736","8,835,610,494,888",25481992525385,982766311862,-8971210215,55741545456,55741545456,
36460,한국가스공사,생활소비재,2016,Q1,2016-05-16,"9,269,273,416,050","30,755,146,908,387","40,024,420,324,437","4,441,534,678,756","26,164,190,559,923","30,605,725,238,679","461,565,000,000","6,441,380,101,136","9,418,695,085,758",7612305435903,889480438940,780624220572,594463284346,594463284346,
36460,한국가스공사,생활소비재,2016,Q2,2016-08-16,"8,465,001,410,042","30,746,943,551,376","39,211,944,961,418","4,604,146,064,829","25,335,823,255,154","29,939,969,319,983","461,565,000,000","6,309,378,343,183","9,271,975,641,435",3260531790912,-29388722792,-237597592403,-130949122807,-130949122807,
36460,한국가스공사,생활소비재,2016,Q3,2016-11-14,"7,901,260,738,537","30,521,977,714,639","38,423,238,453,176","5,041,115,172,852","24,058,510,806,663","29,099,625,979,515","461,565,000,000","6,264,313,294,818","9,323,612,473,661",3340941771247,-184588770189,-60024198476,-44012413220,-44012413220,
36460,한국가스공사,생활소비재,2016,Q4,2017-03-31,"7,459,431,959,903","30,171,448,127,653","37,630,880,087,556","5,188,549,653,312","24,602,941,317,837","29,791,490,971,149","461,565,000,000","4,989,445,771,574","7,839,389,116,407",5963573363103,199328473105,-1344430574231,-1273410276562,-1273410276562,
36460,한국가스공사,생활소비재,2017,Q1,2017-05-15,"7,571,717,417,236","29,838,888,523,550","37,410,605,940,786","5,576,804,231,737","23,129,092,184,872","28,705,896,416,609","461,565,000,000","5,756,888,747,729","8,704,709,524,177",7474610645416,796909675951,1044392971268,768495611301,768495611301,
36460,한국가스공사,생활소비재,2017,Q2,2017-08-14,"6,309,942,427,685","30,565,723,051,409","36,875,665,479,094","5,189,466,383,978","23,354,728,361,679","28,544,194,745,657","461,565,000,000","5,411,796,850,390","8,331,470,733,437",3747492475760,-56353439401,-440328059092,-344039262193,-344039262193,
36460,한국가스공사,생활소비재,2017,Q3,2017-11-14,"5,106,037,146,824","29,513,602,402,410","34,619,639,549,234","5,029,543,869,390","22,551,041,732,968","27,580,585,602,358",,"4,128,746,210,598","7,039,053,946,876",3606464433575,-244216736925,-1407492627319,-1281998004647,-1281998004647,
36460,한국가스공사,생활소비재,2017,Q4,2018-03-27,"6,797,610,037,331","28,532,414,221,994","35,330,024,259,325","6,322,226,345,777","22,048,436,837,469","28,370,663,183,246",,"4,050,034,196,704","6,959,361,076,079",6227108094495,405606246456,105969621283,-164069574508,-164069574508,
36460,한국가스공사,생활소비재,2018,Q1,2018-05-15,"7,203,395,234,254","29,129,408,855,668","36,332,804,089,922","5,907,814,052,543","22,692,213,587,596","28,600,027,640,139","1,765,112,780,906","4,817,184,281,492","7,732,776,449,783",8527130945414,925410391569,859238530929,768156892810,768156892810,
36460,한국가스공사,생활소비재,2018,Q2,2018-08-14,"6,163,252,635,958","29,195,107,172,932","35,358,359,808,890","6,205,588,817,243","21,784,408,295,292","27,989,997,112,535","1,765,112,780,906","4,550,763,477,740","7,368,362,696,355",4763652522447,-23143203422,-315888232030,-265413995730,-265413995730,
36460,한국가스공사,생활소비재,2018,Q3,2018-11-14,"5,635,587,367,136","29,020,360,345,907","34,655,947,713,043","6,259,446,118,442","21,337,724,105,869","27,597,170,224,311","1,765,112,780,906","4,229,311,893,010","7,058,777,488,732",4401255436879,-223095312156,-387841873372,-320444776708,-320444776708,
36460,한국가스공사,생활소비재,2018,Q4,2019-04-01,"9,120,718,504,456","28,651,130,187,402","37,771,848,691,858","9,680,645,428,673","21,010,129,141,403","30,690,774,570,076","1,765,112,780,906","4,351,937,777,827","7,081,074,121,782",7293565434191,429526448569,90715137726,123014706848,123014706848,
36460,한국가스공사,생활소비재,2019,Q1,2019-05-15,"8,256,032,150,659","28,747,831,628,861","37,003,863,779,520","8,090,431,814,328","21,505,718,438,654","29,596,150,252,982","1,765,112,780,906","4,710,758,490,355","7,407,713,526,538",8422289448754,815784566809,614704454608,479370425918,479370425918,
36460,한국가스공사,생활소비재,2019,Q2,2019-08-14,"6,181,683,410,068","28,961,626,529,041","35,143,309,939,109","5,909,324,786,553","21,837,648,885,794","27,746,973,672,347","1,765,112,780,906","4,723,183,267,011","7,396,336,266,762",4600857412168,157626535396,-51153603649,13813477376,13813477376,
36460,한국가스공사,생활소비재,2019,Q3,2019-11-14,"6,225,375,215,404","29,789,740,065,217","36,015,115,280,621","6,940,030,319,420","22,402,767,186,263","29,342,797,505,683","1,765,112,780,906","4,372,065,908,602","6,672,317,774,938",4203808506525,-179396221873,-467121426911,-349728657689,-349728657689,
36460,한국가스공사,생활소비재,2019,Q4,2020-03-30,"8,427,929,742,967","28,831,584,081,032","37,259,513,823,999","8,648,451,071,349","21,906,862,013,683","30,555,313,085,032","1,765,112,780,906","4,293,419,567,113","6,704,200,738,967",6676891644498,391741165862,55463464644,-61841551076,-61841551076,
36460,한국가스공사,생활소비재,2020,Q1,2020-05-15,"8,745,806,065,942","28,614,866,745,926","37,360,672,811,868","7,854,584,021,297","22,515,175,566,315","30,369,759,587,612","1,765,112,780,906","4,726,758,867,690","6,990,913,224,256",7696224334537,941377612222,597165982594,466641451777,466641451777,
36460,한국가스공사,생활소비재,2020,Q2,2020-08-14,"6,974,539,665,804","28,323,347,581,667","35,297,887,247,471","6,460,591,267,498","22,417,947,510,476","28,878,538,777,974","1,765,112,780,906","4,166,473,416,926","6,419,348,469,497",3916146173207,-82776040833,-579006570504,-560285450764,-560285450764,
36460,한국가스공사,생활소비재,2020,Q3,2020-11-16,"5,303,557,681,056","28,310,433,331,718","33,613,991,012,774","6,267,830,953,790","21,054,863,345,716","27,322,694,299,506","1,765,112,780,906","4,000,807,831,745","6,291,296,713,268",3214828278366,-172138052794,-246392759788,-165665585181,-165665585181,
36460,한국가스공사,생활소비재,2020,Q4,2021-03-22,"6,646,681,861,990","27,500,772,486,343","34,147,454,348,333","6,924,844,208,817","20,663,869,354,354","27,588,713,563,171","1,765,112,780,906","4,162,458,546,602","6,558,740,785,162",5176988454620,264087219903,278259355258,165707174283,165707174283,
36460,한국가스공사,생활소비재,2021,Q1,2021-05-17,"7,611,146,108,520","28,002,298,599,820","35,613,444,708,340","7,555,028,645,318","21,127,878,886,260","28,682,907,531,578","1,765,112,780,906","4,577,604,087,086","6,930,537,176,762",7507687884123,710187148745,546567247314,415145540484,415145540484,
36460,한국가스공사,생활소비재,2021,Q2,2021-08-17,"5,311,438,404,169","28,157,766,517,263","33,469,204,921,432","5,954,618,436,312","20,628,001,188,886","26,582,619,625,198","1,765,112,780,906","4,519,953,432,405","6,886,585,296,234",4556399489979,21136326890,-75713331636,-57650654681,-57650654681,
36460,한국가스공사,생활소비재,2021,Q3,2021-11-15,"6,952,307,319,499","28,413,478,086,465","35,365,785,405,964","7,667,429,517,692","21,101,805,611,611","28,769,235,129,303","1,765,112,780,906","4,282,082,702,120","6,596,550,276,661",5013390358081,-85634220344,-323420843889,-237870730285,-237870730285,
