code,name,sector,year,quarter,disclosure_date,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,자본금,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익(손실),총포괄손익
80,하이트진로,생활소비재,2015,Q4,2016-03-30,"716,126,225,048","2,620,429,747,656","3,336,555,972,704","1,359,569,745,482","616,896,523,223","1,976,466,268,705","368,842,230,000","370,095,084,856","1,360,089,703,999",1663246296988,123757133949,68166523496,47256386391,
80,하이트진로,생활소비재,2016,Q1,2016-05-16,"660,042,745,150","2,613,160,229,101","3,273,202,974,251","1,298,062,873,629","666,077,142,616","1,964,140,016,245","368,842,230,000","317,231,967,131","1,309,062,958,006",353358132663,25717191263,22235444328,16976178725,
80,하이트진로,생활소비재,2016,Q2,2016-08-12,"704,149,705,584","2,579,743,962,483","3,283,893,668,067","1,351,434,869,736","612,373,364,550","1,963,808,234,286","368,842,230,000","328,542,987,128","1,320,085,433,781",434765746460,27318163771,18585856469,11311019997,
80,하이트진로,생활소비재,2016,Q3,2016-11-14,"685,795,269,309","2,578,823,075,029","3,264,618,344,338","1,320,184,023,453","617,014,177,372","1,937,198,200,825","368,842,230,000","334,916,740,351","1,327,420,143,513",421712063432,25007104233,9357067465,6373753223,
80,하이트진로,생활소비재,2016,Q4,2017-03-31,"818,526,814,398","2,461,748,009,065","3,280,274,823,463","1,337,052,073,131","611,622,117,733","1,948,674,190,864","368,842,230,000","338,291,329,105","1,331,600,632,599",427349240841,39876280554,18350804639,13743051593,
80,하이트진로,생활소비재,2017,Q1,2017-05-15,"733,459,829,147","2,443,239,894,885","3,176,699,724,032","1,443,505,027,984","488,416,079,868","1,931,921,107,852","368,842,230,000","253,117,501,344","1,244,778,616,180",362283704746,-29986731389,-29406211025,-22312794911,
80,하이트진로,생활소비재,2017,Q2,2017-08-14,"719,506,822,923","2,443,282,098,167","3,162,788,921,090","1,379,190,589,515","522,864,854,732","1,902,055,444,247","368,842,230,000","267,917,786,186","1,260,733,476,843",431437997502,34068620358,22667147555,14800284842,
80,하이트진로,생활소비재,2017,Q3,2017-11-14,"792,558,187,000","2,434,478,630,553","3,227,036,817,553","1,409,903,072,924","527,821,495,802","1,937,724,568,726","368,842,230,000","297,696,069,785","1,289,312,248,827",469437916171,53872617528,41412985253,29778283599,
80,하이트진로,생활소비재,2017,Q4,2018-03-30,"976,313,955,463","2,427,101,600,937","3,403,415,556,400","1,647,958,952,654","483,206,470,757","2,131,165,423,411","368,842,230,000","280,673,624,446","1,272,250,132,989",401762676748,25539466049,2238878475,-3640459079,
80,하이트진로,생활소비재,2018,Q1,2018-05-15,"783,210,303,721","2,411,501,279,319","3,194,711,583,040","1,282,017,350,469","691,562,305,939","1,973,579,656,408","368,842,230,000","231,786,196,947","1,221,131,926,632",370440897398,18653965780,7975594840,4764562893,
80,하이트진로,생활소비재,2018,Q2,2018-08-14,"699,986,736,758","2,409,753,311,960","3,109,740,048,718","1,383,504,897,338","496,336,143,032","1,879,841,040,370","368,842,230,000","240,553,278,663","1,229,899,008,348",434445744223,24393918140,14172616597,8767081716,
80,하이트진로,생활소비재,2018,Q3,2018-11-14,"695,782,863,629","2,396,513,822,987","3,092,296,686,616","1,326,780,260,111","528,647,314,634","1,855,427,574,745","368,842,230,000","247,523,382,186","1,236,869,111,871",438495919009,25745283669,12313219239,6970103523,
80,하이트진로,생활소비재,2018,Q4,2019-04-01,"867,586,288,587","2,449,113,402,039","3,316,699,690,626","1,567,567,295,740","532,765,192,290","2,100,332,488,030","368,842,230,000","227,021,472,911","1,216,367,202,596",414239137121,21256280282,8375883929,4411502121,
80,하이트진로,생활소비재,2019,Q1,2019-05-15,"815,288,435,871","2,504,991,121,961","3,320,279,557,832","1,273,220,904,233","900,256,310,219","2,173,477,214,452","368,842,230,000","357,456,613,695","1,146,802,343,380",378773795490,-5509142995,-15099525122,-13682089966,
80,하이트진로,생활소비재,2019,Q2,2019-08-14,"725,165,859,057","2,527,335,236,085","3,252,501,095,142","1,362,435,622,044","774,680,736,971","2,137,116,359,015","368,842,230,000","326,039,006,442","1,115,384,736,127",471409958559,7995492681,-26467616142,-31417607253,
80,하이트진로,생활소비재,2019,Q3,2019-11-14,"737,530,400,094","2,528,938,434,298","3,266,468,834,392","1,370,803,563,900","756,917,906,035","2,127,721,469,935","368,842,230,000","349,401,634,772","1,138,747,364,457",476018034355,46419444782,32170946158,23362628330,
