code,name,sector,year,quarter,disclosure_date,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,자본금,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익(손실),총포괄손익
15760,한국전력,생활소비재,2015,Q4,2016-03-30,"13,948,785,000,000","92,357,465,000,000","106,306,250,000,000","18,971,673,000,000","34,153,209,000,000","53,124,882,000,000","3,209,820,000,000","35,442,274,000,000","53,181,368,000,000",58540389000000,4425361000000,13176969000000,10165653000000,
15760,한국전력,생활소비재,2016,Q1,2016-05-13,"12,143,952,000,000","93,703,372,000,000","105,847,324,000,000","21,109,349,000,000","32,519,868,000,000","53,629,217,000,000","3,209,820,000,000","34,452,581,000,000","52,218,107,000,000",15566139000000,288823000000,1197476000000,1046041000000,
15760,한국전력,생활소비재,2016,Q2,2016-08-12,"8,415,879,000,000","95,221,738,000,000","103,637,617,000,000","18,417,479,000,000","31,644,163,000,000","50,061,642,000,000","3,209,820,000,000","35,815,303,000,000","53,575,975,000,000",13252820000000,1886287000000,1823588000000,1401492000000,
15760,한국전력,생활소비재,2016,Q3,2016-11-14,"9,477,366,000,000","94,917,437,000,000","104,394,803,000,000","17,724,106,000,000","31,069,921,000,000","48,794,027,000,000","3,209,820,000,000","37,831,599,000,000","55,600,776,000,000",16136347000000,2767680000000,2689813000000,2032120000000,
15760,한국전력,생활소비재,2016,Q4,2017-03-31,"9,953,230,000,000","95,367,899,000,000","105,321,129,000,000","19,168,796,000,000","30,685,625,000,000","49,854,421,000,000","3,209,820,000,000","37,709,843,000,000","55,466,708,000,000",15334275000000,-61250000000,-282523000000,-217667000000,
15760,한국전력,생활소비재,2017,Q1,2017-05-15,"8,993,624,000,000","96,605,257,000,000","105,598,881,000,000","20,362,357,000,000","30,726,894,000,000","51,089,251,000,000","3,209,820,000,000","36,754,822,000,000","54,509,630,000,000",15193328000000,-783980000000,89223000000,317624000000,
15760,한국전력,생활소비재,2017,Q2,2017-08-14,"8,482,381,000,000","97,539,204,000,000","106,021,585,000,000","19,818,095,000,000","31,425,402,000,000","51,243,497,000,000","3,209,820,000,000","37,003,746,000,000","54,778,088,000,000",13251281000000,341289000000,288653000000,231665000000,
15760,한국전력,생활소비재,2017,Q3,2017-11-14,"8,054,581,000,000","96,930,794,000,000","104,985,375,000,000","17,275,805,000,000","31,495,007,000,000","48,770,812,000,000","4,053,578,000,000","38,448,222,000,000","56,214,563,000,000",16120715000000,1960213000000,1874665000000,1458878000000,
15760,한국전력,생활소비재,2017,Q4,2018-03-30,"9,344,127,000,000","97,196,027,000,000","106,540,154,000,000","18,707,499,000,000","32,050,299,000,000","50,757,798,000,000","4,053,578,000,000","38,018,329,000,000","55,782,356,000,000",15400415000000,36032000000,-99822000000,-501315000000,
15760,한국전력,생활소비재,2018,Q1,2018-05-15,"8,842,715,000,000","98,351,031,000,000","107,193,746,000,000","19,616,340,000,000","32,921,413,000,000","52,537,753,000,000","4,053,578,000,000","36,917,931,000,000","54,655,993,000,000",15563743000000,-1442122000000,-1007281000000,-621853000000,
15760,한국전력,생활소비재,2018,Q2,2018-08-14,"8,610,787,000,000","99,046,241,000,000","107,657,028,000,000","20,838,821,000,000","32,632,631,000,000","53,471,452,000,000","4,053,578,000,000","36,476,464,000,000","54,185,576,000,000",13257725000000,-698162000000,-742846000000,-423916000000,
15760,한국전력,생활소비재,2018,Q3,2018-11-14,"8,462,816,000,000","98,683,150,000,000","107,145,966,000,000","17,842,864,000,000","34,624,092,000,000","52,466,956,000,000","4,053,578,000,000","36,974,099,000,000","54,679,010,000,000",16317885000000,741453000000,719328000000,502127000000,
15760,한국전력,생활소비재,2018,Q4,2019-04-01,"8,916,468,000,000","98,569,911,000,000","107,486,379,000,000","18,223,846,000,000","35,180,764,000,000","53,404,610,000,000","4,053,578,000,000","36,390,335,000,000","54,081,769,000,000",15132147000000,-794437000000,-804046000000,-551571000000,
15760,한국전력,생활소비재,2019,Q1,2019-05-15,"8,445,832,000,000","99,288,885,000,000","107,734,717,000,000","19,318,815,000,000","36,025,356,000,000","55,344,171,000,000","4,053,578,000,000","34,692,469,000,000","52,390,546,000,000",15117688000000,-2411381000000,-2295671000000,-1649611000000,
15760,한국전력,생활소비재,2019,Q2,2019-08-14,"8,208,895,000,000","100,129,426,000,000","108,338,321,000,000","18,336,827,000,000","37,528,656,000,000","55,865,483,000,000","4,053,578,000,000","34,789,430,000,000","52,472,838,000,000",13124911000000,259763000000,141562000000,125446000000,
15760,한국전력,생활소비재,2019,Q3,2019-11-14,"7,971,135,000,000","99,703,067,000,000","107,674,202,000,000","17,122,320,000,000","38,109,688,000,000","55,232,008,000,000","4,053,578,000,000","34,762,448,000,000","52,442,194,000,000",15929809000000,672729000000,35433000000,-2881000000,
15760,한국전력,생활소비재,2019,Q4,2020-03-30,"8,741,190,000,000","101,068,065,000,000","109,809,255,000,000","18,123,140,000,000","40,227,541,000,000","58,350,681,000,000","4,053,578,000,000","33,783,976,000,000","51,458,574,000,000",14760772000000,-1369458000000,-1579268000000,-1067911000000,
15760,한국전력,생활소비재,2020,Q1,2020-05-15,"8,468,955,000,000","101,692,371,000,000","110,161,326,000,000","16,743,474,000,000","42,265,065,000,000","59,008,539,000,000","4,053,578,000,000","33,505,084,000,000","51,152,787,000,000",14905633000000,-547321000000,-298448000000,-226493000000,
15760,한국전력,생활소비재,2020,Q2,2020-08-14,"7,979,343,000,000","103,070,005,000,000","111,049,348,000,000","17,381,854,000,000","42,284,105,000,000","59,665,959,000,000","4,053,578,000,000","33,733,256,000,000","51,383,389,000,000",12949805000000,511584000000,359963000000,264974000000,
15760,한국전력,생활소비재,2020,Q3,2020-11-16,"8,450,375,000,000","103,228,729,000,000","111,679,104,000,000","17,288,460,000,000","41,922,496,000,000","59,210,956,000,000","4,053,578,000,000","34,813,725,000,000","52,468,148,000,000",15634734000000,1604785000000,1543456000000,1106690000000,
15760,한국전력,생활소비재,2020,Q4,2021-03-17,"9,289,189,000,000","103,814,287,000,000","113,103,476,000,000","19,034,998,000,000","40,737,047,000,000","59,772,045,000,000","4,053,578,000,000","35,668,356,000,000","53,331,431,000,000",14499238000000,1216097000000,1093625000000,806327000000,
15760,한국전력,생활소비재,2021,Q1,2021-05-17,"8,875,435,000,000","104,187,577,000,000","113,063,012,000,000","21,657,288,000,000","39,230,366,000,000","60,887,654,000,000","4,053,578,000,000","34,515,575,000,000","52,175,358,000,000",14827694000000,-971744000000,-665001000000,-400380000000,
15760,한국전력,생활소비재,2021,Q2,2021-08-17,"8,722,604,000,000","105,611,909,000,000","114,334,513,000,000","23,780,556,000,000","39,169,444,000,000","62,950,000,000,000","4,053,578,000,000","33,716,029,000,000","51,384,513,000,000",13432736000000,-1033308000000,-1120224000000,-806109000000,
