code,name,sector,year,quarter,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,자본금,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),총포괄손익
5740,크라운제과,생활소비재,2015,Q4,"97,724,683,349","429,171,685,008","526,896,368,357","154,320,796,934","78,888,477,990","233,209,274,924","7,822,695,000","278,498,256,110","293,687,093,433",430980190953,37967522265,33110916542,25846318727,25846318727,
5740,크라운제과,생활소비재,2016,Q1,"99,483,283,493","428,847,101,670","528,330,385,163","152,294,278,493","80,303,354,931","232,597,633,424","7,822,695,000","280,543,918,316","295,732,751,739",113348886991,7616184605,6574523009,5077262289,5077262289,
5740,크라운제과,생활소비재,2016,Q2,"92,614,573,906","431,283,549,476","523,898,123,382","142,535,436,177","80,877,166,381","223,412,602,558","7,822,695,000","285,300,095,643","300,485,520,824",102484900120,7209515507,6169546978,4755614626,4755614626,
5740,크라운제과,생활소비재,2016,Q3,"94,782,023,178","462,068,657,294","556,850,680,472","171,279,288,242","81,222,997,692","252,502,285,934","7,822,695,000","287,906,134,500","304,348,394,538",97318218358,6123674898,3544309788,2606664535,2606664535,
5740,크라운제과,생활소비재,2016,Q4,"106,098,078,989","464,334,863,530","570,432,942,519","152,260,648,753","111,772,137,145","264,032,785,898","7,822,695,000","289,957,988,233","306,400,156,621",104908896898,7319288178,5975718533,4772541950,4772541950,
5740,크라운제과,생활소비재,2017,Q1,"4,466,461,113","255,641,245,247","260,107,706,360","43,302,934,945","8,223,385,316","51,526,320,261",,"456,896,019,538","208,581,386,099",4203420110,1644958680,1398643477,169891895963,169891895963,
5740,크라운제과,생활소비재,2017,Q2,"1,613,598,958","254,705,535,391","256,319,134,349","40,430,126,525","8,287,757,223","48,717,883,748",,"456,752,213,651","207,601,250,601",2814721220,274143889,-87455410,-145221197,-145221197,
5740,크라운제과,생활소비재,2017,Q3,"1,941,150,809","254,406,928,470","256,348,079,279","40,907,179,375","8,313,503,686","49,220,683,061","5,163,213,000","456,561,623,132","207,127,396,218",2904242206,171197259,-203012590,-191708745,-191708745,
5740,크라운제과,생활소비재,2017,Q4,"1,701,076,009","353,440,336,089","355,141,412,098","46,604,845,662","14,939,535,942","61,544,381,604","7,724,036,500","457,760,669,947","293,597,030,494",3032839195,191023463,-568325501,1261278810,1261278810,
5740,크라운제과,생활소비재,2018,Q1,"5,297,350,363","356,262,087,399","361,559,437,762","52,002,848,323","14,090,837,739","66,093,686,062","7,724,036,500","187,296,137,579","295,465,751,700",6825949633,4022530164,3627342814,3394101168,3394101168,
5740,크라운제과,생활소비재,2018,Q2,"1,351,822,562","356,241,414,586","357,593,237,148","49,196,598,451","13,207,300,438","62,403,898,889","7,724,036,500","187,019,681,316","295,189,338,259",2782109035,154261126,-319591487,-274255057,-274255057,
5740,크라운제과,생활소비재,2018,Q3,"1,252,915,741","356,052,440,801","357,305,356,542","46,947,586,407","12,380,860,420","59,328,446,827","7,724,036,500","189,807,559,975","297,976,909,715",5974702620,3507253996,2904666683,2789548013,2789548013,
5740,크라운제과,생활소비재,2018,Q4,"1,305,073,851","355,717,427,298","357,022,501,149","47,872,121,283","11,555,435,593","59,427,556,876","7,724,036,500","189,699,732,293","297,594,944,273",2589832365,-34608490,-75361368,171355568,171355568,
5740,크라운제과,생활소비재,2019,Q1,"5,297,994,103","356,597,044,712","361,895,038,815","51,326,358,912","11,151,575,196","62,477,934,108","7,724,036,500","191,521,918,584","299,417,104,707",6865295049,3980624160,3603236599,3340453749,3340453749,
5740,크라운제과,생활소비재,2019,Q2,"1,366,766,889","356,220,563,206","357,587,330,095","51,344,872,214","10,101,529,736","61,446,401,950","7,724,036,500","188,245,912,218","296,140,928,145",2886395557,170975240,-599006985,-3275335509,-3275335509,
