Year,Quarter,sj_div,account_nm,thstrm_dt,thstrm_amount
2017,Q1,BS,유동자산,2017.03.31 현재,"261,124,000,000"
2017,Q1,BS,비유동자산,2017.03.31 현재,"5,925,982,000,000"
2017,Q1,BS,자산총계,2017.03.31 현재,"6,187,106,000,000"
2017,Q1,BS,유동부채,2017.03.31 현재,"536,077,000,000"
2017,Q1,BS,비유동부채,2017.03.31 현재,"628,370,000,000"
2017,Q1,BS,부채총계,2017.03.31 현재,"1,164,447,000,000"
2017,Q1,BS,이익잉여금,2017.03.31 현재,"3,263,370,000,000"
2017,Q1,BS,자본총계,2017.03.31 현재,"5,022,659,000,000"
2017,Q1,IS,매출액,2017.01.01 ~ 2017.03.31,32162000000.0
2017,Q1,IS,영업이익,2017.01.01 ~ 2017.03.31,32162000000.0
2017,Q1,IS,법인세차감전 순이익,2017.01.01 ~ 2017.03.31,32162000000.0
2017,Q1,IS,당기순이익,2017.01.01 ~ 2017.03.31,32162000000.0
2017,Q1,IS,당기순이익(손실),2017.01.01 ~ 2017.03.31,32162000000.0
2017,Q2,BS,유동자산,2017.06.30 현재,"131,924,000,000"
2017,Q2,BS,비유동자산,2017.06.30 현재,"6,093,101,000,000"
2017,Q2,BS,자산총계,2017.06.30 현재,"6,225,025,000,000"
2017,Q2,BS,유동부채,2017.06.30 현재,"289,307,000,000"
2017,Q2,BS,비유동부채,2017.06.30 현재,"887,505,000,000"
2017,Q2,BS,부채총계,2017.06.30 현재,"1,176,812,000,000"
2017,Q2,BS,이익잉여금,2017.06.30 현재,"3,288,903,000,000"
2017,Q2,BS,자본총계,2017.06.30 현재,"5,048,213,000,000"
2017,Q2,IS,매출액,2017.01.01 ~ 2017.06.30,32162000000.0
2017,Q2,IS,영업이익,2017.01.01 ~ 2017.06.30,20742000000.0
2017,Q2,IS,법인세차감전 순이익,2017.01.01 ~ 2017.06.30,28716000000.0
2017,Q2,IS,당기순이익,2017.01.01 ~ 2017.06.30,25526000000.0
2017,Q2,IS,당기순이익(손실),2017.01.01 ~ 2017.06.30,25526000000.0
2017,Q3,BS,유동자산,2017.09.30 현재,"28,689,000,000"
2017,Q3,BS,비유동자산,2017.09.30 현재,"6,181,407,000,000"
2017,Q3,BS,자산총계,2017.09.30 현재,"6,210,096,000,000"
2017,Q3,BS,유동부채,2017.09.30 현재,"262,380,000,000"
2017,Q3,BS,비유동부채,2017.09.30 현재,"888,054,000,000"
2017,Q3,BS,부채총계,2017.09.30 현재,"1,150,434,000,000"
2017,Q3,BS,자본금,2017.09.30 현재,"473,501,000,000"
2017,Q3,BS,이익잉여금,2017.09.30 현재,"3,300,221,000,000"
2017,Q3,BS,자본총계,2017.09.30 현재,"5,059,662,000,000"
2017,Q3,IS,매출액,2017.01.01 ~ 2017.09.30,30270000000.0
2017,Q3,IS,영업이익,2017.01.01 ~ 2017.09.30,22659000000.0
2017,Q3,IS,법인세차감전 순이익,2017.01.01 ~ 2017.09.30,15669000000.0
2017,Q3,IS,당기순이익,2017.01.01 ~ 2017.09.30,11310000000.0
2017,Q3,IS,당기순이익(손실),2017.01.01 ~ 2017.09.30,11310000000.0
2017,Q4,BS,유동자산,2017.12.31 현재,"21,596,000,000"
2017,Q4,BS,비유동자산,2017.12.31 현재,"6,180,024,000,000"
2017,Q4,BS,자산총계,2017.12.31 현재,"6,201,620,000,000"
2017,Q4,BS,유동부채,2017.12.31 현재,"247,012,000,000"
2017,Q4,BS,비유동부채,2017.12.31 현재,"885,671,000,000"
2017,Q4,BS,부채총계,2017.12.31 현재,"1,132,683,000,000"
2017,Q4,BS,자본금,2017.12.31 현재,"473,501,000,000"
2017,Q4,BS,이익잉여금,2017.12.31 현재,"3,309,327,000,000"
2017,Q4,BS,자본총계,2017.12.31 현재,"5,068,937,000,000"
2017,Q4,IS,매출액,2017.01.01 ~ 2017.12.31,398435000000.0
2017,Q4,IS,영업이익,2017.01.01 ~ 2017.12.31,374599000000.0
2017,Q4,IS,법인세차감전 순이익,2017.01.01 ~ 2017.12.31,321097000000.0
2017,Q4,IS,당기순이익,2017.01.01 ~ 2017.12.31,308730000000.0
2017,Q4,IS,당기순이익(손실),2017.01.01 ~ 2017.12.31,308730000000.0
