,name,year,quarter,sector,Relative Return,비유동부채 변화율,법인세차감전 순이익 변화율,이익잉여금 변화율,영업이익 변화율,유동부채 변화율,매출액 변화율,Label,Code
14,유한양행,2021,Q2,헬스케어,-0.03154098717449321,0.01863819942966849,-0.04838985195682177,0.015577889328384886,1.2825478216712396,-0.2273269232486479,0.19644176733108498,0.03409547304062605,000100
14,일동제약,2021,Q2,헬스케어,-0.07564943740893487,-0.01771609467459412,-3.6018431080233806,-0.027696129584819484,-0.6182135161677034,-0.019037924826167174,-0.020429807936916844,0.0830987898190405,000230
14,동아쏘시오홀딩스,2021,Q2,헬스케어,-0.03757965376465787,-0.20853053973990776,-1.2691607382352803,-0.013681935834184755,-1.1520071614080358,0.1322131930498227,-0.8900315289798834,-0.06506281265019764,000640
14,한화,2021,Q2,에너지_화학,-0.06439946612798499,0.1078956676004783,14.886709279259422,0.023377637105098437,20.696056820964976,-0.05311677239384682,0.6704550413821162,0.0808788398881068,000880
14,한국쉘석유,2021,Q2,에너지_화학,-0.027952306953183736,0.10954859550185447,-0.17919366003571913,0.08781133263257668,-0.158645089038855,-0.26759320828544775,0.07682486690074675,0.06956474850893979,002960
14,부광약품,2021,Q2,헬스케어,-0.006903933759275696,0.029810781737631853,-0.9386996450697893,0.004189151762398646,-3.0069283276793635,-0.1265603682476396,0.19078646035451552,-0.3135856335984487,003000
14,태광산업,2021,Q2,에너지_화학,-0.09278234446534045,0.038269836365417254,0.14991239240140364,0.028599279296516622,0.500165577989073,0.07939785377056063,0.06484192689870771,-0.026338656826371452,003240
14,영진약품,2021,Q2,헬스케어,-0.11320843568757336,0.039771837663012954,1.3089745586356671,-0.403091562738753,1.511200293679845,0.016962231354220814,0.12362055116881066,-0.081472218687278,003520
14,삼성정밀화학,2021,Q2,에너지_화학,0.1128712131247934,0.057566183189121434,-0.10018563813160519,0.036776923616500756,0.5036992269232803,0.07091657763683523,0.22677612136499747,0.25897579890359673,004000
14,효성,2021,Q2,에너지_화학,0.1154619178241586,0.03376378791419632,1.1189096821762479,0.02314431090305402,1.1318686960272415,-0.45664429304615584,0.6561311364250737,-0.07112166698334282,004800
14,SK케미칼,2021,Q2,에너지_화학,-0.07035163621097289,0.009083428014809103,-1.1132767167101723,-0.0031070200679859106,-1.069714919672622,-0.3283432225483298,0.2407127550002961,0.020774740702538548,006120
14,녹십자,2021,Q2,헬스케어,-0.11135039035126715,0.31617415932645576,-0.7986007088113936,0.0044531350860876895,8.012323062310987,-0.13427095332059402,0.3920595695476019,-0.17031195038415256,006280
14,대한유화,2021,Q2,에너지_화학,-0.09655986834860011,-0.00999361436686963,-0.1992473200742393,0.034332402930047135,-0.12778609104919092,0.4057018735254163,0.13412345532516912,-0.1936325819552562,006650
14,일양약품,2021,Q2,헬스케어,-0.09215167327279107,0.19494908975191083,-0.6975516637175201,0.2899314794318726,-0.6636404169420895,-0.10664758983518297,0.03919966889952686,-0.08566177905560951,007570
14,국도화학,2021,Q2,에너지_화학,0.2200103928324326,0.16804836703930692,1.6506986282786258,0.1403905470379121,1.8415838137033602,0.20742390329882632,0.4419982867534049,-0.09622409670901483,007690
14,서흥,2021,Q2,헬스케어,-0.0024974462839027715,-0.8337598150086749,-0.09389990842408835,0.032111401598031275,-0.05626967242480552,0.24420465669665936,-0.12984544556090472,-0.09178981954668936,008490
14,광동제약,2021,Q2,헬스케어,-0.07242752538901487,4.336986898467272,0.12018447444284885,0.01438404620787992,0.13961719393812833,-0.03440640373676973,0.13339980353955716,-0.03217929918736833,009290
14,한화케미칼,2021,Q2,에너지_화학,-0.12605394059287972,0.26979696719846724,-0.6608392629963522,0.08527684593711626,-0.37919181421332904,0.28852154475789304,0.09729038405217438,-0.015605952533326237,009830
14,OCI,2021,Q2,에너지_화학,-0.0749704866968906,-0.12790561369661269,0.8142963887223993,0.04074939943876288,0.9653917442703361,0.029197888508040837,0.2037702313115859,0.12457441416797951,010060
14,S-Oil,2021,Q2,에너지_화학,-0.023942982943859728,0.026115624690226547,0.16934020112828052,0.09384509381463868,-0.09271725388230245,-0.04069381982185771,0.25472638450133256,0.0913741247347584,010950
14,롯데케미칼,2021,Q2,에너지_화학,-0.09123746181363857,0.12513941912369542,-0.1269753901300753,0.027118294541454757,-0.06934211348512542,-0.058967733722638305,0.029124208875982216,-0.08596633787393786,011170
14,금호석유,2021,Q2,에너지_화학,-0.21134637767119813,-0.36187054148776276,-0.038844913784148116,0.14888508050313454,-0.004849446052741069,0.10524091136484026,0.08605453301686206,-0.05036066156742836,011780
14,SKC,2021,Q2,에너지_화학,0.2668792982232491,-0.2304561522468006,-1.2212890515177188,-0.012073692352009724,0.2009191092221454,0.21313424389498126,-0.040210932338232364,0.1499634532245844,011790
14,한솔케미칼,2021,Q2,에너지_화학,0.20601703426603893,-0.09185441443584752,-0.159030225380013,0.07775206520177336,0.012162990539666518,-0.19318183935555644,0.04603985794715326,0.24644451834787032,014680
14,동원시스템즈,2021,Q2,에너지_화학,-0.0047118785684444955,-0.004099442469555181,0.33553991936251704,0.07293035857461572,0.1522428939945315,0.04663503164129157,0.1290654015267274,0.24976917403240717,014820
14,유니드,2021,Q2,에너지_화학,0.5420193219720737,-0.07411403332761468,5.074798670404055,0.12470394284210684,0.5033988617162166,-0.17850915304756376,0.042991528062096496,-0.00945457202408062,014830
14,남해화학,2021,Q2,에너지_화학,0.16349027108733244,0.13214865413504895,1.3827001314544716,0.01734758332954578,1.726307505606493,0.5310781163055054,0.3013588414047699,0.15955637948417734,025860
14,LG화학,2021,Q2,에너지_화학,0.05509229428467009,0.028980311403383086,-0.1299684624357368,0.05008834185663025,0.390751414380196,-0.05614945285547357,0.17198691158521906,-0.07954271961492179,051910
14,휴켐스,2021,Q2,에너지_화학,0.13130298307494598,0.005763660066928633,-0.024917789866306328,0.046391913632891635,-0.03893979773763878,-0.18694823559378426,0.21064155680110574,0.01828860568628305,069260
14,대웅제약,2021,Q2,헬스케어,0.19366675195401076,-0.3191461898304071,-1.7006760558913443,0.03275500926448904,0.3214171072040908,0.21948134164500677,0.1297704555902941,-0.14408817416037634,069620
14,GS,2021,Q2,에너지_화학,-0.12488315388403068,-0.12434858472038857,-0.8678864658772266,0.0027828935378357844,-0.8454396664263586,-0.06184321165539186,-0.6922184498319486,0.075970406876725,078930
14,휴비스,2021,Q2,에너지_화학,-0.035852208247260944,-0.2528772993373333,-0.9678725563551126,0.024554880350748265,-0.9645146318315748,0.06472438224732202,0.0,-0.07835550500304964,079980
14,후성,2021,Q2,에너지_화학,0.38042568836590457,0.2319044883064707,0.7361788118523311,0.09656856055421614,0.7818116852349413,-0.21975080285666548,0.13125124673530442,0.8714492374896359,093370
14,SK이노베이션,2021,Q2,에너지_화학,-0.09153667843134268,0.09684374238160798,-3.961166789202232,0.11504180734395253,-0.9097273862770385,-0.027131809266782603,-0.3185878112578039,-5.1346344926719856e-05,096770
14,코오롱인더,2021,Q2,에너지_화학,0.30793020134311766,0.5756119477947228,0.09787249988829338,0.04976064822953652,0.34789303577663744,-0.1154161937873831,0.08730063938762034,0.09379061371841156,120110
