,name,year,quarter,sector,Relative Return,비유동부채 변화율,법인세차감전 순이익 변화율,이익잉여금 변화율,영업이익 변화율,유동부채 변화율,매출액 변화율,Label,Code
29,유한양행,2017,Q3,헬스케어,-0.15957438856395717,-0.23555870062759765,-0.2713982704036527,0.01104727256649296,-0.005327230141030537,0.014881124784752897,0.06827808602274876,0.15012014823915726,000100
29,일동제약,2017,Q3,헬스케어,-0.08256152990791404,0.0016584215459172214,0.7593113490256955,0.013141650282902928,0.9064525721083891,-0.008719836293637373,0.05611851082574981,0.006155543183324279,000230
29,동아쏘시오홀딩스,2017,Q3,헬스케어,-0.048003219157301255,-0.008879337997504066,-5.276848858682887,0.025878276342065742,-7.105262827212398,-0.04690041367620834,1.3116532559002554,0.0943149267201811,000640
29,한화,2017,Q3,에너지_화학,-0.270728296711916,0.03865673339098663,-0.4442874425356884,0.021884222961887412,0.037088584757339005,0.028902571638609098,0.021855482998523135,0.004338731502128559,000880
29,한국쉘석유,2017,Q3,에너지_화학,-0.12203013370833395,2.4604181158817284,-0.018500277391840902,0.07209561657978059,0.01565405247303442,-0.11215110565670727,-0.03268536315861603,-0.08284949576450643,002960
29,부광약품,2017,Q3,헬스케어,0.03419259920863009,0.32735424001844105,-0.15250464224718097,0.012799223520097325,-0.12996220110861234,-0.11076235314858207,-0.031979616053689375,0.21154135619159697,003000
29,태광산업,2017,Q3,에너지_화학,-0.07332405841228687,0.059248635659583826,-0.3001971496521809,0.0076936983902893274,-0.3430928475163375,0.023774006019839478,-0.00012196296105615456,0.08177849142445637,003240
29,영진약품,2017,Q3,헬스케어,-0.15590136794306436,0.0020126583405091214,-0.0545381585555631,0.03941313917011979,-0.258171478858054,-0.1333514870541751,0.09159981743453827,-0.07525126211915237,003520
29,삼성정밀화학,2017,Q3,에너지_화학,-0.04271150331272767,-0.5401656242362357,-0.13052757077424992,0.03608630342300834,-0.11154921838829612,-0.0591773632827961,-0.04197322840285711,0.6170959943792216,004000
29,효성,2017,Q3,에너지_화학,-0.36209392353802594,-0.12005332213304765,-0.3671917009670298,0.05500118231922024,-0.0027265699375139674,0.015593318724386185,-0.0014223527437049466,0.0075482842331564964,004800
29,SK케미칼,2017,Q3,에너지_화학,0.0512198171816961,-0.03729896718739967,1.1713729897480545,0.019086116501132233,1.2113199466530444,0.12729785764305546,0.16369072571921706,-0.08640578571820204,006120
29,녹십자,2017,Q3,헬스케어,0.13925718830616043,0.010326414654989291,0.2717189439329586,0.04289226405409585,0.31791728018393495,0.10997432152664066,0.08734557332688708,-0.005783587816245543,006280
29,대한유화,2017,Q3,에너지_화학,-0.12299077714426866,-0.028433815111921668,-11.347640354971901,0.06798598442589987,-8.092908875740726,0.31794014130228,1.3665624956437998,0.22191005266217506,006650
29,일양약품,2017,Q3,헬스케어,-0.023961915065807582,-0.006428859586292801,-0.5074327764043809,-0.48168835239583785,-0.012430575792816367,0.04758721717597081,0.4809088578093359,0.12430095612278758,007570
29,국도화학,2017,Q3,에너지_화학,-0.046162078169793834,0.1992213516782897,-0.029818778593112993,0.03191057799205366,0.04924890888989175,0.11948039266958599,0.00727123388271167,0.0809460599245318,007690
29,서흥,2017,Q3,헬스케어,-0.11315723383542628,-0.35597728655447103,-0.3053152681810086,0.019254707192618792,-0.23243385751893308,0.3906937043561469,-0.0009369094924240873,-0.00025751110231818364,008490
29,광동제약,2017,Q3,헬스케어,-0.05426387270765522,-0.05012261211617419,1.3902946708220756,0.0332295676181289,1.0974839322967314,0.02931138188660465,-0.014489517500373306,0.0690218013204262,009290
29,한화케미칼,2017,Q3,에너지_화학,-0.1890650109053223,0.034955957840025365,0.02881745570513905,0.03423232425977041,0.0323505164910427,0.049930337262970914,0.023611129704476985,0.04230328307032655,009830
29,OCI,2017,Q3,에너지_화학,0.2743674189940729,0.10290972725584124,0.48104236820592083,0.0192145131508914,0.5279974999505104,0.08621596459724223,0.10615071596653158,0.3415441103457459,010060
