,name,year,quarter,sector,Relative Return,비유동부채 변화율,법인세차감전 순이익 변화율,이익잉여금 변화율,영업이익 변화율,유동부채 변화율,매출액 변화율,Label,Code
10,유한양행,2022,Q2,헬스케어,0.055315837352818226,0.01884576191501597,-0.7752784303612399,0.010316175491482893,1.1465453076035357,-0.12041528267870116,0.1768676665822233,0.018610835921721084,000100
10,일동제약,2022,Q2,헬스케어,-0.24931722124724742,0.4812745403808578,-0.8379373938132425,-0.010023660334367301,-0.7271702761535452,-0.2953504320849938,-0.20735483144998645,-0.22730846938527113,000230
10,동아쏘시오홀딩스,2022,Q2,헬스케어,0.09800961785699948,-0.30809078629576414,-1.3171255924305414,-0.015220679837598228,-1.1295042025406634,0.19817875205334712,-0.9235194054457347,-0.04422912612361249,000640
10,한화,2022,Q2,에너지_화학,0.14146888500578209,0.10903430685457716,-0.27648380700594843,0.010814640905272732,-0.36881928558859756,0.012722421761793168,0.053503582587976606,-0.034910876485036345,000880
10,한국쉘석유,2022,Q2,에너지_화학,0.046177535082498944,0.06101481589752433,-0.007845096151396835,0.09059022257352622,0.03854392745694879,-0.22253968665181223,0.12047931662687072,0.034814523891978075,002960
10,부광약품,2022,Q2,헬스케어,-0.04615921172427973,-0.002875660638698485,-8.72154141158692,0.005281148484232556,38.86310830837788,-0.15573070027536373,0.1658361759543152,-0.12129372322350558,003000
10,태광산업,2022,Q2,에너지_화학,-0.04799590552283823,-0.009995964915453182,-0.7809013873581854,0.002647702828487697,-1.0388901674705886,-0.004331887909918786,-0.02448808957572368,-0.15702609939161882,003240
10,영진약품,2022,Q2,헬스케어,-0.16226462242994275,0.2623020371109541,0.12937979025056334,-1.0157041138233083,0.9205089443089116,-0.14234791837120486,-0.0033907190240829443,-0.19216797519823928,003520
10,삼성정밀화학,2022,Q2,에너지_화학,-0.07625433178886362,-0.031063116913316202,-0.3945789606999598,0.06954639183182731,0.17035894197504642,-0.11537833066797454,0.049653935899694135,-0.10260207148868916,004000
10,효성,2022,Q2,에너지_화학,-0.02622894125537778,0.0477715760275752,0.3277471560560046,0.005456206753087889,0.2788865150522559,-0.42143076233676546,0.07875884080755591,-0.0164169322954114,004800
10,SK케미칼,2022,Q2,에너지_화학,-0.031607328065656144,0.6817350899195564,-1.4704037383968331,-0.014395392095240767,-1.0652233880575974,-0.28311103105672364,-1.6917753815252619,-0.1307915082456566,006120
10,녹십자,2022,Q2,헬스케어,-0.004640842324293175,0.0007799413689522083,2.016274410578361,0.021747135252938365,1.3807193884776576,0.003184955600087358,0.21943456847726606,-0.21901211677481514,006280
10,대한유화,2022,Q2,에너지_화학,-0.06255681901992194,-0.07712773460178679,-10.170114935813361,-0.01687150836480289,18.671951849042205,-0.11670548521129087,-0.003279326083128642,0.08328835955401884,006650
10,일양약품,2022,Q2,헬스케어,0.06814209831938839,-0.028667536251779646,-0.5761603746359265,0.1039181637468618,-0.19741470468871414,0.0008213142442439203,0.05549773713615602,-0.19433139479695985,007570
10,국도화학,2022,Q2,에너지_화학,0.03269435282292643,0.21005067328611093,0.2564909366949786,0.07383350938733013,0.2910343429744209,0.06170135780520414,0.08121827828720041,-0.11457694174271812,007690
10,서흥,2022,Q2,헬스케어,0.06490181462800876,0.2556902928061533,-0.3305198754978691,0.025130901065968603,-0.16035726511027726,-0.277919571811181,-0.22179302994518613,0.007213375163110887,008490
10,광동제약,2022,Q2,헬스케어,0.04427132528247556,0.023887166460882847,0.0007602595664393252,0.011638069626423775,0.14327040242591083,0.18926040584787684,0.19012932293078033,-0.07497466965076101,009290
10,한화케미칼,2022,Q2,에너지_화학,0.5523209740931654,0.0001904269950099291,5.758818643052532,0.10791253023425962,0.5565746281033355,0.06225166952499506,0.06451993146817014,0.11937637178730293,009830
10,OCI,2022,Q2,에너지_화학,0.29575264424722736,0.3292650138240807,-0.07113633611742354,0.022123567417080325,-0.02026938668758993,-0.0005221430408957062,0.0697530218890845,-0.15596350108731077,010060
10,S-Oil,2022,Q2,에너지_화학,-0.1417745728974242,-0.04351938861980498,0.1671748510513238,0.17273502118208062,0.29287689712308795,-0.12757713108474011,0.23111230282648387,0.04011318165545789,010950
10,롯데케미칼,2022,Q2,에너지_화학,0.021660426195996493,0.08937075379589432,-1.1145576208014116,-0.003285278559383875,-1.4603877450927714,-0.1895244109005949,-0.048310552970278864,-0.0429830057868965,011170
10,금호석유,2022,Q2,에너지_화학,-0.04716175801795871,-0.08730983137032988,-0.28141997884369196,0.0580192465606264,-0.1933262253116137,-0.3152164504800865,0.039326383699944456,0.12512279623617856,011780
10,SKC,2022,Q2,에너지_화학,0.001877816154686511,-0.00046037198252057987,-1.103882177366862,-0.010052555866328139,-1.1476914927440873,0.6438855602473339,-0.37199468370035327,-0.17547457532893496,011790
10,한솔케미칼,2022,Q2,에너지_화학,-0.03313437642554728,0.2749188948481607,-0.13466322506130923,0.06587070445763699,0.029308495920827404,-0.2021356228252036,-0.01988785521687031,-0.02660831762067973,014680
10,동원시스템즈,2022,Q2,에너지_화학,0.08766369903446392,-0.0017208911151820327,1.4667769670963917,0.16131885770184784,0.8618951361943148,0.11131686621871495,0.15118711640217986,-0.1626975739750105,014820
10,유니드,2022,Q2,에너지_화학,-0.14850415840676978,-0.10489819833085234,-0.34112446996883494,0.045736890939546804,0.07351797596314769,0.08365255706141284,0.056410384757430654,-0.1632928890878599,014830
10,남해화학,2022,Q2,에너지_화학,-0.19611497849276588,-0.12934066452745652,-0.36472660025483683,0.06131445167891547,-0.5059701494606055,0.3098989203639537,0.028819135095858206,-0.08784016672678441,025860
10,LG화학,2022,Q2,에너지_화학,0.3414158141459821,0.09922086484433512,-0.6058017598107763,0.05661650707011456,-0.10862776800291662,-0.11827924560891545,0.015263531667068841,0.12067835179173411,051910
10,휴켐스,2022,Q2,에너지_화학,-0.07538744731747352,0.02902431937927563,-0.20503997353720282,0.055969326234995176,-0.12943409886351054,-0.09871969929111402,-0.020024288162935555,0.052749944915958816,069260
10,대웅제약,2022,Q2,헬스케어,0.10015367822365204,0.3087823666498586,0.14675485041868908,0.040507467707814104,0.25404361634809747,-0.1253017136565281,0.0793511982199877,-0.10600496073427504,069620
10,GS,2022,Q2,에너지_화학,-0.03789663624175677,-0.18696767353575305,-0.947256441193849,0.0038539051821464554,-0.9455149240340489,0.11668245115577536,-0.8903528371379785,0.13323485260809573,078930
10,휴비스,2022,Q2,에너지_화학,-0.09360819131611647,0.03179734103921206,0.906660593818926,-0.0417444690710862,0.03691645555736511,0.013318504675614573,-0.05719094159695515,-0.15973609665980862,079980
10,후성,2022,Q2,에너지_화학,-0.11566837914012207,-0.3737608288162032,-0.576402329636259,0.05373155183540845,-0.043063593805903744,0.30886096648200345,-0.008642588722252431,-0.15461434680653222,093370
10,SK이노베이션,2022,Q2,에너지_화학,0.03610704782834237,-0.053058552539685055,-0.751900152759258,-0.008438586662948389,-0.8117145639273518,1.5968334345014132,-0.3892556297709907,-0.06195396468074852,096770
10,코오롱인더,2022,Q2,에너지_화학,-0.101920054495242,-0.2229618089394202,-0.30947527664406405,0.024972112736839858,0.006226059819746332,0.08239187956155747,0.05178417812267622,-0.1279302568168745,120110
10,한미약품,2022,Q2,헬스케어,0.10682624900382529,-0.12599639519884454,-0.6249111683883453,0.05272852639385772,-0.1922421147389648,-0.039504028504800726,0.05033034368322831,-0.13993765977515552,128940
10,동아에스티,2022,Q2,헬스케어,-0.045443421874404526,0.0765932526660833,-0.3785845920570371,0.01642428127326978,-0.4525592163849512,-0.09094129590449918,0.043566328097753404,0.038819261367116956,170900
