,name,year,quarter,sector,Relative Return,비유동부채 변화율,법인세차감전 순이익 변화율,이익잉여금 변화율,영업이익 변화율,유동부채 변화율,매출액 변화율,Label,Code
32,유한양행,2016,Q4,헬스케어,-0.0777993263259322,0.08900632106060602,8.903734344669317,0.0426784109198739,0.2722743787253019,-0.03579681886620145,-0.03346827010557707,0.05727365236155104,000100
32,일동제약,2016,Q4,헬스케어,-0.44602156784564295,-0.008357760861193997,6.123940197599727,0.0007244241067685397,9.821855752221394,0.04361272968896568,-29.39829495516696,-0.07016772285535461,000230
32,동아쏘시오홀딩스,2016,Q4,헬스케어,-0.2526357168042266,11.644840176662816,-0.21383452917995927,0.00579446502533254,-0.36349708483980436,0.00816748806045453,0.8220985586131482,0.054852963462831396,000640
32,한화,2016,Q4,에너지_화학,-0.1480524624259277,-0.1718460628398517,-2.7397599894500857,-0.026737906710132986,0.11065520101270243,0.039698076906849344,0.09140746932666088,0.12772515656239566,000880
32,한국쉘석유,2016,Q4,에너지_화학,-0.22900066637135905,-0.7566340845019369,0.19088702418730463,0.07368824119957407,0.2237719825960789,0.0831267855422726,-0.024364612942405772,-0.03216306978102413,002960
32,부광약품,2016,Q4,헬스케어,-0.15125339957992842,-0.43396792891630953,-0.2112132200182104,0.005975085894379006,1.2524748019372272,0.12888512906426386,0.05293188512204927,-0.011175219433781601,003000
32,태광산업,2016,Q4,에너지_화학,-0.10714640041194032,0.0063229333003167465,-0.9963290096020014,-0.000512582775317183,4.136215761673052,0.21737602486677043,0.08129223350205872,-0.0351402475865889,003240
32,영진약품,2016,Q4,헬스케어,-0.2861865203969422,-0.03027013584192484,-1.4002195078504467,0.09397093618617736,-1.2729669991997348,0.024538633845596403,0.021932457529526994,0.11486002590197653,003520
32,삼성정밀화학,2016,Q4,에너지_화학,0.1852746668176697,-0.0037977999201328494,-0.25641009739471077,0.01819042408435778,0.5957064606317108,-0.0678360830753949,-0.13150000148683805,-0.009892564620785131,004000
32,효성,2016,Q4,에너지_화학,-0.14818608010383277,-0.11014446661445676,-0.9448470150945044,0.024855412273126376,0.11609177332857112,0.04490320337649467,0.15410249475058668,0.027071761417381997,004800
