video_id,published_at,view_count
VqcimpaHYJQ,2025-03-20T10:00:44Z,9610
YheIFj55sVQ,2025-03-20T09:44:29Z,4980
lqWhvsnK5E4,2025-03-20T09:37:21Z,6188
qkzMAzhHimA,2025-03-20T09:35:45Z,11664
l8UNMY4iy4Q,2025-03-20T07:11:15Z,11959
kDX1zxw0YDc,2025-03-20T07:08:53Z,1718
_hUfiMLhohs,2025-03-20T05:22:26Z,10780
uPr_CiXJzXU,2025-03-20T03:15:22Z,1301
Ko-CR8dNkYw,2025-03-20T03:16:11Z,7360
EtKguea7DRQ,2025-03-20T03:13:21Z,1818
90YrY2QHjE4,2025-03-20T03:14:24Z,17472
-lNl7ZnW38g,2025-03-20T03:12:31Z,7538
SjHHeEikFG8,2025-03-20T01:34:50Z,6188
4THqzResKMg,2025-03-20T01:30:38Z,3335
b9374FEZe3U,2025-03-20T00:38:16Z,1324
sQp2hihr8UI,2025-03-20T00:39:14Z,1020
j9Rmi6JtMww,2025-03-20T00:37:01Z,1850
w7KbKJwyqQw,2025-03-20T00:33:49Z,9391
QqYnTSoFhAw,2025-03-20T00:29:09Z,6432
rLv62LsJxHk,2025-03-20T00:06:42Z,1422
m-7xF0Jn3OM,2025-03-19T10:19:06Z,10834
-3o3W4uGx_o,2025-03-19T10:12:23Z,6813
mD_5mGfIcZc,2025-03-19T10:12:24Z,5896
6hHmgATxGss,2025-03-19T07:55:26Z,2681
xD1-VfDuRi4,2025-03-19T07:11:03Z,3719
BjouxIAcopg,2025-03-19T07:09:07Z,1347
kT0PqVuVEAw,2025-03-19T05:21:36Z,18079
KTpo0QfMMRg,2025-03-19T03:23:09Z,1877
HD7vH0RcHVw,2025-03-19T03:22:22Z,2565
6H6d_qaVuAQ,2025-03-19T03:21:23Z,1101
geBH8j_qJ_w,2025-03-19T02:00:27Z,432854
apRg3q8DpM8,2025-03-19T01:39:09Z,1264
4T4zSmfIp1U,2025-03-19T01:35:50Z,6874
ow0k3CJ_74I,2025-03-19T00:29:38Z,2333
SS_CtWOv1Ng,2025-03-19T00:28:30Z,12127
wvTtMrEkJ0s,2025-03-19T00:26:07Z,2502
X5vLG4bbuKg,2025-03-19T00:15:16Z,3857
b4l6oyU_e6I,2025-03-19T00:13:03Z,1534
fj2VbDLALZE,2025-03-18T23:53:32Z,3612
vD9uCS3NQGo,2025-03-18T09:59:09Z,7501
oISx3aOwkLE,2025-03-18T09:56:24Z,2222
d3THOXwFvAI,2025-03-18T09:55:40Z,3373
C4iWj039Ls8,2025-03-18T07:51:59Z,4457
3crwAyve4fM,2025-03-18T07:16:40Z,1062
aOR3c-qMAwg,2025-03-18T07:12:47Z,3455
oLR78rA6frA,2025-03-18T05:26:16Z,20099
JIV_28pTxRE,2025-03-18T04:43:07Z,5595
mxYN_OsCGFE,2025-03-18T04:42:16Z,1427
zWSj-SlWs8Q,2025-03-18T04:37:17Z,2038
_oMBqXEAi_8,2025-03-18T01:20:29Z,1541
G1IH5VSSOEc,2025-03-18T01:16:54Z,2830
k2aIdJGxQhs,2025-03-18T01:16:12Z,1857
5M4KMlAHAzc,2025-03-18T01:15:18Z,2746
Ha1O7E-qFTk,2025-03-18T00:16:03Z,2488
YNWopiLCjYk,2025-03-18T00:13:05Z,7456
iYQUzhQmcUc,2025-03-18T00:01:59Z,6505
iYQUzhQmcUc,2025-03-18T00:01:59Z,6505
L8glGs-eDX8,2025-03-17T23:42:31Z,1388
vhBf9_jkOkE,2025-03-17T09:59:22Z,3421
64CXM2mrxF8,2025-03-17T09:58:33Z,19148
VQ0FWbfG0gA,2025-03-17T09:56:02Z,2395
PM6UpBar0To,2025-03-17T07:14:35Z,1509
YKvxlUUKnHM,2025-03-17T07:10:15Z,1715
vFjxXhuAz58,2025-03-17T05:34:53Z,17057
V_zr3b1szuM,2025-03-17T03:24:47Z,2645
vSacQ78kQYo,2025-03-17T03:23:55Z,2498
TnaqOmwCdn0,2025-03-17T03:21:57Z,1106
zfAeRNUS2Ls,2025-03-17T03:19:53Z,1722
tHZhVEC2dxQ,2025-03-17T01:20:49Z,10219
azt8nRdmNVI,2025-03-17T01:17:41Z,7200
q9wi2Zq-abc,2025-03-17T00:06:01Z,1051
zEpsN_SXkkM,2025-03-17T00:04:37Z,2277
Ed2vvz_EXS4,2025-03-17T00:01:48Z,2132
ixjbJEBNDjA,2025-03-16T00:00:40Z,2883
bMxr9qRpW0M,2025-03-15T02:38:34Z,12604
0Mg2au449ak,2025-03-15T02:36:33Z,7907
hQBqWiSDkfE,2025-03-15T02:25:51Z,1159
SOwEOdJZrYg,2025-03-15T02:23:53Z,6871
q2hqtOtpNak,2025-03-14T10:01:08Z,5878
2ouY1-jYDRo,2025-03-14T09:38:17Z,3321
0bBYzXJLVac,2025-03-14T09:31:05Z,3763
JYhEVoKk36s,2025-03-14T07:45:01Z,37565
9Bddp9ZWa5Y,2025-03-14T07:08:41Z,2901
DKNsGh2X4Mg,2025-03-14T05:44:53Z,10798
B1XAGlL8Y18,2025-03-14T04:25:50Z,3636
dWfTCESzGLw,2025-03-14T04:26:48Z,4889
-MmXF4dZgU4,2025-03-14T04:22:00Z,3460
7uvfx3w9rS4,2025-03-14T01:26:58Z,18770
W-6xfjy5OUE,2025-03-14T01:26:54Z,5536
MlO40xiCKjY,2025-03-14T00:39:33Z,1546
pnBPXRagek4,2025-03-14T00:37:10Z,1700
jQ0CNc0-ZKQ,2025-03-14T00:30:24Z,3769
58UuGjGhFiM,2025-03-14T00:11:53Z,4545
TbEQ4xA1I7I,2025-03-14T00:12:50Z,1723
_y6lFA9bB8c,2025-03-14T00:10:03Z,3169
XRzVyvHembM,2025-03-13T11:40:04Z,24929
-nz7qvXM3cU,2025-03-13T09:52:24Z,9189
MSAFZtfnxnQ,2025-03-13T09:49:50Z,3714
EfRAqI6bUls,2025-03-13T09:48:54Z,5443
xcYyG3P6n1c,2025-03-13T08:16:38Z,26215
sg2xLdQDAsY,2025-03-13T07:07:46Z,2401
Razli5wO5ks,2025-03-13T05:27:02Z,6274
XHIhwtBkp58,2025-03-13T03:24:32Z,9397
fNS-TcEm7Vg,2025-03-13T03:23:43Z,1593
P8EIPgOKOGI,2025-03-13T03:22:53Z,2475
rWvWUWwNzB8,2025-03-13T03:19:49Z,2077
ePoVJzjLvZY,2025-03-13T01:31:25Z,5402
HlJhibKquRU,2025-03-13T01:29:41Z,3806
NlD_U9vrzPw,2025-03-13T01:27:36Z,7804
8o5UU82Ih24,2025-03-13T01:28:25Z,1853
l9srAUIM_HU,2025-03-13T00:30:49Z,2470
5A1SiWswDRA,2025-03-13T00:28:04Z,1231
DmbBBCcrwO4,2025-03-13T00:25:46Z,1056
XcBTxvXFynU,2025-03-12T09:48:12Z,7734
XcBTxvXFynU,2025-03-12T09:48:12Z,7734
96Qh1PqHwSY,2025-03-12T09:45:01Z,7776
kFNB0JNls4k,2025-03-12T07:13:13Z,18075
IKf9Vx-F6MM,2025-03-12T07:08:51Z,3384
BP2C1JxPqGM,2025-03-12T05:22:50Z,9711
l-dPmRa9TBc,2025-03-12T03:25:03Z,2863
jbJsuW9T5BI,2025-03-12T03:23:06Z,3177
RezR9mwIj5s,2025-03-12T03:21:48Z,1077
wKKznBT0IwU,2025-03-12T03:18:02Z,1462
0JmVwqalP_A,2025-03-12T02:14:09Z,5713
ZDcBaZ4x17c,2025-03-12T02:15:05Z,1719
l-fIfqnFx4Y,2025-03-12T01:58:03Z,1222
AcKmpKCHkuQ,2025-03-12T01:32:56Z,1299
-DQ1G5JKdPc,2025-03-12T01:22:27Z,1182
xf40F3pmwh0,2025-03-12T01:12:00Z,1062
B8ihsmQI53Y,2025-03-11T23:46:32Z,3498
UM9jGHHvQvE,2025-03-11T09:45:04Z,6648
lv2PgqnVs7Y,2025-03-11T09:39:38Z,4521
JL1Vd4s6ruY,2025-03-11T09:40:02Z,5077
0nhDaEGr2w8,2025-03-11T07:19:41Z,1071
LsI0ixeSKMk,2025-03-11T07:16:39Z,1038
L2pj60Q8Cx8,2025-03-11T05:23:45Z,12435
POKmJAb64m0,2025-03-11T03:31:15Z,2751
w_C4rMnvZAc,2025-03-11T03:29:41Z,3696
VLD_vrlAlWk,2025-03-11T03:27:32Z,1086
nBiZeIjWAcs,2025-03-11T03:25:36Z,1616
OfgFJgbYK40,2025-03-11T01:33:21Z,1015
U3knG8VID9o,2025-03-11T01:34:21Z,1896
x7mrSvzb4hY,2025-03-11T01:32:35Z,6757
TeNHG5lgGEs,2025-03-11T01:08:18Z,4890
4GzetHdbTgA,2025-03-11T01:01:18Z,4137
f1zPgJGCuHE,2025-03-10T09:50:05Z,7472
7B7TBLfGXPY,2025-03-10T09:41:51Z,2184
6RlTQEd1Sm0,2025-03-10T09:40:36Z,5227
Lx9nYuzHah8,2025-03-10T07:08:11Z,1340
WRXQV4641gg,2025-03-10T05:32:14Z,15505
MjRMDYNHo8s,2025-03-10T03:21:01Z,1710
hqJ11fUadxs,2025-03-10T03:19:41Z,2063
rFwyAb3OjfA,2025-03-10T01:20:55Z,6786
