code,name,sector,year,quarter,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),자본금,총포괄손익,파생상품자산,파생상품관련손익,파생상품부채,영업비용,이자수익,당기손익-공정가치측정금융자산,기타포괄손익-공정가치측정금융자산,이자비용,차입부채
150,Doosan_Corp,기타금융,2022,Q3,"1,125,433,368,513","4,233,343,963,833","5,358,777,332,346","999,877,553,858","1,116,165,578,614","2,116,043,132,472","3,459,570,155,873","3,242,734,199,874",,21567632288.0,235360726177.0,185456612687.0,185456612687.0,"123,738,105,000",,,,,,,,,,
240,Hankook_Tire_Worldwide,기타금융,2022,Q3,"552,915,558,288","2,419,530,498,435","2,972,446,056,723","202,473,291,827","54,431,554,506","256,904,846,333","972,581,267,825","2,715,541,210,390",197288727142.0,18691604098.0,27653017353.0,19197017180.0,19197017180.0,"47,467,620,000",,,,,,,,,,
640,Dong-A_Socio_Holdings,기타금융,2022,Q3,"61,088,478,145","924,372,113,371","985,460,591,516","198,993,814,660","115,707,932,725","314,701,747,385","444,485,413,580","670,758,844,131",20699636457.0,14688407465.0,12410625437.0,12951957242.0,12951957242.0,"31,744,565,000",,,,,,,,,,
1040,CJ_Corp,기타금융,2022,Q3,"73,821,013,000","3,147,217,456,000","3,221,038,469,000","129,152,857,000","269,547,569,000","398,700,426,000","1,757,333,406,000","2,822,338,043,000",,3525808000.0,1796016000.0,2688730000.0,2688730000.0,"179,047,370,000",,,,,,,,,,
1230,Dongkuk_Steel,기타금융,2022,Q3,"2,312,149,794,399","3,443,780,089,787","5,755,929,884,186","2,265,092,548,639","466,242,703,979","2,731,335,252,618","1,117,490,771,584","3,024,594,631,568",1847716016100.0,113018193912.0,89095922461.0,126557169098.0,126557169098.0,"690,953,196,364",,,,,,,,,,
1800,Orion_Corp,기타금융,2022,Q3,"6,132,913,791","1,908,548,195,748","1,914,681,109,539","27,057,063,362","21,232,072,377","48,289,135,739","260,046,860,190","1,866,391,973,800",5152813649.0,2800218438.0,2539675097.0,1871676979.0,1871676979.0,"31,322,711,000",,,,,,,,,,
3030,SeAH_Steel,기타금융,2022,Q3,"13,628,035,447","789,020,023,718","802,648,059,165","43,768,054,178","76,077,122,579","119,845,176,757","575,489,804,773","682,802,882,408",1999965489.0,-1177019011.0,4617518445.0,3495632953.0,3495632953.0,"20,708,285,000",,,,,,,,,,
3550,LG_Corp,기타금융,2022,Q3,"1,597,733,000,000","8,217,139,000,000","9,814,872,000,000","177,048,000,000","123,411,000,000","300,459,000,000","7,994,941,000,000","9,514,413,000,000",169119000000.0,110536000000.0,119836000000.0,97024000000.0,97024000000.0,"801,613,000,000",,,,,,,,,,
4150,Hansol_Holdings,기타금융,2022,Q3,"71,616,809,810","386,108,670,459","457,725,480,269","8,446,601,089","7,411,956,571","15,858,557,660","337,339,975,262","441,866,922,609",,4496885426.0,4694763041.0,3863892288.0,3863892288.0,"42,008,577,000",,,,,,,,,,
4800,Hyosung,기타금융,2022,Q3,"415,859,134,309","2,722,895,686,460","3,138,754,820,769","158,420,299,033","323,165,816,243","481,586,115,276","6,478,813,460,335","2,657,168,705,493",149319095694.0,-51196616083.0,-44568693412.0,-39526863434.0,-39526863434.0,"105,355,125,000",,,,,,,,,,
5440,Hyundai_Green_Food,기타금융,2022,Q3,"352,284,613,000","1,403,478,415,000","1,755,763,028,000","196,857,364,000","126,318,696,000","323,176,060,000","934,296,679,000","1,432,586,968,000",524964876000.0,22146109000.0,20985879000.0,15745616000.0,15745616000.0,"48,852,241,000",,,,,,,,,,
5740,Crown_Confectionery,기타금융,2022,Q3,"1,388,131,965","353,632,487,250","355,020,619,215","43,471,533,740","9,894,134,299","53,365,668,039","195,362,735,307","301,654,951,176",3048026116.0,-34510312.0,-441888572.0,-415490974.0,-415490974.0,"7,724,036,500",,,,,,,,,,
6120,SK_Chemicals,기타금융,2022,Q3,"62,133,047,912","1,540,805,507,485","1,602,938,555,397","391,908,597,813","174,601,096,849","566,509,694,662","1,536,248,791,418","1,036,428,860,735",,8407477455.0,104909642452.0,91176708700.0,91176708700.0,"111,677,150,000",,,,,,,,,,
6260,LS_Corp,기타금융,2022,Q3,"191,762,000,000","4,937,851,000,000","5,129,613,000,000","282,857,000,000","1,085,924,000,000","1,368,781,000,000","3,564,992,000,000","3,760,832,000,000",,188221000000.0,192992000000.0,125420000000.0,125420000000.0,"161,000,000,000",,,,,,,,,,
7860,Seoyon,기타금융,2022,Q3,"19,380,814,114","295,330,084,470","314,710,898,584","1,630,953,851","2,831,454,437","4,462,408,288","78,051,447,588","310,248,490,296",4140458947.0,920235138.0,1483617871.0,1483617871.0,1483617871.0,"11,739,922,000",,,,,,,,,,
8060,Daeduck_Electronics,기타금융,2022,Q3,"115,270,987,348","423,411,946,962","538,682,934,310","1,603,885,447","67,456,022","1,671,341,469","8,478,745,043","537,011,592,841",2165434054.0,496082368.0,672206933.0,433018558.0,433018558.0,"17,551,253,500",,,,,,,,,,
9540,Hyundai_Heavy_Industries,기타금융,2022,Q3,"2,087,178,450,000","9,111,342,591,000","11,198,521,041,000","219,455,578,000","92,741,203,000","312,196,781,000","16,493,243,956,000","10,886,324,260,000",42855820000.0,-6202823000.0,7726521000.0,22350269000.0,22350269000.0,"353,865,580,000",,,,,,,,,,
10060,OCI,기타금융,2022,Q3,"1,076,773,048,000","2,702,341,976,000","3,779,115,024,000","731,525,367,000","482,472,514,000","1,213,997,881,000","1,615,401,288,000","2,565,117,143,000",576649414000.0,60759942000.0,61249581000.0,35270982000.0,35270982000.0,"127,246,855,000",,,,,,,,,,
12630,Hyundai_Development_Company,기타금융,2022,Q3,"151,446,172,940","2,250,330,264,480","2,401,776,437,420","49,217,876,260","307,166,183,304","356,384,059,564","3,205,760,042,274","2,045,392,377,856",8022167429.0,3627167333.0,5950885441.0,3555295495.0,3555295495.0,"298,708,605,000",,,,,,,,,,
34730,SK_Holdings,기타금융,2022,Q3,"1,588,453,000,000","27,047,534,000,000","28,635,987,000,000","6,277,886,000,000","6,389,853,000,000","12,667,739,000,000","12,639,922,000,000","15,968,248,000,000",643561000000.0,83811000000.0,96248000000.0,83779000000.0,83779000000.0,"16,143,000,000",,,,,,,,,,
60980,Halla_Holdings,기타금융,2022,Q3,"436,846,057,571","1,649,492,967,151","2,086,339,024,722","350,419,799,764","571,491,702,892","921,911,502,656","837,387,821,724","1,164,427,522,066",276563494726.0,63598608913.0,84065923494.0,76106489820.0,76106489820.0,"55,086,180,000",,,,,,,,,,
