,name,year,quarter,sector,Relative Return,비유동자산 변화율,자산총계 변화율,자본총계 변화율,영업이익 변화율,금리 변화율,유동부채 변화율,Label,Code
23,CJ대한통운,2019,Q1,산업재,-0.057470813195633685,0.15171321641475122,0.12037155633401375,0.12534814941053085,-0.5748703741723742,-0.09282764948769218,-0.15612149045057022,-0.00792598073606629,000120
23,두산,2019,Q1,산업재,0.13127068222442065,0.007640216997817362,0.039505369529618584,-0.005296317867071965,0.49706804449368036,-0.09282764948769218,0.16338070523897774,-0.006592791977423865,000150
23,SK하이닉스,2019,Q1,정보기술,0.022116044834338114,0.02546417436596471,-0.00026738008253379686,-0.0019071900323981428,-0.7199114664400776,-0.09282764948769218,-0.02729801246266461,0.05406992473683393,000660
23,LG상사,2019,Q1,산업재,0.181306290981106,0.019185810007892545,0.08537957807360019,0.08366647538485283,-1.2765498748323334,-0.09282764948769218,0.20975111690959913,-0.05394123799949756,001120
23,대한항공,2019,Q1,산업재,0.07134702827584788,0.06987330983599005,0.06375253267602843,0.027038664776233956,-147.69482266081778,-0.09282764948769218,0.054828295500299884,-0.2534840681909607,003490
23,LG,2019,Q1,정보기술,-0.03998054592638056,-0.00019484830051963442,0.056556415865874676,0.01632489593889974,10.039025728698368,-0.09282764948769218,2.601504946688362,0.023270959911615076,003550
23,S&T중공업,2019,Q1,산업재,0.09586689637157052,-0.0036900429100323873,-0.016903321321898868,-0.004314485738651008,-0.8604969913004367,-0.09282764948769218,-0.12212400192328965,-0.12988144895052395,003570
23,한솔테크닉스,2019,Q1,정보기술,-0.10454769372988504,0.00025668055969596537,0.033265111504171774,0.020152569026490097,-6.12163702648295,-0.09282764948769218,0.07678320219837942,0.19375434320305918,004710
23,삼성전자,2019,Q1,정보기술,-0.02107237114168848,-0.0046526489470549715,0.00742210724226311,0.004401411946629352,-0.4829083021860261,-0.09282764948769218,0.027213479144410746,0.06510638104812148,005930
23,LS,2019,Q1,산업재,-0.1222036117494694,0.007091943615963547,0.04028634749322868,0.023244321684635638,-0.39193216213686144,-0.09282764948769218,0.1530877615184567,-0.023392594361714578,006260
23,삼성SDI,2019,Q1,정보기술,0.035160041458900955,-0.00230524209128935,-0.020738986136830895,-0.0001851679233083603,-0.6557042470174745,-0.09282764948769218,-0.11079181796484883,0.20260305304368428,006400
23,대덕전자,2019,Q1,정보기술,0.09486984104543747,-0.01152349080411097,0.035988948246126196,-0.006337641170000685,0.3755002936671685,-0.09282764948769218,0.33113687280096005,0.006173116752958632,008060
23,삼성전기,2019,Q1,정보기술,-0.03290288743577899,0.024658703262156578,0.009498902108180385,-0.01542706022153506,-0.9758263581790743,-0.09282764948769218,0.09181880250404584,-0.06240130778684366,009150
23,LS산전,2019,Q1,산업재,-0.01623538930656971,0.018980361576105942,-0.007866010173783411,-0.006495342579511787,-0.05129941144091088,-0.09282764948769218,-0.04674818943274084,0.017106090577377338,010120
23,LG이노텍,2019,Q1,정보기술,-0.036996867470063546,-0.028503652076313113,-0.05316644097621237,-0.0286702096374708,-1.342947144855719,-0.09282764948769218,0.051793367440224,-0.03872303304403682,011070
23,현대상선,2019,Q1,산업재,0.025780716531796696,0.8983384135748713,0.511046963044123,-0.16672283264260135,0.5007587047825497,-0.09282764948769218,0.5946592348619204,-0.0499526210732302,011200
23,삼성에스디에스,2019,Q1,정보기술,-0.09472040782301007,0.10402229325083101,0.044912654874621705,-0.00590696041821237,-0.23690999694121795,-0.09282764948769218,0.13221639256072248,0.03847277678674481,018260
23,일진머티리얼즈,2019,Q1,정보기술,-0.07611249262822245,0.01846955422943264,0.02141084508032831,0.025087682461174765,0.41319393314681196,-0.09282764948769218,-0.011263851139452274,0.1998716647001191,020150
23,한국단자,2019,Q1,산업재,-0.0544419065567798,0.011733064301259866,0.06165123910500636,0.011980844059595652,-0.3726989271504706,-0.09282764948769218,0.3170992168214948,0.1215726834160632,025540
23,신도리코,2019,Q1,정보기술,0.09859518580070091,-0.01120984876180997,-0.0026467341517909526,-0.01194454570178749,0.06499449796517509,-0.09282764948769218,0.12436926561732276,-0.1475082024312897,029530
23,LG디스플레이,2019,Q1,정보기술,-0.06921067875846332,0.0651167168920439,0.05618121516485086,-0.008785414447033513,-3.9499279905733116,-0.09282764948769218,0.08701000319552143,-0.21489537808619802,034220
23,SK,2019,Q1,정보기술,-0.03859359535774201,0.023801410333540662,0.043298936953130474,0.06237617837482845,23.48893118081988,-0.09282764948769218,0.02336430498659725,-0.16481094634106053,034730
23,한미반도체,2019,Q1,정보기술,0.020535195476559645,0.14625466256133346,-0.05361782521807745,-0.05557316527978873,-0.9753339275501218,-0.09282764948769218,-0.10628653182231551,-0.16919210734872756,042700
23,대우인터내셔널,2019,Q1,산업재,0.004617301078611118,0.039338943312192454,0.019926245489850114,0.00046890301642488197,1.1280557993022189,-0.09282764948769218,-0.03344259788495996,0.06384430868480663,047050
23,한국항공우주,2019,Q1,산업재,-0.09533826011996684,0.019361569821208846,0.17153776648542673,0.02409427231586636,-0.5200162746586277,-0.09282764948769218,0.36859998590454723,0.3056376231813287,047810
23,한전KPS,2019,Q1,산업재,0.015199673169765011,-0.049303579280574716,0.02837534883825943,-0.06896006721074555,-0.7951321026635851,-0.09282764948769218,0.3039313356213216,-0.03296196451065521,051600
23,LG전자,2019,Q1,정보기술,-0.017636574388479785,0.0025622755543484033,0.03718463246061976,-0.0057808067603131175,-1.4313478247633942,-0.09282764948769218,0.06198115341936106,-0.10555574371236393,066570
23,현대글로비스,2019,Q1,산업재,0.22141385748532166,0.08450707870375962,0.07070443033776352,-0.0007136902344508922,-0.06420994281963832,-0.09282764948769218,0.17922609911218212,0.06795842970710879,086280
