날짜,시가,고가,저가,종가,거래량,등락률
2015-01-02,120500,121500,119500,120000,4806,-1.2345679012345678
2015-01-05,119000,120500,117000,118500,10255,-1.25
2015-01-06,117500,119500,115500,117500,10724,-0.8438818565400843
2015-01-07,117000,117000,112500,113000,16243,-3.829787234042553
2015-01-08,113000,114000,111000,111000,12292,-1.7699115044247788
2015-01-09,112000,114500,111000,112500,12418,1.3513513513513513
2015-01-12,111500,114500,111500,113500,6172,0.8888888888888888
2015-01-13,114000,117500,113000,117000,15920,3.0837004405286343
2015-01-14,116500,118000,114000,117000,10088,0.0
2015-01-15,115500,119500,114500,119000,9052,1.7094017094017095
2015-01-16,117000,120500,114500,119000,19987,0.0
2015-01-19,119000,120000,115500,115500,15775,-2.941176470588235
2015-01-20,116000,117000,113000,115000,18648,-0.4329004329004329
2015-01-21,114000,115000,111500,111500,21912,-3.0434782608695654
2015-01-22,111500,112500,109000,110500,24957,-0.8968609865470852
2015-01-23,111500,112000,108500,108500,18439,-1.809954751131222
2015-01-26,109000,109000,105500,105500,20452,-2.7649769585253456
2015-01-27,107500,113500,107000,112000,35407,6.161137440758294
2015-01-28,110500,118000,110500,116500,41924,4.017857142857143
2015-01-29,116500,121500,115000,118500,48167,1.7167381974248928
2015-01-30,117500,126000,117500,125500,41936,5.9071729957805905
2015-02-02,125500,126500,119000,120000,24852,-4.382470119521913
2015-02-03,119500,123000,118500,121000,29703,0.8333333333333334
2015-02-04,121500,122500,118000,119500,20335,-1.2396694214876034
2015-02-05,119500,120500,118000,119500,16565,0.0
2015-02-06,119500,121000,117000,119500,20690,0.0
2015-02-09,118500,120000,116500,117500,26507,-1.6736401673640167
2015-02-10,117000,117500,113500,115500,22407,-1.702127659574468
2015-02-11,115500,119000,115500,117500,13810,1.7316017316017316
2015-02-12,117500,118500,114000,114000,18117,-2.9787234042553195
2015-02-13,114000,117500,113500,116500,12008,2.1929824561403506
2015-02-16,115500,121500,115500,118500,16390,1.7167381974248928
2015-02-17,120000,122000,119000,121500,9557,2.5316455696202533
2015-02-23,120000,121000,117500,118500,8952,-2.4691358024691357
2015-02-24,117000,121000,117000,120000,10607,1.2658227848101267
2015-02-25,119500,120500,118000,118500,8768,-1.25
2015-02-26,119500,124000,118500,123000,16467,3.79746835443038
2015-02-27,122000,123000,119500,120000,9707,-2.4390243902439024
2015-03-02,119500,122000,119000,121000,8726,0.8333333333333334
2015-03-03,121000,123500,119500,122500,13830,1.2396694214876034
2015-03-04,122500,125500,122000,124000,13807,1.2244897959183674
2015-03-05,124000,131500,124000,125500,46481,1.2096774193548387
2015-03-06,128000,135000,127000,134000,42109,6.772908366533864
2015-03-09,135500,140000,133500,137500,43858,2.6119402985074625
2015-03-10,138000,140000,136000,136000,24232,-1.090909090909091
2015-03-11,135500,144000,133500,140000,59723,2.941176470588235
2015-03-12,140000,151500,140000,145000,91106,3.571428571428571
2015-03-13,146000,148500,142000,145500,50065,0.3448275862068966
2015-03-16,146000,148500,140500,143000,65762,-1.718213058419244
2015-03-17,145000,149500,143000,146000,60774,2.097902097902098
2015-03-18,146000,152000,145500,149000,72355,2.054794520547945
2015-03-19,151500,161000,149000,161000,190010,8.053691275167784
2015-03-20,162500,182500,161000,170000,194725,5.590062111801243
2015-03-23,170000,170000,160000,160500,111078,-5.588235294117648
2015-03-24,162000,165500,157000,159000,116705,-0.9345794392523363
2015-03-25,160500,164500,157000,163500,63464,2.8301886792452833
2015-03-26,162500,162500,154000,156500,91915,-4.281345565749235
2015-03-27,160000,172500,159000,171000,185674,9.26517571884984
2015-03-30,174000,178500,165500,169000,90559,-1.1695906432748537
2015-03-31,168000,170000,164000,168000,47766,-0.591715976331361
2015-04-01,169000,173000,164000,166000,33539,-1.1904761904761905
2015-04-02,166500,179500,164000,174000,59262,4.819277108433735
2015-04-03,175000,175000,164000,169000,59453,-2.8735632183908044
2015-04-06,166500,171000,164000,168500,38607,-0.2958579881656805
2015-04-07,170000,170000,164000,165000,35634,-2.0771513353115725
2015-04-08,164500,172500,164000,167500,39451,1.5151515151515151
2015-04-09,167500,178500,167500,176500,47409,5.3731343283582085
2015-04-10,175000,177000,171000,174500,35644,-1.13314447592068
2015-04-13,172500,176000,167500,168500,43589,-3.4383954154727796
2015-04-14,167500,168500,160000,163500,49660,-2.967359050445104
2015-04-15,161000,170500,161000,168000,36398,2.7522935779816518
2015-04-16,169000,172000,165500,168500,37376,0.2976190476190476
2015-04-17,168500,171500,165000,169000,26737,0.2967359050445104
2015-04-20,168500,169000,165000,165500,24810,-2.0710059171597637
2015-04-21,166000,167000,163500,163500,14272,-1.2084592145015105
2015-04-22,163500,168500,155000,160000,38953,-2.1406727828746175
2015-04-23,160000,162500,155000,159500,29719,-0.3125
2015-04-24,159000,161500,155500,157000,17922,-1.5673981191222568
