날짜,시가,고가,저가,종가,거래량,등락률
2015-01-02,87000,87866,84595,85077,15224,-3.5998368345910663
2015-01-05,84691,87193,84402,86713,15691,1.92296390328761
2015-01-06,86233,86425,84211,84693,9153,-2.329523831490088
2015-01-07,84500,84596,81998,81998,13191,-3.1820811637325397
2015-01-08,81804,82670,81034,81324,12146,-0.8219712675918925
2015-01-09,82381,82766,79686,81420,25390,0.11804633318577543
2015-01-12,80745,81900,80745,81420,12966,0.0
2015-01-13,81902,82478,81035,81902,15696,0.5919921395234586
2015-01-14,82381,82381,80842,81324,9423,-0.7057214720031257
2015-01-15,80843,82094,80265,81806,16361,0.5926909645369141
2015-01-16,81227,81901,80072,80362,14021,-1.7651517003642765
2015-01-19,80553,80842,79494,79784,17871,-0.7192454144993903
2015-01-20,80265,80650,78629,79881,30628,0.12157826130552493
2015-01-21,79687,79687,78437,79111,27686,-0.9639338516042614
2015-01-22,78916,80167,78916,79591,16931,0.6067424252000354
2015-01-23,79880,80265,79110,80073,12376,0.6055961101129524
2015-01-26,80264,80745,79687,80362,12656,0.3609206598978432
2015-01-27,80746,82768,80458,81806,24724,1.7968691670192378
2015-01-28,81901,86424,81805,83730,30545,2.3519057281861966
2015-01-29,83440,83730,81901,83730,21681,0.0
2015-01-30,83729,85558,82959,85270,17125,1.839245192881882
2015-02-02,84691,85365,84209,85077,9824,-0.22633986161604314
2015-02-03,85172,85172,82959,84115,11321,-1.1307403881189981
2015-02-04,83538,84307,82575,83538,14815,-0.6859656422754562
2015-02-05,83633,84500,82767,84404,12568,1.0366539778304484
2015-02-06,84404,84981,83730,84789,8304,0.4561395194540543
2015-02-09,84692,88253,84692,87291,30120,2.950854474047341
2015-02-10,88060,88445,86328,87387,21087,0.10997697357115854
2015-02-11,87387,89408,86617,89216,21370,2.09298865964045
2015-02-12,89214,89599,88637,89312,24109,0.10760401721664276
2015-02-13,88157,89986,88157,89986,30680,0.7546578287352204
2015-02-16,89984,91139,89695,90178,25379,0.21336652368146156
2015-02-17,90369,91140,89793,91141,17630,1.0678879549335758
2015-02-23,92102,92390,90562,91237,13558,0.10533129985407226
2015-02-24,91237,91911,90082,91815,12431,0.6335149117134495
2015-02-25,91910,91910,89793,91526,20982,-0.31476338288950606
2015-02-26,91525,92487,90851,91429,16264,-0.1059808141948736
2015-02-27,90659,91622,90659,90756,13448,-0.7360902995767207
2015-03-02,91428,92198,90562,91237,13336,0.5299925073824321
2015-03-03,90465,93641,90465,92969,27364,1.8983526420202332
2015-03-04,92679,93930,91813,92873,17298,-0.10326022652712194
2015-03-05,92103,93547,92007,93355,13382,0.5189882958448635
2015-03-06,92680,93834,92488,93162,9208,-0.2067377216003428
2015-03-09,92006,93931,92006,93451,11689,0.31021231832721496
2015-03-10,93449,93834,92487,93065,19175,-0.4130506896662422
2015-03-11,91814,93257,91814,92777,20733,-0.30946112931821845
2015-03-12,92295,95664,92199,92681,25391,-0.1034739213382627
2015-03-13,92968,94219,92679,92873,29625,0.2071622015299792
2015-03-16,92872,94316,92294,92873,35366,0.0
2015-03-17,93257,93739,92391,93355,35593,0.5189882958448635
2015-03-18,93835,94027,93257,93643,27424,0.30849981254351666
2015-03-19,94027,98166,93739,97204,119653,3.80274019414158
2015-03-20,98646,105384,97684,101535,217168,4.455577959754742
2015-03-23,103460,103940,98166,100573,291398,-0.9474565420790859
2015-03-24,101535,105385,96242,98167,136074,-2.3922921658894536
2015-03-25,99611,100573,96722,98167,52594,0.0
2015-03-26,95760,97204,94605,95376,58021,-2.843114284841138
2015-03-27,97203,109233,97203,109234,249679,14.529860761617178
2015-03-30,120301,125113,112601,113565,420707,3.964882728820697
2015-03-31,112121,116452,108753,114047,194805,0.4244265398670365
2015-04-01,117413,122707,113564,115490,151834,1.2652678281761027
2015-04-02,116450,120782,114526,119339,134841,3.33275608277773
2015-04-03,119820,121264,115970,117415,69270,-1.612213945147856
2015-04-06,117895,118375,115008,116452,66501,-0.8201677809479199
2015-04-07,117895,118375,113083,113565,61914,-2.4791330333527974
2015-04-08,115490,120303,114047,120303,116352,5.933166028265751
2015-04-09,122707,126558,120302,122227,136565,1.5992951131725726
2015-04-10,120303,122227,118858,120303,59523,-1.5741202843888829
2015-04-13,120301,123669,119339,121746,48867,1.1994713348794295
2015-04-14,121264,124632,115489,117415,64856,-3.5574064034958024
2015-04-15,115488,128482,115488,122708,101190,4.507941915428182
2015-04-16,127519,133775,123669,129926,164378,5.882257065553998
2015-04-17,129444,133294,127519,131851,95136,1.4816126102550682
2015-04-20,129925,135701,129445,131370,94043,-0.3648057276774541
2015-04-21,133295,133776,127039,127521,47468,-2.92989266955926
2015-04-22,126557,133293,121263,125595,80913,-1.5103394734984825
2015-04-23,125593,127037,119339,120783,84847,-3.8313627134838173
2015-04-24,120303,122227,117896,120303,53585,-0.39740691984799187
2015-04-27,120783,124152,119821,123190,32617,2.3997739042251647
2015-04-28,122227,122708,120302,121265,26048,-1.5626268365938796
2015-04-29,121264,122227,119338,122227,29021,0.7933039211643921
