날짜,시가,고가,저가,종가,거래량,등락률
2015-01-02,6940,6950,6840,6950,407588,0.4335260115606936
2015-01-05,6920,6980,6740,6810,640194,-2.014388489208633
2015-01-06,6720,6780,6670,6750,475501,-0.881057268722467
2015-01-07,6740,6800,6710,6730,344863,-0.2962962962962963
2015-01-08,6760,6890,6740,6850,486430,1.7830609212481425
2015-01-09,6950,7030,6940,6960,653518,1.6058394160583942
2015-01-12,6950,7500,6920,7500,2060968,7.758620689655173
2015-01-13,7450,7500,7300,7360,1124104,-1.866666666666667
2015-01-14,7350,7640,7300,7520,12586077,2.1739130434782608
2015-01-15,7420,7470,7240,7320,977783,-2.6595744680851063
2015-01-16,7270,7290,7100,7120,848186,-2.73224043715847
2015-01-19,7170,7380,7170,7300,1433491,2.528089887640449
2015-01-20,7300,7340,7170,7190,821886,-1.5068493150684932
2015-01-21,7200,7240,6830,6830,1390313,-5.006954102920723
2015-01-22,6850,7020,6850,6910,1341298,1.171303074670571
2015-01-23,7040,7330,7020,7210,2598497,4.341534008683068
2015-01-26,7210,7290,7060,7070,1205362,-1.9417475728155338
2015-01-27,7150,7270,7010,7100,1512438,0.4243281471004243
2015-01-28,7110,7410,7010,7350,1966300,3.5211267605633805
2015-01-29,7320,7480,7240,7390,1558629,0.5442176870748299
2015-01-30,7470,7710,7430,7510,3068884,1.6238159675236805
2015-02-02,7800,7880,7510,7510,3158840,0.0
2015-02-03,7550,7570,7260,7370,1668264,-1.8641810918774968
2015-02-04,7470,7480,7320,7360,667453,-0.13568521031207598
2015-02-05,7360,7400,7180,7400,1249768,0.5434782608695652
2015-02-06,7410,7410,7250,7270,1121168,-1.7567567567567568
2015-02-09,7220,7260,7150,7170,988700,-1.3755158184319118
2015-02-10,7140,7270,7080,7240,775194,0.9762900976290098
2015-02-11,7240,7270,7150,7150,782807,-1.2430939226519337
2015-02-12,7160,7180,7010,7030,974477,-1.6783216783216783
2015-02-13,7080,7190,7080,7090,694289,0.8534850640113799
2015-02-16,7090,7500,7090,7450,1889324,5.077574047954866
2015-02-17,7380,7480,7330,7380,732545,-0.9395973154362416
2015-02-23,7430,7570,7360,7520,1474780,1.8970189701897018
2015-02-24,7480,7560,7430,7520,737547,0.0
2015-02-25,7540,7700,7490,7680,1532474,2.127659574468085
2015-02-26,7700,7720,7610,7640,760477,-0.5208333333333333
2015-02-27,7640,7820,7600,7700,1368279,0.7853403141361256
2015-03-02,7780,7870,7690,7720,1216067,0.2597402597402597
2015-03-03,7800,7820,7640,7710,972959,-0.1295336787564767
2015-03-04,7680,7710,7260,7260,2182613,-5.836575875486381
2015-03-05,7330,7450,7260,7420,945419,2.203856749311295
2015-03-06,7420,7640,7400,7610,1251033,2.560646900269542
2015-03-09,7530,7570,7290,7380,1179045,-3.0223390275952693
2015-03-10,7430,7460,7240,7290,655319,-1.2195121951219512
2015-03-11,7190,7250,7150,7190,926571,-1.3717421124828533
2015-03-12,7190,7410,7170,7200,1051408,0.13908205841446453
2015-03-13,7330,7340,7210,7230,584689,0.4166666666666667
2015-03-16,7230,7230,7110,7150,713292,-1.1065006915629323
2015-03-17,7210,7560,7210,7490,2325034,4.755244755244755
2015-03-18,7540,7690,7450,7470,1852397,-0.26702269692923897
2015-03-19,7650,7690,7500,7540,1780321,0.9370816599732262
2015-03-20,7540,7660,7460,7660,1107672,1.5915119363395225
2015-03-23,7750,8140,7620,8060,4450182,5.221932114882506
2015-03-24,8040,8210,7980,8100,1720290,0.49627791563275436
2015-03-25,8090,8290,8000,8230,2826467,1.6049382716049383
2015-03-26,8120,8230,8070,8070,1447445,-1.9441069258809234
2015-03-27,8140,8170,7910,8100,1477304,0.37174721189591076
2015-03-30,8150,8470,8080,8400,2269605,3.7037037037037033
2015-03-31,8550,8840,8430,8460,3609267,0.7142857142857143
2015-04-01,8440,8680,8380,8620,2245030,1.8912529550827424
2015-04-02,8680,8760,8480,8560,1728232,-0.6960556844547563
2015-04-03,8620,9090,8620,8990,3561395,5.0233644859813085
2015-04-06,9090,9220,8950,9010,2454581,0.22246941045606228
2015-04-07,9050,9120,8850,9010,1714121,0.0
2015-04-08,9000,9840,8930,9380,5910684,4.1065482796892345
2015-04-09,9470,9730,9400,9570,2868462,2.025586353944563
2015-04-10,9690,10900,9650,10650,8783510,11.285266457680251
2015-04-13,10950,11950,10800,11450,10259501,7.511737089201878
2015-04-14,11450,11600,10750,11400,7062416,-0.43668122270742354
2015-04-15,11800,12250,11450,12050,7700434,5.701754385964912
2015-04-16,12300,12350,11600,12100,4324983,0.4149377593360996
2015-04-17,11950,12100,11600,11850,3184121,-2.066115702479339
2015-04-20,11400,12000,11350,11850,4289064,0.0
2015-04-21,12200,12250,11450,11450,3448372,-3.375527426160337
2015-04-22,11450,12200,11150,11650,7509657,1.7467248908296942
2015-04-23,11850,11950,11300,11750,3831631,0.8583690987124464
2015-04-24,11800,11800,11050,11300,3138901,-3.829787234042553
2015-04-27,11400,11850,11350,11550,1999088,2.2123893805309733
2015-04-28,11600,11900,11350,11350,2509181,-1.7316017316017316
2015-04-29,11450,11500,10900,11100,2137743,-2.2026431718061676
2015-04-30,10950,11350,10600,11150,2137866,0.45045045045045046
2015-05-04,11250,11350,10750,10750,1510169,-3.587443946188341
2015-05-06,10450,10550,9720,9900,4905425,-7.906976744186046
2015-05-07,10000,10400,9940,10400,2890297,5.05050505050505
2015-05-08,10400,10550,10250,10350,1318915,-0.4807692307692308
2015-05-11,10650,10850,10500,10500,1943633,1.4492753623188406
2015-05-12,10350,10500,10000,10100,1472749,-3.8095238095238098
2015-05-13,10150,10650,10150,10400,1795961,2.9702970297029703
2015-05-14,10350,10550,10300,10400,889034,0.0
2015-05-15,10650,10650,10000,10000,1589255,-3.8461538461538463
2015-05-18,10100,10250,10000,10150,1259497,1.5
2015-05-19,10200,10350,10050,10150,937605,0.0
2015-05-20,10200,10650,10200,10600,2058271,4.433497536945813
2015-05-21,10550,10650,10250,10350,1176893,-2.358490566037736
2015-05-22,10450,10650,10400,10500,1351371,1.4492753623188406
2015-05-26,10400,10450,10000,10050,1682565,-4.285714285714286
2015-05-27,9950,9990,9710,9750,1717725,-2.9850746268656714
2015-05-28,9930,9950,9670,9700,1267719,-0.5128205128205128
2015-05-29,9630,9930,9500,9560,1178206,-1.443298969072165
2015-06-01,9560,9600,9260,9380,1330355,-1.882845188284519
2015-06-02,9400,9700,9370,9460,1161943,0.8528784648187633
2015-06-03,9600,9840,9460,9550,1423083,0.9513742071881607
2015-06-04,9690,9720,9280,9300,1397348,-2.6178010471204187
2015-06-05,9150,9300,8960,9240,1370762,-0.6451612903225806
2015-06-08,9180,9840,9180,9820,2539580,6.277056277056277
2015-06-09,9780,9860,9600,9730,1027979,-0.9164969450101833
2015-06-10,9820,9900,9540,9590,1121963,-1.4388489208633095
2015-06-11,9720,9970,9290,9510,2668419,-0.8342022940563086
2015-06-12,9550,9700,9100,9200,1561414,-3.2597266035751837
2015-06-15,9170,9270,8840,8950,1086559,-2.717391304347826
2015-06-16,8900,8980,8590,8710,2032194,-2.6815642458100557
2015-06-17,8790,8910,8610,8890,1268134,2.066590126291619
2015-06-18,8930,9060,8700,8760,1423335,-1.4623172103487065
2015-06-19,8950,9340,8910,9180,1932772,4.794520547945205
2015-06-22,9200,9250,9020,9130,812420,-0.5446623093681917
2015-06-23,9380,9550,9330,9360,1855340,2.5191675794085433
2015-06-24,9360,9410,9220,9290,725327,-0.7478632478632479
2015-06-25,9230,9590,9200,9540,1321342,2.6910656620021527
2015-06-26,9460,9570,9380,9440,1100044,-1.0482180293501049
2015-06-29,9110,9160,8830,8890,1504348,-5.826271186440677
2015-06-30,8800,9090,8700,9070,990975,2.0247469066366706
2015-07-01,9100,9230,8960,9180,1249516,1.2127894156560088
2015-07-02,9280,9300,8950,8990,1183593,-2.0697167755991286
2015-07-03,9000,9050,8900,9000,1120363,0.11123470522803114
2015-07-06,8750,8870,8680,8740,1208186,-2.888888888888889
2015-07-07,8860,8980,8700,8890,1030489,1.7162471395881007
2015-07-08,8960,8970,8580,8620,1046191,-3.0371203599550056
2015-07-09,8500,8630,8310,8630,1265312,0.11600928074245939
2015-07-10,8630,8670,8510,8590,996811,-0.4634994206257242
2015-07-13,8590,9040,8570,9040,2068572,5.238649592549476
2015-07-14,9140,9140,8870,8880,1214986,-1.7699115044247788
2015-07-15,9010,9230,8900,8920,1918274,0.45045045045045046
2015-07-16,9020,9100,8910,9080,1682082,1.7937219730941705
2015-07-17,9230,9330,8870,8870,2439186,-2.3127753303964758
2015-07-20,8970,9030,8850,8990,1230827,1.3528748590755355
2015-07-21,9100,9120,8910,8960,1361431,-0.33370411568409347
2015-07-22,8900,9100,8870,8940,1268944,-0.2232142857142857
2015-07-23,9020,9020,8750,8940,854097,0.0
2015-07-24,8860,8930,8800,8810,942173,-1.45413870246085
2015-07-27,8710,8710,8460,8600,1066015,-2.383654937570942
2015-07-28,8530,8960,8530,8850,2203378,2.9069767441860463
2015-07-29,8860,8930,8540,8540,1082684,-3.5028248587570623
2015-07-30,8650,8760,8500,8550,1089558,0.117096018735363
2015-07-31,8550,8610,8450,8580,968902,0.3508771929824561
2015-08-03,8620,8650,8310,8320,980353,-3.0303030303030303
2015-08-04,8370,8560,8360,8460,1288528,1.6826923076923077
2015-08-05,8460,8580,8440,8470,964084,0.1182033096926714
2015-08-06,8550,8940,8520,8730,1968519,3.0696576151121606
2015-08-07,8680,8700,8560,8610,739457,-1.3745704467353952
2015-08-10,8560,8610,8380,8450,696612,-1.8583042973286876
2015-08-11,8560,8570,8130,8130,1547018,-3.7869822485207103
2015-08-12,8060,8100,7720,7890,1807618,-2.952029520295203
2015-08-13,7950,8170,7950,8130,1458148,3.041825095057034
2015-08-17,8150,8270,8030,8080,909103,-0.6150061500615006
2015-08-18,8130,8140,7870,7890,851397,-2.3514851485148514
2015-08-19,7820,7870,7520,7660,1292615,-2.915082382762991
2015-08-20,7660,7740,7570,7580,860327,-1.0443864229765014
2015-08-21,7210,7380,7040,7120,2119798,-6.068601583113456
2015-08-24,7050,7260,6860,7020,2082418,-1.4044943820224718
2015-08-25,7120,7350,6960,7270,2649717,3.561253561253561
2015-08-26,7240,7450,7140,7430,2001281,2.200825309491059
2015-08-27,7540,7540,7310,7340,1614305,-1.2113055181695829
2015-08-28,7470,7570,7430,7510,1292424,2.316076294277929
2015-08-31,7440,7460,7340,7360,925409,-1.9973368841544608
2015-09-01,7300,7340,7170,7180,829705,-2.4456521739130435
2015-09-02,7050,7300,7040,7210,912038,0.4178272980501393
2015-09-03,7330,7340,7070,7090,966472,-1.6643550624133148
2015-09-04,7110,7220,7050,7080,959518,-0.14104372355430184
2015-09-07,7060,7190,7060,7080,607192,0.0
2015-09-08,7130,7170,6910,6970,1180857,-1.5536723163841808
2015-09-09,7100,7610,7100,7600,1946999,9.038737446197992
2015-09-10,7400,7660,7380,7660,1349906,0.7894736842105263
2015-09-11,7640,7800,7530,7650,1272801,-0.13054830287206268
2015-09-14,7750,7750,7430,7500,725041,-1.9607843137254901
2015-09-15,7450,7910,7450,7810,1125801,4.133333333333333
2015-09-16,7930,8130,7910,8040,1455181,2.9449423815621
2015-09-17,8110,8130,7860,7980,1518971,-0.7462686567164178
2015-09-18,8070,8070,7820,7900,1584240,-1.0025062656641603
2015-09-21,7730,7780,7620,7620,963409,-3.5443037974683547
2015-09-22,7660,7920,7640,7840,789526,2.8871391076115485
2015-09-23,7680,7730,7570,7570,852351,-3.4438775510204076
2015-09-24,7640,7680,7570,7610,504237,0.5284015852047557
2015-09-25,7590,7730,7520,7730,545449,1.5768725361366622
2015-09-30,7600,7620,7420,7590,962330,-1.8111254851228977
2015-10-01,7620,7760,7560,7690,725687,1.3175230566534915
2015-10-02,7650,7710,7500,7520,860861,-2.2106631989596877
2015-10-05,7600,7650,7350,7360,1244589,-2.127659574468085
2015-10-06,7490,7530,7340,7360,1199946,0.0
2015-10-07,7390,7480,7350,7410,716481,0.6793478260869565
2015-10-08,7480,7480,7300,7380,974678,-0.4048582995951417
2015-10-12,7440,7700,7420,7620,2369451,3.2520325203252036
2015-10-13,7590,7640,7470,7510,1087625,-1.4435695538057742
2015-10-14,7480,7500,7400,7420,798813,-1.1984021304926764
2015-10-15,7460,7530,7410,7460,1190213,0.5390835579514826
2015-10-16,7530,7550,7420,7530,1048518,0.938337801608579
2015-10-19,7540,7610,7460,7560,980768,0.398406374501992
2015-10-20,7500,7500,7110,7250,2477238,-4.1005291005291005
2015-10-21,7220,7360,7190,7310,1048075,0.8275862068965517
2015-10-22,7280,7280,7100,7100,1206627,-2.8727770177838576
2015-10-23,7200,7240,7160,7170,705548,0.9859154929577465
2015-10-26,7250,7260,7170,7190,621393,0.2789400278940028
2015-10-27,7200,7240,7160,7190,494259,0.0
2015-10-28,7220,7220,7100,7150,468754,-0.5563282336578581
2015-10-29,7180,7210,7120,7150,713317,0.0
2015-10-30,7140,7180,6900,6920,1418711,-3.2167832167832167
2015-11-02,6950,6950,6870,6890,810708,-0.4335260115606936
2015-11-03,6970,7080,6930,7040,937072,2.1770682148040637
2015-11-04,7080,7080,6960,6980,591512,-0.8522727272727272
2015-11-05,6970,7030,6940,7010,442177,0.42979942693409745
2015-11-06,6950,7150,6950,7060,720792,0.7132667617689016
2015-11-09,7060,7060,6870,6870,833737,-2.6912181303116145
2015-11-10,6800,6800,6600,6650,1118032,-3.2023289665211063
2015-11-11,6600,6740,6600,6710,743201,0.9022556390977444
2015-11-12,6680,6710,6630,6700,513441,-0.14903129657228018
2015-11-13,6630,6680,6560,6640,528439,-0.8955223880597015
2015-11-16,6330,6500,6330,6350,895022,-4.367469879518072
2015-11-17,6450,6560,6400,6530,751267,2.8346456692913384
2015-11-18,6540,6640,6500,6550,710431,0.3062787136294028
2015-11-19,6620,6730,6600,6650,448472,1.5267175572519083
2015-11-20,6650,6710,6630,6690,413593,0.6015037593984963
2015-11-23,6700,6750,6650,6660,390447,-0.4484304932735426
2015-11-24,6670,6770,6660,6710,766613,0.7507507507507507
2015-11-25,6700,6730,6590,6590,693299,-1.7883755588673622
2015-11-26,6640,6720,6630,6710,416294,1.8209408194233687
2015-11-27,6710,6770,6640,6660,494291,-0.7451564828614009
2015-11-30,6700,6700,6450,6470,914185,-2.8528528528528527
2015-12-01,6490,6540,6390,6410,1202443,-0.9273570324574961
2015-12-02,6430,6450,6330,6340,959269,-1.0920436817472698
2015-12-03,6310,6350,6270,6320,775444,-0.31545741324921134
2015-12-04,6260,6290,6250,6260,627695,-0.949367088607595
2015-12-07,6340,6360,6210,6220,559284,-0.6389776357827476
