,name,year,quarter,sector,Relative Return,비유동자산 변화율,자본총계 변화율,총포괄손익 변화율,이익잉여금 변화율,매출액 변화율,비유동부채 변화율,특정 증권 등 소유 수 변화율,유동자산 변화율,국제유가 변화율,Label,Code
12,Kia_Corp,2021,Q4,운송장비·부품,-0.0048076715825511734,-0.04719493643300621,-0.03644030644957752,-0.08413042743841159,-0.044341816803188605,-0.22389506974412532,0.016099412070608055,-0.08170155834437054,-0.09216958931193919,-0.08325393584683072,0.03321682132833617,000270
12,S&T_Heavy_Industries,2021,Q4,운송장비·부품,-0.013184753267830154,0.006222020552674956,-0.01019850744949835,-0.08221934776922923,0.00042441629200729025,-0.6623387001991343,0.06704367157758606,0.0,0.03231608570938993,-0.08325393584683072,-0.07328057460380377,003570
11,SsangYong_Motor,2021,Q4,운송장비·부품,0.0,0.01822560674457052,-0.08219607746613389,-0.08219607746613411,0.023091254206008327,-0.057148102480729435,-0.11838908413657978,-0.08219607746613411,-0.07123155944927606,-0.08325393584683072,0.0,003620
11,Hyundai_Motor,2021,Q4,운송장비·부품,-0.07552776098040685,-0.0018925728076000237,0.03390066109424483,0.6674168594553436,0.029730396023319727,-0.24536137461167296,0.08579635100188421,-0.11081754067371818,-0.0553102037565083,-0.08325393584683072,0.06892126025858154,005380
11,SL_Corp,2021,Q4,운송장비·부품,-0.1536565020092372,0.012289089706554734,0.012478626938147053,-0.08221228981824491,0.017412172612859766,-0.21028994655625666,0.014250311003598859,-0.08221228981824513,-0.03542172679839939,-0.08325393584683072,0.1667852980486822,005850
11,Motonic,2021,Q4,운송장비·부품,-0.02065956150967102,0.10728858466018798,-0.016028900466509732,-0.08222380831175746,-0.017637421339599335,-0.10100683242585395,0.16629996782340517,-0.08222380831175746,-0.05285779277621194,-0.08325393584683072,-0.009675769951351887,009680
11,Samsung_Heavy Industries,2021,Q4,운송장비·부품,0.06350740242061936,-0.03106181787092166,-0.39404541903559376,-0.0401342412625858,-0.18977874791849114,-0.23955206870011403,0.4977987816108006,-0.09130737446180537,0.06937410482708262,-0.08325393584683072,-0.07211816626471594,010140
11,Hyundai_Mipo_Dockyard,2021,Q4,운송장비·부품,-0.11524504160334785,-0.020902771516316143,0.03851094725526161,-0.08212649179375431,0.052396831657613996,-0.39440550935403995,0.256543105930511,-0.08212649179375431,0.0351694640501673,-0.08325393584683072,0.030807565168142273,010620
11,Hwashin,2021,Q4,운송장비·부품,-0.056390741674421055,-0.05156650263718343,0.0071042957422925435,-0.08222192517256288,0.01904317486725904,-0.15239476207624758,-0.08012482481387329,0.0,0.061082434510903894,-0.08325393584683072,-0.01693732560000431,010690
12,Hyundai_WIA,2021,Q4,운송장비·부품,-0.13002258247044096,-0.0009285041399136329,-0.006012448852431573,-0.08203409796760974,-0.007396388219139016,-0.09425522205466619,0.048917638028362354,-0.08203409796760974,0.012208071595712355,-0.08325393584683072,0.0351048351378086,011210
12,Hyundai_Mobis,2021,Q4,운송장비·부품,-0.043189964150680035,-0.024382330163576604,-0.01103916243736247,-0.058653182130396164,-0.011821221060128506,-0.21121954843713242,-0.013311321430032219,-0.09060550472348483,-0.07595759287475667,-0.08325393584683072,0.019294558457966706,012330
11,Hanwha_Aerospace,2021,Q4,운송장비·부품,0.15628696551065285,0.001503803412487903,0.006314411624038785,-0.08009793942101551,0.009297279934632474,-0.3415032094992436,0.008387023755248246,-0.07799588855571837,0.04962911930027014,-0.08325393584683072,-0.024700936133858934,012450
11,Sejong_Industrial,2021,Q4,운송장비·부품,0.3207768477975738,0.010735627277530524,-0.01950132830058604,-0.08222257815059253,-0.02369566347861185,-0.1605854737587562,0.39943783000429767,-0.08222257815059253,0.005069512487360539,-0.08325393584683072,-0.26381271853348853,033530
11,Daewoo_Shipbuilding_&_Marine_Engineering,2021,Q4,운송장비·부품,-0.162687268097769,0.03455370499134969,0.14292124995578803,-0.08005447867777149,-0.5279535145491285,-0.4098684732844682,0.2908825374795202,-0.08174475531442726,-0.08741226562346527,-0.08325393584683072,-0.11678466484926354,042660
11,Korea_Aerospace_Industries,2021,Q4,운송장비·부품,0.0950721274661148,-0.054072490529191386,0.01287143510480293,-0.08217806538435468,0.02436147326928295,-0.7954641991882856,0.02895691884551621,-0.08217806538435468,-0.0445703573237306,-0.08325393584683072,0.00269497299570892,047810
11,Hyundai_Rotem,2021,Q4,운송장비·부품,0.07973765126846208,-0.00949557336231166,0.07412157717517753,-0.08209903669027074,0.3658623865434648,-0.09705398099146212,0.0029636862393453978,-0.08209903669027074,0.045463363532457834,-0.08325393584683072,-0.1145168948776868,064350
12,S&T_Motiv,2021,Q4,운송장비·부품,-0.19660109496832223,-0.011631120233664749,-0.020613466386562473,-0.08221903155531707,-0.03345892748246104,-0.19666767066931135,0.05122161267891168,-0.08221903155531707,-0.01028053126828432,-0.08325393584683072,-0.047497244976356684,064960
