,name,year,quarter,sector,Relative Return,비유동자산 변화율,자본총계 변화율,총포괄손익 변화율,이익잉여금 변화율,매출액 변화율,비유동부채 변화율,특정 증권 등 소유 수 변화율,유동자산 변화율,국제유가 변화율,Label,Code
5,Kia_Corp,2023,Q3,운송장비·부품,0.040187485027052924,-0.03044645473826524,-0.016145357304431007,0.7613204981664331,-0.017826781486528498,0.19364416555203,0.01967035529074701,1.0,0.03337396452531538,-0.106533304958502,-0.04557076974184312,000270
5,S&T_Heavy_Industries,2023,Q3,운송장비·부품,0.15223841790739995,-0.03512418415978291,-0.01450551352584406,0.42314535760826755,-0.01433825056184368,-0.4148458955599579,0.009165846860064275,0.0,0.015557291610966306,-0.106533304958502,0.11909660520852336,003570
4,SsangYong_Motor,2023,Q3,운송장비·부품,0.0,0.0013260205892290378,-0.1616173198124895,-8.228386333925027,0.024384943858379082,-0.017157037839647282,-0.02735021337567578,-58046.49340369393,-0.16565145510349488,-0.106533304958502,0.2155718074862131,003620
4,Hyundai_Motor,2023,Q3,운송장비·부품,0.07293280071542572,-0.013752137327849967,-0.023558274787988998,0.3108255028156055,-0.025296907894128084,0.1345040421500232,0.016399159893143,0.8224442736356649,0.0663599343630662,-0.106533304958502,-0.03921365589319007,005380
4,SL_Corp,2023,Q3,운송장비·부품,0.2511177024607714,-0.03533251584832375,-0.029664699082436075,0.27146734371779924,-0.043458026998584476,0.09947865092856911,-0.09160399634252281,-0.0015370402614989231,0.01671865254374927,-0.106533304958502,-0.07909643023379576,005850
4,Motonic,2023,Q3,운송장비·부품,-0.0709768107998196,0.06800711991987074,-0.01406217336104909,0.20068154409068995,-0.015277497858225297,0.07256871392814757,-0.1801624573521836,-0.0015360156852279871,-0.031872490250790975,-0.106533304958502,0.04094105691778537,009680
4,Samsung_Heavy Industries,2023,Q3,운송장비·부품,0.22235875097680685,0.00797476543303266,-0.044848475501831686,-10.82952847258571,0.011174575388524066,-0.04680040025645549,0.3194615120565423,1.0,-0.19426907847217034,-0.106533304958502,0.20475562390057636,010140
4,Hyundai_Mipo_Dockyard,2023,Q3,운송장비·부품,0.13739650602420145,-0.016840279058923713,-0.004253701249808284,1.3826679070886236,-0.005822317763642726,0.03602718704286434,-0.28663709940143556,-0.001548786436699423,-0.010585062636454756,-0.106533304958502,0.022071009395182348,010620
4,Hwashin,2023,Q3,운송장비·부품,0.37135581744830165,0.08402302329310785,-0.08953471820934689,-0.693034611305652,-0.0665414200857255,0.17487063225224142,0.03097907625866736,0.0,-0.15397101135892988,-0.106533304958502,-0.25748963418925974,010690
5,Hyundai_WIA,2023,Q3,운송장비·부품,0.13804349751377493,0.008203369058489951,-0.013874247670639495,-0.4791653606478994,-0.01703750823946648,0.09667336158620432,0.0047601802391581405,0.9999489997799527,-0.07425683294034413,-0.106533304958502,-0.01786981900718452,011210
5,Hyundai_Mobis,2023,Q3,운송장비·부품,0.028200916784374502,-0.014963206095756076,-0.01479366115913705,0.033770277301717555,-0.01963096330097791,0.11963529774796511,0.09025644269620958,-0.0020729007868947047,0.07389801027604959,-0.106533304958502,0.06980107540889191,012330
4,Hanwha_Aerospace,2023,Q3,운송장비·부품,0.22959474154592163,-0.037956919612539775,0.027658888009005955,1.4508375760946457,0.03703072317741973,-0.17263508069131528,-0.1482575627449052,-0.2558941920644049,-0.04565042552554255,-0.106533304958502,-0.1429918875468178,012450
4,Sejong_Industrial,2023,Q3,운송장비·부품,0.38220489121909174,-0.002560896260550116,-0.0005325614372655441,0.9645355746519726,-0.004331733642342295,0.14211603575383447,0.0007632974267828274,-0.0015357013603061187,0.002368532516815236,-0.106533304958502,-0.29351084464821015,033530
4,Daewoo_Shipbuilding_&_Marine_Engineering,2023,Q3,운송장비·부품,0.4683795563536634,-0.002782813859010025,-0.09832390314589778,9.117842404825247,0.06437533834429643,-0.07206497456697059,0.010460639153425766,-0.0,0.06613101585317749,-0.106533304958502,-0.036103824275794026,042660
4,Korea_Aerospace_Industries,2023,Q3,운송장비·부품,0.0752232562204367,0.0015658334993953194,-0.03718294291918167,0.1093852671817035,-0.0639178144757111,-0.37715477316027335,0.012077549391689257,0.23784163654276436,0.08374126056553821,-0.106533304958502,-0.04802797860459645,047810
4,Hyundai_Rotem,2023,Q3,운송장비·부품,0.3546810562373578,0.004351926658800909,-0.029796451930740098,0.348834804936887,-0.213670176628459,0.07345466496293585,0.4193269617440635,-0.0,-0.0031019530575768783,-0.106533304958502,-0.2050754704985503,064350
5,S&T_Motiv,2023,Q3,운송장비·부품,0.08346264405804531,-0.01065694923768934,-0.023547421139885394,-0.04810775384052457,-0.02677952288574592,0.04672552880584924,-0.013039053342432272,-0.0015360520897458319,0.006625824395680158,-0.106533304958502,-0.1359820814102587,064960
