,name,year,quarter,sector,Relative Return,비유동자산 변화율,자본총계 변화율,총포괄손익 변화율,이익잉여금 변화율,매출액 변화율,비유동부채 변화율,특정 증권 등 소유 수 변화율,유동자산 변화율,국제유가 변화율,Label,Code
2,Kia_Corp,2024,Q2,운송장비·부품,0.062069393539808525,-0.04971047852352117,-0.06884467729275645,-0.05165577919707065,-0.0689132388565008,-0.06070710412465741,0.013483022940144807,0.04252673464312362,0.06705027273294395,-0.01979840167061564,0.14907469454899233,000270
2,S&T_Heavy_Industries,2024,Q2,운송장비·부품,0.16287536263846056,-0.020651059213598222,-0.06932868663561753,-2.301913065778425,-0.0687702599315807,-0.32402685639068074,0.2939102728178131,0.0,0.010338887897581306,-0.01979840167061564,0.2719080204629476,003570
1,SsangYong_Motor,2024,Q2,운송장비·부품,-0.3056702145223802,-0.026246038477983014,-0.02849074356627468,0.43849627847711203,0.028968659191359603,0.0233016979335966,0.011822941102961781,-0.0,-0.056825415480397545,-0.01979840167061564,-0.21994131959881874,003620
1,Hyundai_Motor,2024,Q2,운송장비·부품,0.10240342694314886,-0.03617243936155523,-0.0384032669846639,0.2938013131150714,-0.04239285924040215,-0.1547476310653424,-0.018943724086082803,-24.52303359485013,0.0016085985828115934,-0.01979840167061564,0.24115519120265563,005380
1,SL_Corp,2024,Q2,운송장비·부품,-0.17711233975957183,0.016246433315580844,-0.04533084195377812,-0.06956309250379844,-0.06488062322732735,-0.08746195088713726,-0.22777274030485706,-0.3848142315151266,-0.047045762743948005,-0.01979840167061564,0.3967886156583712,005850
1,Motonic,2024,Q2,운송장비·부품,-0.07763196790068336,0.020298004975139117,-0.01672707609345081,-0.027058004378148093,-0.0188681368411292,-0.032862342548711565,0.014485973024313759,-1457.8314705882353,-0.022715772568375314,-0.01979840167061564,0.08489642829969438,009680
1,Samsung_Heavy Industries,2024,Q2,운송장비·부품,0.05345420944075346,-0.028208259536337987,-0.06280803840761529,-0.2217861683163862,0.025811324371774358,-0.0886535177516512,-0.024100576100451798,-84.71428571428571,-0.018500884517164362,-0.01979840167061564,0.07036875792056113,010140
1,Hyundai_Mipo_Dockyard,2024,Q2,운송장비·부품,-0.3211090894028254,-0.02636593604256232,-0.012231135521482361,-11.388288971179097,-0.01744456509775194,-0.12827046939957132,-0.07792508670186793,0.555921052631579,0.01683716089877829,-0.01979840167061564,0.48315945559497975,010620
1,Hwashin,2024,Q2,운송장비·부품,-0.27441217339861124,-0.12185795007593736,-0.06308305108222356,0.2518699079588085,-0.04805883631650332,-0.05959621541681148,0.1776924932016426,0.0,-0.02332103325361823,-0.01979840167061564,0.3684206496248305,010690
2,Hyundai_WIA,2024,Q2,운송장비·부품,-0.18009417765602073,0.0006641255400414714,-0.010047722060107178,-0.3020008928933804,-0.012279836814936163,-0.019400733273441162,-0.024864420939354037,-0.0,0.034616118563115195,-0.01979840167061564,-0.009884022665889839,011210
2,Hyundai_Mobis,2024,Q2,운송장비·부품,0.03404446338721879,-0.02654350514862247,-0.019220523474362317,0.09171630629240501,-0.016340168222463758,-0.06730516883420368,-0.0008595609163886131,-21.0,0.0008211043079007219,-0.01979840167061564,-0.04014151527880668,012330
1,Hanwha_Aerospace,2024,Q2,운송장비·부품,0.5888810257026449,-0.006602788555958972,-0.046791071275524176,-9.270924069261048,-0.061221122366269976,-0.7881985876153965,-0.02616133653909114,-0.0,-0.22333669807738432,-0.01979840167061564,0.18847661236844718,012450
1,Sejong_Industrial,2024,Q2,운송장비·부품,-0.06284643137601639,-0.01727759635294368,-0.024512546004269886,0.3172181151563104,-0.029369401539737883,0.07447119349612141,0.016555619149358658,-1.072593382715716,-0.03961614106546851,-0.01979840167061564,-0.0644595920240679,033530
1,Daewoo_Shipbuilding_&_Marine_Engineering,2024,Q2,운송장비·부품,0.04635358736674588,-0.043436746982739693,0.011712034424319562,2.0040794691586266,-0.15077608273236542,-0.12859632533848764,-0.02859071878738839,0.9999998039142735,-0.12354914667139649,-0.01979840167061564,0.09004351356599422,042660
1,Korea_Aerospace_Industries,2024,Q2,운송장비·부품,-0.01899779133499159,-0.008736469223160848,-0.034261440818694755,-0.34895004599644364,-0.055205353604692586,-0.19825893131913208,-0.369248161685946,0.5182630600371858,-0.07806493089506161,-0.01979840167061564,-0.0015148739069359828,047810
1,Hyundai_Rotem,2024,Q2,운송장비·부품,0.3195153616003017,0.007779632464360198,-0.06441169664417634,-0.9671489088231711,-0.3178005189722195,-0.4292217062761092,0.40118832792258463,-0.0,0.042737615654566796,-0.01979840167061564,0.08735431351108258,064350
2,S&T_Motiv,2024,Q2,운송장비·부품,0.002336547518745534,0.02335255602652897,-0.0039233172092230095,0.01759197278495217,-0.032947357437855596,-0.07879222702716038,0.028996155941102386,-0.05808106209310204,-0.03826218326875397,-0.01979840167061564,0.07516009172729524,064960
