,name,year,quarter,sector,Relative Return,비유동자산 변화율,자본총계 변화율,총포괄손익 변화율,이익잉여금 변화율,매출액 변화율,비유동부채 변화율,특정 증권 등 소유 수 변화율,유동자산 변화율,국제유가 변화율,Label,Code
4,Kia_Corp,2023,Q4,운송장비·부품,-0.04557076974184312,-0.02892155356854409,-0.03400036078110702,-13.862380608203763,-0.03429050885086582,-0.11536243274480174,0.013074627486048707,0.0,-0.009973745852309479,0.03388722209400741,0.12034427991284037,000270
4,S&T_Heavy_Industries,2023,Q4,운송장비·부품,0.11909660520852336,-0.02150738172388955,-0.024255449780284266,-1.9152825906404138,-0.023270596224600704,-0.1147772812965775,-0.28849060980953456,0.0,-0.06033801506758696,0.03388722209400741,0.16466826297567982,003570
3,SsangYong_Motor,2023,Q4,운송장비·부품,0.2155718074862131,-0.08729499598610357,0.060628118009745324,2.8378459048261155,-0.06987419688104368,0.2800737675971513,-0.007443759840868092,-0.0,0.001805898690007357,0.03388722209400741,-0.09327457758721003,003620
3,Hyundai_Motor,2023,Q4,운송장비·부품,-0.03921365589319007,-0.016633719896874677,-0.007197481090390756,-1.9959971267754226,-0.004321114950607052,-0.1603185891386152,0.0053564984492457945,1.0,0.03113450921752703,0.03388722209400741,-0.02722121169952256,005380
3,SL_Corp,2023,Q4,운송장비·부품,-0.07909643023379576,0.01962750026224569,-0.010185569654284521,-2.282020426919263,-0.016111319111251632,-0.07835273359499872,0.09810279949495937,-0.059024652351454154,-0.08310944822870958,0.03388722209400741,0.004216535172054434,005850
3,Motonic,2023,Q4,운송장비·부품,0.04094105691778537,-1.308483079757086,-0.016693480784765402,-2.3111804382150827,-0.018563362380285442,-0.011168070651115913,-0.07005899793813408,-0.05902841290120664,0.30383313811417334,0.03388722209400741,-0.18045453706409342,009680
3,Samsung_Heavy Industries,2023,Q4,운송장비·부품,0.20475562390057636,-0.06046287716517007,0.1296801935914491,2.644001230398634,-0.1542631719374834,-0.1851289247260417,0.2367043377380662,0.0,0.1350911165259956,0.03388722209400741,-0.10966802021016085,010140
3,Hyundai_Mipo_Dockyard,2023,Q4,운송장비·부품,0.022071009395182348,-0.00566217569731986,0.06387978129242566,20.87314458244991,0.09112874669814175,-0.10933866033367767,-0.7500641463720528,0.9993977324291956,-0.023562143033865723,0.03388722209400741,-0.07807628266459585,010620
3,Hwashin,2023,Q4,운송장비·부품,-0.25748963418925974,-0.12425188563965284,0.02256607895943563,0.16416778854994363,0.009553216000558251,-0.14638417920682212,-0.11701413711791231,0.0,-0.010950124617986834,0.03388722209400741,-0.026532628286170354,010690
4,Hyundai_WIA,2023,Q4,운송장비·부품,-0.01786981900718452,0.008783061411771098,0.016107676823988837,-0.11320414601171702,0.014614484786282467,-0.031071756760782554,-0.09715297385998234,-0.0,0.09511930563500026,0.03388722209400741,-0.06973191797373912,011210
4,Hyundai_Mobis,2023,Q4,운송장비·부품,0.06980107540889191,-0.017673370035708347,-0.010563849329467967,-0.8560326971385106,-0.0040574939431294865,-0.0458946763080732,0.035140467599083514,-0.06114718207005154,0.008563779315127973,0.03388722209400741,-0.08811629607222982,012330
3,Hanwha_Aerospace,2023,Q4,운송장비·부품,-0.1429918875468178,-0.08685449707865134,-0.075340173226494,10.138318109968615,-0.0690232880817383,-1.1830897096875685,0.05865006619043167,-0.5708180708180708,0.041979681536767566,0.03388722209400741,0.0840092245440469,012450
3,Sejong_Industrial,2023,Q4,운송장비·부품,-0.29351084464821015,-0.03697111362691552,0.04130992573948267,-47.79818301069038,0.048505755235711434,0.0814844801576835,-0.20364528123114267,-0.059028322412858714,0.029780951202377892,0.03388722209400741,-0.14850297166647153,033530
3,Daewoo_Shipbuilding_&_Marine_Engineering,2023,Q4,운송장비·부품,-0.036103824275794026,-0.0343962334140413,-0.6660286507888418,2.2927886903418395,0.043762653659967676,-0.1348208454640305,0.13440620072625586,0.17759678011200775,-0.061114186308223406,0.03388722209400741,-0.29737028558232914,042660
3,Korea_Aerospace_Industries,2023,Q4,운송장비·부품,-0.04802797860459645,-0.006238013836370904,-0.06790252687442444,-1.6921331895521718,-0.11379190763122726,-0.4961267952021058,-0.11423108534014492,0.001458993411254994,0.023442357586725082,0.03388722209400741,-0.0840269945691352,047810
3,Hyundai_Rotem,2023,Q4,운송장비·부품,-0.2050754704985503,-0.031076818949361318,-0.022684946525847627,-1.3991795095340263,-0.13888891680439874,-0.04014218095944444,0.11188535073315464,-0.0,-0.06730802998685093,0.03388722209400741,-0.1441507788308505,064350
4,S&T_Motiv,2023,Q4,운송장비·부품,-0.1359820814102587,0.09682344661637465,0.006701813129751266,-1.1402000764665199,0.0011582955227871228,-0.029948248955095957,0.1597436928015743,-0.059018763160159526,0.05672709754520244,0.03388722209400741,-0.11882629179454184,064960
