,name,year,quarter,sector,Relative Return,비유동자산 변화율,자본총계 변화율,총포괄손익 변화율,이익잉여금 변화율,매출액 변화율,비유동부채 변화율,특정 증권 등 소유 수 변화율,유동자산 변화율,국제유가 변화율,Label,Code
18,Kia_Corp,2020,Q2,운송장비·부품,-0.2154208114690407,-0.006722978302771576,-0.008304395482893412,0.1577624415408072,-0.008634321083591079,-0.061424711222518136,-0.1092892085898105,0.13041143363151475,-0.24047897002975605,0.41825270948982285,0.034535833219362266,000270
18,S&T_Heavy_Industries,2020,Q2,운송장비·부품,0.011578074870504967,0.03864329169999481,-0.004156263838766661,0.1429946692070727,-0.00878834666409034,0.06041326517776302,-0.00794580245908505,0.0,-0.0658018929768589,0.41825270948982285,-0.27731220149648517,003570
17,SsangYong_Motor,2020,Q2,운송장비·부품,-0.12057623542145715,0.0597914429605686,0.1429410488521785,0.1429410488521784,-0.015617971817980969,-0.0876408755396636,-0.09614393424300038,0.1429410488521785,-0.3054995225467614,0.41825270948982285,1.0722125071959392,003620
17,Hyundai_Motor,2020,Q2,운송장비·부품,-0.07193212122710371,-0.00754007063277351,-0.011198993354321063,0.10990457245224283,-0.00960252752191959,-0.07593327340705724,-0.24405818081861685,0.1841819782385693,-0.029906454431202878,0.41825270948982285,-0.09183566010616341,005380
17,SL_Corp,2020,Q2,운송장비·부품,-0.07968494730650569,-0.00789339676289269,-0.00198637433820692,0.1429790059990712,-0.0030525765884390488,0.16180424576693941,-0.03003704670465157,0.1429790059990712,0.03803734878379239,0.41825270948982285,-0.11757050549484868,005850
17,Motonic,2020,Q2,운송장비·부품,-0.054423079042736855,0.1123460550844968,-0.005844669737351538,0.14300131273183248,-0.007102552566930376,0.05821719012878657,0.28761974703624626,0.14300131273183248,-0.015098839726304325,0.41825270948982285,-0.07494454091589935,009680
17,Samsung_Heavy Industries,2020,Q2,운송장비·부품,-0.2684792597426805,0.03290365030485276,0.14136482418131224,0.10172949831107081,0.6470361842916243,0.07381164160097309,0.1220603075849912,0.15385759479448313,0.0657531982653049,0.41825270948982285,0.3479148702342794,010140
17,Hyundai_Mipo_Dockyard,2020,Q2,운송장비·부품,-0.22030820331898457,0.005642275636833505,-0.0005376629084876683,0.14280634144547022,-0.0009843260384028163,0.07142930667536584,0.017738104356887496,0.1428063414454701,-0.0448305564546807,0.41825270948982285,-0.03222168913184967,010620
17,Hwashin,2020,Q2,운송장비·부품,-0.2698217767481187,-0.03132419234089978,0.03970802822285502,0.14299686695631342,0.037259815689697495,0.07355309088089046,-0.3291370685834334,0.0,-0.0764626899442793,0.41825270948982285,-0.08084793363041823,010690
18,Hyundai_WIA,2020,Q2,운송장비·부품,-0.27112543063410377,0.00015715714279218584,0.006062420718475736,0.14266336719624395,0.008319848424199638,0.2475462346143491,-0.007933317497152537,0.14266336719624406,0.012647560175681805,0.41825270948982285,0.1055278050539119,011210
18,Hyundai_Mobis,2020,Q2,운송장비·부품,-0.13897818464751968,-0.014113644223368471,-0.009355438794948823,0.10089217102357939,-0.00986354221334551,0.039197111273783114,-0.031972105371698145,0.1505548970697167,0.0391423370228654,0.41825270948982285,-0.04263730921289727,012330
17,Hanwha_Aerospace,2020,Q2,운송장비·부품,-0.22283420513190624,-0.004421591303990002,0.004154089104276393,0.13952288865901952,0.005846962450656634,0.26905925405609565,0.003525368181718669,0.1360912466754669,-0.01835605252259409,0.41825270948982285,0.025147022640906375,012450
17,Sejong_Industrial,2020,Q2,운송장비·부품,-0.16421327343764694,0.007356456981769233,0.039635660792548766,0.1429994547818092,0.048071875034276124,0.1691914942718198,0.4287597883153973,0.1429994547818092,-0.023478192955957322,0.41825270948982285,0.5967265444366707,033530
17,Daewoo_Shipbuilding_&_Marine_Engineering,2020,Q2,운송장비·부품,-0.32204599057363603,0.01808706092351453,-0.012929665159506998,0.15726722394128412,-0.07511358181548511,-0.004152333043158096,0.20954362386056768,0.14517499863892636,-0.0020849167302454674,0.41825270948982285,0.8381494445319606,042660
17,Korea_Aerospace_Industries,2020,Q2,운송장비·부품,-0.19062047100049748,-0.05895889136011867,-0.033971644731729755,0.14245146288602661,-0.06820997283044106,0.13219846502794186,-0.20425643417098094,0.14245146288602673,-0.14145412614412378,0.41825270948982285,-0.05396353928912734,047810
17,Hyundai_Rotem,2020,Q2,운송장비·부품,-0.006913049389850073,0.037249468145993836,-0.06616427627905552,0.14278630840375395,0.27590085581414725,-0.027189038584809033,-0.02890980558511158,0.14278630840375406,-0.044443715028095854,0.41825270948982285,0.08337620430061626,064350
18,S&T_Motiv,2020,Q2,운송장비·부품,-0.16458737834565804,0.06846134982216501,-0.010591378009726427,0.1429882021049288,-0.013105446173089064,0.15414162886852045,0.023749419709476305,0.1429882021049289,-0.09564260165400995,0.41825270948982285,0.1774832453808916,064960
