,code,name,sector,year,quarter,F_유동자산 변화율,F_비유동자산 변화율,F_자산총계 변화율,F_유동부채 변화율,F_비유동부채 변화율,F_부채총계 변화율,F_이익잉여금 변화율,F_자본총계 변화율,F_매출액 변화율,F_영업이익 변화율,F_법인세차감전 순이익 변화율,F_당기순이익 변화율,F_당기순이익(손실) 변화율,F_총포괄손익 변화율,F_자본금 변화율,M_소비자물가지수 변화율,M_환율 변화율,M_GDP 변화율,M_금리 변화율,M_수출액 변화율,M_실업률 변화율,M_국제유가 변화율,K_전체 주주 수 변화율,K_보유 주식 수 변화율,K_전체 주식 수 변화율,K_접수일자 변화율,K_특정 증권 등 소유 수 변화율,K_특정 증권 등 소유 증감 수 변화율,K_1인평균급여 변화율,K_기초 소유 주식 수 변화율,K_기초 소유주식 지분율 변화율,K_기말 소유주식 수 변화율,K_기말 소유주식 지분율 변화율,K_발행할 주식 총수 변화율,K_현재까지 발행한 주식 총수 변화율,K_현재까지 감소한 주식의 총수 변화율,K_주식 수 감소 변화율,K_이익 소각 변화율,K_상환주식의 상환 변화율,K_기타 변화율,K_발행주식의 총수 변화율,K_자기주식수 변화율,K_유통주식수 변화율,K_증자주식수 변화율,K_주식액면가액 변화율,K_발행금액 변화율,Relative Return,Label,Code
0,270,Kia_Corp,운송장비·부품,2024,Q4,-0.03776906468984875,-0.050913565677745964,-0.046038596806724286,-0.013762815196724842,-0.22271167335343245,-0.06191454031610055,-0.030034873143645502,-0.0373484623599345,-0.06941172197326484,-0.20232188288570363,-0.004844641724793819,-0.03136521710594575,-0.03136521710594575,-0.08802032665415394,-0.0,0.3042295219022835,-0.00994258028115369,-0.03541646065480286,0.16557154873523727,0.18419408545938087,-0.5972684129625287,0.19967782287669522,0.0008242920813779087,-0.12102163968899204,0.055506630931207,0.0,0.5144585887815059,1.2094370694997352,0.11175098383674642,-0.18214694654502095,-0.18207052901552823,-0.1822012764955463,-0.17397282802551284,-0.13970504326822475,-0.1397050432682252,-0.12184506805593132,-0.13970504326822497,-0.019351098388546983,0.0,0.0,-0.1474341332802913,0.08566855418405706,-0.15086847513502977,-0.1397050432682252,-0.13970504326822475,-0.13970504326822497,-0.12006220668685197,-0.12006220668685197,000270
1,270,Kia_Corp,운송장비·부품,2024,Q3,-0.005898577966858332,-0.026831420842948983,-0.0189670873929475,-0.007123256736157657,0.032260779953354635,0.002234296481926412,-0.03314244324037774,-0.030958316331177516,0.10463649117164553,0.49821355740338436,0.5035046148237751,0.4992754424508564,0.4992754424508564,0.5193581707440722,-0.0,0.2377021247854798,0.011538677997511404,-0.0009958598205548341,0.11983510689291532,0.0051857654838392,0.09523809523809512,0.05674568795778523,-0.0,-0.0,-0.0,0.0,-0.9362857142857144,12.16326530612245,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.14907469454899233,-0.12006220668685197,000270
2,270,Kia_Corp,운송장비·부품,2024,Q2,0.06705027273294395,-0.04971047852352117,-0.0025707191889901004,0.11956641184148353,0.013483022940144807,0.0964818420720236,-0.0689132388565008,-0.06884467729275645,-0.06070710412465741,-0.18670865758034227,-0.08958269464855273,-0.03966983131421986,-0.03966983131421986,-0.05165577919707065,-0.0,0.110334699467731,-0.030762850791552276,0.0022763832415567675,-0.02546205269366908,-0.05808429975732232,3.3306690738754696e-16,-0.01979840167061564,-0.0,-0.0,-0.0,0.0,0.04252673464312362,1.0849086326402015,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.062069393539808525,0.14907469454899233,000270
3,270,Kia_Corp,운송장비·부품,2024,Q1,-0.037639146727964645,-0.025303976201987766,-0.030248577902286966,-0.17711797880001368,0.07181180067969517,-0.11220944622299123,0.0020517430325991404,0.01816165369158007,-0.06536827340493478,-0.8118198867301247,-0.9992903413508638,-1.0197517324731353,-1.0197517324731353,0.7185655656774081,-0.0,0.11265192787422551,-0.006272868624748851,-0.013001130867663191,0.12136131985833976,-0.023680694141577696,0.011764705882352788,0.008599753155233536,-0.0,-0.0,-0.0,0.0,0.48138815750151787,-0.7192797030029989,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.12034427991284037,0.062069393539808525,000270
4,270,Kia_Corp,운송장비·부품,2023,Q4,-0.009973745852309479,-0.02892155356854409,-0.021241513233169584,-0.005163569740978424,0.013074627486048707,-0.00034329717321601727,-0.03429050885086582,-0.03400036078110702,-0.11536243274480174,-1.1625153999471078,-0.9011719913421696,-1.370423833534864,-1.370423833534864,-13.862380608203763,-0.18231519933718632,-0.10965773361610065,-0.0065457565880464585,-0.004550077278224318,-0.00757180156657955,-0.05902989272759007,-0.0625,0.03388722209400741,0.3632158909670872,0.004961488722627916,0.008188071330484603,0.0,0.0,1.2182435218370389,-0.14356435643564347,-1.3849711517410768e-05,-0.0,5.539807882204428e-06,-0.008419870895312931,-0.0,-0.0,-0.019447767595678123,-0.0,-0.1475175111111111,0.0,0.0,0.008188071330484603,-0.3168114455146078,0.011781494362640976,-0.0,-0.0,-0.0,-0.04557076974184312,0.12034427991284037,000270
5,270,Kia_Corp,운송장비·부품,2023,Q3,0.03337396452531538,-0.03044645473826524,-0.0035891965505168155,0.015110749033371285,0.01967035529074701,0.016319950756229384,-0.017826781486528498,-0.016145357304431007,0.19364416555203,0.804187475212885,0.8887635776591876,0.9192658143583639,0.9192658143583639,0.7613204981664331,0.002064859067196334,0.028955398190522508,0.0021566395604083466,-0.007533279773421997,-0.11207897793263655,-0.001535787938867772,-0.03896103896103886,-0.106533304958502,-0.0,-0.0,-0.0,0.0,1.0,-1.6724587315377932,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.040187485027052924,-0.04557076974184312,000270
6,270,Kia_Corp,운송장비·부품,2023,Q2,-0.1982517803420154,-0.014894273231845334,-0.08474660940234147,0.09246336629674123,0.05520769075296239,0.08287251363876547,-0.24243343749077484,-0.2260697350650236,-0.15867979199937698,-1.689523744819621,-4.281434827448018,-5.252932170062516,-5.252932170062516,-0.028896820034711945,-0.056098595784958016,0.3075171004307199,-0.031973087460080984,-0.005514657406169521,-0.0022310602386272915,-0.03581912791841346,0.04938271604938271,0.03519218134034163,-0.0,-0.0,-0.0,0.0,0.12262593235338848,-7.532652226810338,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.23717992488904066,0.040187485027052924,000270
7,270,Kia_Corp,운송장비·부품,2023,Q1,-0.00787650730045475,0.0031796860424185835,-0.0010035866508226743,-0.09969999018290676,0.050733992509327086,-0.056594637514185475,0.02628571866586582,0.041514311221162004,-0.07922279582539993,0.17485433185358557,-0.0010695385728076712,-0.04300428215427621,-0.04300428215427621,0.06842099327053475,0.04872868183952628,0.11353477832962133,0.06294645789640896,-0.004395562960080701,0.12061758935426237,0.06497623491867566,0.05813953488372092,0.08337411073888668,-0.0,-0.0,-0.0,0.0,0.06109559261412156,-0.10641196790136664,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.19788245796038514,0.23717992488904066,000270
8,270,Kia_Corp,운송장비·부품,2022,Q4,-0.08866328790777889,0.005708178307498146,-0.028009270501557326,-0.08014333019330233,0.0855634858507861,-0.026825938756966705,-0.03590535857151678,-0.028916164598767224,-0.09359007760171578,-2.612442916594943,-10.467772542558016,-7.736851204035144,-7.736851204035144,0.09072409758820654,0.05780072179683404,0.11456608043309557,-0.01431559495807777,0.004520310424048435,-0.11445954938682568,0.08414558489005308,-0.023809523809523725,0.12070563315019511,-0.039391833624969674,0.01309028350349517,-0.0,0.0,0.07862857058540862,-0.31793913846795996,-0.11602209944751385,-0.0,-0.0,-1.3849711517410768e-05,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.00014371670346813303,1.5888019997412073e-06,-0.0,-0.0,-0.0,0.00454756273282908,-0.19788245796038514,000270
9,270,Kia_Corp,운송장비·부품,2022,Q3,0.08149638554298655,-0.04554982587886869,0.0036870651016602807,0.04488808084877072,-0.03604738858779166,0.02026185794884816,-0.01122153982334062,-0.00940028060140885,-0.0700643467933959,0.4272690763634466,0.8524367355747822,0.8199996339074884,0.8199996339074884,-0.029514088514085657,-0.02189815631703218,-0.09093510066157107,-0.06411636151380273,-0.003895125891120621,-0.0359464250541639,-0.02779144307122383,0.023255813953488302,0.11299650647329962,-0.0,-0.0,-0.0,0.0,-0.026576354102353594,0.057475466740812275,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.21054465270270062,0.00454756273282908,000270
