,name,sector,year,quarter,유동자산변화율,비유동자산변화율,자산총계변화율,유동부채변화율,비유동부채변화율,부채총계변화율,자본금변화율,이익잉여금변화율,자본총계변화율,매출액변화율,영업이익변화율,법인세차감전 순이익변화율,당기순이익변화율,당기순이익(손실)변화율,Label,Code
0,S-1_Corporation,Financials,2024,Q3,-0.06244013935495274,0.0048821705005434035,-0.027952953582857765,0.0013881623114282426,-0.06237320534474322,-0.01224341437923182,-0.0,-0.035159142458960346,-0.03338582812478341,0.01220847046398632,-0.19255248648316003,-0.033540384406079315,-0.22669040554437792,-0.22669040554437792,-0.06132159877075339,012750
1,S-1_Corporation,Financials,2024,Q2,0.023884616126494063,0.0020951795654243766,0.01284276311569399,0.15844625166590864,-0.09875986231562539,0.11411131164546517,-0.0,-0.02950752829423653,-0.027788995740607225,-0.04666929807792508,0.028724920886906147,-0.0006582413719267155,-0.045943043288280805,-0.045943043288280805,-0.06132159877075339,012750
2,S-1_Corporation,Financials,2024,Q1,-0.027339700225083474,0.007277451198607343,-0.00950088098920654,-0.1624791132882748,-0.0048161972010249965,-0.13186632388436226,-0.0,0.03389931004231561,0.032467317649584326,0.03920992312159599,-0.19227093697947484,-0.2635212814676293,0.29093786268197974,0.29093786268197974,-0.05272304915961092,012750
3,S-1_Corporation,Financials,2023,Q4,-0.09300279910767695,0.023253966963827644,-0.029837293918294705,-0.0637404040715277,-0.07343098933243875,-0.0656082747782063,-0.0,-0.01885088711405225,-0.01811555938268694,-0.07423783487651181,0.20023252860577445,0.18366365401411944,-0.43328837265522857,-0.43328837265522857,-0.051466962009102654,012750
4,S-1_Corporation,Financials,2023,Q3,-0.04379495921785126,0.005461994520560953,-0.01644284724318612,-0.0024618327570236076,0.07140855322301087,0.012677321226483795,-0.0,-0.028091286021268758,-0.02636250251994321,0.006907522035146885,-0.0030813704236321016,-0.02985655581915614,-0.027021386133671665,-0.027021386133671665,0.10173618474516069,012750
5,S-1_Corporation,Financials,2023,Q2,0.015411346938133508,0.003592876619507024,0.00888346210192803,0.12813376704017065,-0.024026470090348084,0.10074944808034814,-0.0,-0.028121373075160827,-0.026850736204937053,-0.029422049315872112,0.13172494725424966,0.3062230594629991,0.3424831856739501,0.3424831856739501,-0.07484598352145133,012750
6,S-1_Corporation,Financials,2023,Q1,-0.03971009729258346,0.006122797410925251,-0.013884854738494434,-0.12488648463350449,-0.0022163765842102556,-0.10064139120159554,-0.0,0.017885648628633177,0.016277030232500267,-0.008005611209548569,-0.7716214477757373,-1.262200122907688,-1.340945118744763,-1.340945118744763,-0.1854041517004365,012750
7,S-1_Corporation,Financials,2022,Q4,-0.04040571644925395,-0.027249770516810434,-0.03295165199723038,-0.11379376541662145,0.1487437393522434,-0.049802076019922925,-0.0,-0.027616905218257326,-0.02721943125282178,-0.006132107917804719,0.3758075815396327,0.39301466134200724,0.36589709598940623,0.36589709598940623,0.0072363885934942015,012750
8,S-1_Corporation,Financials,2022,Q3,-0.04915219830051054,-0.001067099227183066,-0.0213553685822212,0.024948981545168447,-0.09387347024093606,-0.0015692541711085362,-0.0,-0.029949381862236724,-0.02826566919550788,0.007008322437493386,-0.06855622149413532,-0.09813323389971718,-0.09813323385946071,-0.09813323385946071,-0.020606773376921045,012750
9,S-1_Corporation,Financials,2022,Q2,0.029245850158333253,0.009501381870912984,0.017929167622536046,0.15763067077090898,-0.02344858361802471,0.1230010397602872,-0.0,-0.028037665806536438,-0.02495825980299915,-0.06012839654940105,0.09624960458562726,0.08611564111880565,0.08855926785581836,0.08855926785581836,0.06920341198614577,012750
