접수번호,법인구분,회사코드,회사명,직원 수,총 급여액,1인평균급여,비고,결제일시,연도,분기
20200330003306,Y,00159209,한전기술,"2,028","179,632,000,000","88,000,000",-,2015-12-31,2015,Q4
20200330003306,Y,00159209,한전기술,232,"13,416,000,000","58,000,000",-,2015-12-31,2015,Q4
20200330003368,Y,00159209,한전기술,"2,083","182,245",87,-,2016-12-31,2016,Q4
20200330003368,Y,00159209,한전기술,246,"14,476",59,-,2016-12-31,2016,Q4
20200330003430,Y,00159209,한전기술,"1,982","179,516",91,-,2017-12-31,2017,Q4
20200330003430,Y,00159209,한전기술,251,"14,613",58,-,2017-12-31,2017,Q4
20200330003484,Y,00159209,한전기술,"2,046","178,650,000,000","84,000,000","급여지급인원 : 2,127",2018-12-31,2018,Q4
20200330003484,Y,00159209,한전기술,340,"16,021,000,000","50,000,000",급여지급인원 : 322,2018-12-31,2018,Q4
20200330002349,Y,00159209,한전기술,"2,019","176,208,000,000","81,000,000","급여지급인원 : 2,185",2019-12-31,2019,Q4
20200330002349,Y,00159209,한전기술,313,"18,338,000,000","40,000,000",급여지급인원 : 455,2019-12-31,2019,Q4
20210322000901,Y,00159209,한전기술,"2,035","182,128,000,000","84,000,000","급여지급인원 : 2,166",2020-12-31,2020,Q4
20210322000901,Y,00159209,한전기술,391,"21,029,000,000","44,000,000",급여지급인원 : 477,2020-12-31,2020,Q4
20220321000881,Y,00159209,한전기술,"1,998","188,320,000,000","95,000,000"," 월평균 급여지급 인원 : 1,983.7 ",2021-12-31,2021,Q4
20220321000881,Y,00159209,한전기술,400,"22,883,000,000","63,000,000", 월평균 급여지급 인원 : 364.3 ,2021-12-31,2021,Q4
20230321000487,Y,00159209,한전기술,"1,915","188,215,000,000","98,000,000"," 월평균 급여지급 인원 : 
 1,912.3 ",2022-12-31,2022,Q4
20230321000487,Y,00159209,한전기술,383,"24,306,000,000","67,000,000"," 월평균 급여지급 인원 : 
 363.9 ",2022-12-31,2022,Q4
20240320001238,Y,00159209,한전기술,"1,921","181,964,000,000","98,000,000","월평균 급여지급 인원 : 1,854.9명",2023-12-31,2023,Q4
20240320001238,Y,00159209,한전기술,435,"25,536,000,000","67,000,000",월평균 급여지급 인원 : 377.1명,2023-12-31,2023,Q4
20250814001076,Y,00159209,한전기술,"1,933","184,447,000,000","100,000,000","월평균 급여지급 인원 : 1,838명",2024-12-31,2024,Q4
20250814001076,Y,00159209,한전기술,474,"29,898,000,000","69,000,000",월평균 급여지급 인원 : 434명,2024-12-31,2024,Q4
