접수번호,법인구분,회사코드,회사명,직원 수,총 급여액,1인평균급여,비고,결제일시,연도,분기
20160330003830,Y,00106623,현대위아,948,"72,033,762,000","75,985,000",-,2015-12-31,2015,Q4
20160330003830,Y,00106623,현대위아,16,"551,323,000","34,458,000",-,2015-12-31,2015,Q4
20160330003830,Y,00106623,현대위아,"1,257","97,359,824,000","77,454,000",-,2015-12-31,2015,Q4
20160330003830,Y,00106623,현대위아,25,"1,329,996,000","53,200,000",-,2015-12-31,2015,Q4
20160330003830,Y,00106623,현대위아,513,"38,519,982,000","75,088,000",-,2015-12-31,2015,Q4
20160330003830,Y,00106623,현대위아,21,"1,101,013,000","52,429,000",-,2015-12-31,2015,Q4
20160330003830,Y,00106623,현대위아,663,"49,690,188,000","74,947,000",-,2015-12-31,2015,Q4
20160330003830,Y,00106623,현대위아,4,"219,226,000","54,807,000",-,2015-12-31,2015,Q4
20170331004720,Y,00106623,현대위아,391,"32,261,016,000","82,508,000",-,2016-12-31,2016,Q4
20170331004720,Y,00106623,현대위아,-,-,-,-,2016-12-31,2016,Q4
20170331004720,Y,00106623,현대위아,"1,464","110,915,839,000","75,762,000",-,2016-12-31,2016,Q4
20170331004720,Y,00106623,현대위아,34,"1,508,779,000","44,375,000",-,2016-12-31,2016,Q4
20170331004720,Y,00106623,현대위아,540,"40,510,285,000","75,019,000",-,2016-12-31,2016,Q4
20170331004720,Y,00106623,현대위아,23,"1,223,885,000","53,212,000",-,2016-12-31,2016,Q4
20170331004720,Y,00106623,현대위아,980,"78,672,042,000","80,277,000",-,2016-12-31,2016,Q4
20170331004720,Y,00106623,현대위아,11,"545,646,000","49,604,000",-,2016-12-31,2016,Q4
20180330003399,Y,00106623,현대위아,399,"33,599,003,000","84,208,000",-,2017-12-31,2017,Q4
20180330003399,Y,00106623,현대위아,1,"52,241,000","52,241,000",-,2017-12-31,2017,Q4
20180330003399,Y,00106623,현대위아,"1,381","104,351,093,000","75,561,000",-,2017-12-31,2017,Q4
20180330003399,Y,00106623,현대위아,37,"1,520,474,000","41,093,000",-,2017-12-31,2017,Q4
20180330003399,Y,00106623,현대위아,529,"40,469,429,000","76,501,000",-,2017-12-31,2017,Q4
20180330003399,Y,00106623,현대위아,24,"1,259,344,000","52,472,000",-,2017-12-31,2017,Q4
20180330003399,Y,00106623,현대위아,954,"82,213,432,000","86,177,000",-,2017-12-31,2017,Q4
20180330003399,Y,00106623,현대위아,8,"521,627,000","65,203,000",-,2017-12-31,2017,Q4
20190401004312,Y,00106623,현대위아,812,"67,099,475,000","82,635,000",-,2018-12-31,2018,Q4
20190401004312,Y,00106623,현대위아,7,"158,147,000","22,592,000",-,2018-12-31,2018,Q4
20190401004312,Y,00106623,현대위아,748,"65,960,807,000","88,183,000",-,2018-12-31,2018,Q4
20190401004312,Y,00106623,현대위아,28,"1,366,123,000","48,790,000",-,2018-12-31,2018,Q4
20190401004312,Y,00106623,현대위아,502,"39,215,190,000","78,118,000",-,2018-12-31,2018,Q4
20190401004312,Y,00106623,현대위아,27,"1,550,283,000","57,418,000",-,2018-12-31,2018,Q4
