,Feature,Importance
0,F_매출액 변화율,0.20067889144824103
1,F_법인세차감전 순이익 변화율,0.18140747462259696
2,F_자산총계 변화율,0.16541918792930985
3,F_유동자산 변화율,0.16377090701111272
4,F_비유동자산 변화율,0.15213935752501911
5,F_유동부채 변화율,0.13658418146372045
