Year,Quarter,sj_div,account_nm,thstrm_dt,thstrm_amount
2022,Q1,BS,유동자산,2022.03.31 현재,"624,523,891,433"
2022,Q1,BS,비유동자산,2022.03.31 현재,"2,410,415,510,830"
2022,Q1,BS,자산총계,2022.03.31 현재,"3,034,939,402,263"
2022,Q1,BS,유동부채,2022.03.31 현재,"292,276,099,356"
2022,Q1,BS,비유동부채,2022.03.31 현재,"59,838,292,977"
2022,Q1,BS,부채총계,2022.03.31 현재,"352,114,392,333"
2022,Q1,BS,자본금,2022.03.31 현재,"47,467,620,000"
2022,Q1,BS,이익잉여금,2022.03.31 현재,"935,226,052,934"
2022,Q1,BS,자본총계,2022.03.31 현재,"2,682,825,009,930"
2022,Q1,IS,매출액,2022.01.01 ~ 2022.03.31,255300767242
2022,Q1,IS,영업이익,2022.01.01 ~ 2022.03.31,55684483700
2022,Q1,IS,법인세차감전 순이익,2022.01.01 ~ 2022.03.31,58862309488
2022,Q1,IS,당기순이익,2022.01.01 ~ 2022.03.31,51562257580
2022,Q1,IS,당기순이익(손실),2022.01.01 ~ 2022.03.31,51562257580
2022,Q2,BS,유동자산,2022.06.30 현재,"562,303,604,068"
2022,Q2,BS,비유동자산,2022.06.30 현재,"2,413,958,354,803"
2022,Q2,BS,자산총계,2022.06.30 현재,"2,976,261,958,871"
2022,Q2,BS,유동부채,2022.06.30 현재,"217,972,695,581"
2022,Q2,BS,비유동부채,2022.06.30 현재,"57,564,817,443"
2022,Q2,BS,부채총계,2022.06.30 현재,"275,537,513,024"
2022,Q2,BS,자본금,2022.06.30 현재,"47,467,620,000"
2022,Q2,BS,이익잉여금,2022.06.30 현재,"953,597,700,808"
2022,Q2,BS,자본총계,2022.06.30 현재,"2,700,724,445,847"
2022,Q2,IS,매출액,2022.01.01 ~ 2022.06.30,196037885073
2022,Q2,IS,영업이익,2022.01.01 ~ 2022.06.30,17012076198
2022,Q2,IS,법인세차감전 순이익,2022.01.01 ~ 2022.06.30,23887280281
2022,Q2,IS,당기순이익,2022.01.01 ~ 2022.06.30,18573367947
2022,Q2,IS,당기순이익(손실),2022.01.01 ~ 2022.06.30,18573367947
2022,Q3,BS,유동자산,2022.09.30 현재,"552,915,558,288"
2022,Q3,BS,비유동자산,2022.09.30 현재,"2,419,530,498,435"
2022,Q3,BS,자산총계,2022.09.30 현재,"2,972,446,056,723"
2022,Q3,BS,유동부채,2022.09.30 현재,"202,473,291,827"
2022,Q3,BS,비유동부채,2022.09.30 현재,"54,431,554,506"
2022,Q3,BS,부채총계,2022.09.30 현재,"256,904,846,333"
2022,Q3,BS,자본금,2022.09.30 현재,"47,467,620,000"
2022,Q3,BS,이익잉여금,2022.09.30 현재,"972,581,267,825"
2022,Q3,BS,자본총계,2022.09.30 현재,"2,715,541,210,390"
2022,Q3,IS,매출액,2022.01.01 ~ 2022.09.30,197288727142
2022,Q3,IS,영업이익,2022.01.01 ~ 2022.09.30,18691604098
2022,Q3,IS,법인세차감전 순이익,2022.01.01 ~ 2022.09.30,27653017353
2022,Q3,IS,당기순이익,2022.01.01 ~ 2022.09.30,19197017180
2022,Q3,IS,당기순이익(손실),2022.01.01 ~ 2022.09.30,19197017180
2022,Q4,BS,유동자산,2022.12.31 현재,"520,050,515,482"
2022,Q4,BS,비유동자산,2022.12.31 현재,"2,451,182,999,604"
2022,Q4,BS,자산총계,2022.12.31 현재,"2,971,233,515,086"
2022,Q4,BS,유동부채,2022.12.31 현재,"186,547,781,863"
2022,Q4,BS,비유동부채,2022.12.31 현재,"87,768,645,129"
2022,Q4,BS,부채총계,2022.12.31 현재,"274,316,426,992"
2022,Q4,BS,자본금,2022.12.31 현재,"47,467,620,000"
2022,Q4,BS,이익잉여금,2022.12.31 현재,"948,626,863,653"
2022,Q4,BS,자본총계,2022.12.31 현재,"2,696,917,088,094"
2022,Q4,IS,매출액,2022.01.01 ~ 2022.12.31,180634856553
2022,Q4,IS,영업이익,2022.01.01 ~ 2022.12.31,19555023826
2022,Q4,IS,법인세차감전 순이익,2022.01.01 ~ 2022.12.31,676168793
2022,Q4,IS,당기순이익,2022.01.01 ~ 2022.12.31,-30187974811
2022,Q4,IS,당기순이익(손실),2022.01.01 ~ 2022.12.31,-30187974811
