,name,year,quarter,sector,Relative Return,당기순이익(손실) 변화율,환율 변화율,금리 변화율,소비자물가지수 변화율,주택가격 변화율,GDP 변화율,Label,Code
32,경방,2017,Q2,경기소비재,-0.0969305065481903,0.06641618314793729,-0.018329085656645816,0.01678214010777368,-0.0044958600582098995,-0.28479135776318576,0.048721734634102676,-0.09046756259163832,000050
32,한국타이어월드와이드,2017,Q2,경기소비재,-0.003851837014183084,-0.6087595720679653,-0.018329085656645816,0.01678214010777368,-0.0044958600582098995,-0.28479135776318576,0.048721734634102676,-0.19624859022082808,000240
32,기아차,2017,Q2,경기소비재,-0.09511642574935258,-0.527750573541754,-0.018329085656645816,0.01678214010777368,-0.0044958600582098995,-0.28479135776318576,0.048721734634102676,-0.1548519586833515,000270
32,SK네트웍스,2017,Q2,경기소비재,-0.044267725762965296,-2.119355606697881,-0.018329085656645816,0.01678214010777368,-0.0044958600582098995,-0.28479135776318576,0.048721734634102676,-0.14938742321881604,001740
32,넥센타이어,2017,Q2,경기소비재,-0.030580452816433092,0.5701341777064113,-0.018329085656645816,0.01678214010777368,-0.0044958600582098995,-0.28479135776318576,0.048721734634102676,-0.1806194996925282,002350
32,일신방직,2017,Q2,경기소비재,-0.02533883251205128,29.033903761350533,-0.018329085656645816,0.01678214010777368,-0.0044958600582098995,-0.28479135776318576,0.048721734634102676,-0.14036006759571573,003200
32,쌍용차,2017,Q2,경기소비재,-0.21700060631466547,-0.700244545228986,-0.018329085656645816,0.01678214010777368,-0.0044958600582098995,-0.28479135776318576,0.048721734634102676,-0.15564356081723552,003620
32,한솔홀딩스,2017,Q2,경기소비재,-0.10993841719429513,-0.779653337522475,-0.018329085656645816,0.01678214010777368,-0.0044958600582098995,-0.28479135776318576,0.048721734634102676,-0.26886829076684426,004150
32,신세계,2017,Q2,경기소비재,-0.13692101490920758,0.9167750240436843,-0.018329085656645816,0.01678214010777368,-0.0044958600582098995,-0.28479135776318576,0.048721734634102676,0.3392860461689391,004170
32,세방전지,2017,Q2,경기소비재,-0.03878615787253185,0.19098675475146987,-0.018329085656645816,0.01678214010777368,-0.0044958600582098995,-0.28479135776318576,0.048721734634102676,-0.1509551788731752,004490
32,조광피혁,2017,Q2,경기소비재,-0.0496472069578141,0.4198829399124291,-0.018329085656645816,0.01678214010777368,-0.0044958600582098995,-0.28479135776318576,0.048721734634102676,-0.022545704526197592,004700
32,현대차,2017,Q2,경기소비재,-0.11937166160764189,-0.3027515728146508,-0.018329085656645816,0.01678214010777368,-0.0044958600582098995,-0.28479135776318576,0.048721734634102676,0.021371817540424734,005380
32,에스엘,2017,Q2,경기소비재,-0.003608984736419976,3.2555445395061913,-0.018329085656645816,0.01678214010777368,-0.0044958600582098995,-0.28479135776318576,0.048721734634102676,-0.002064182360303396,005850
32,동아타이어,2017,Q2,경기소비재,-0.04942343760369032,0.14183531570653263,-0.018329085656645816,0.01678214010777368,-0.0044958600582098995,-0.28479135776318576,0.048721734634102676,-0.1251171715222264,007340
32,서연,2017,Q2,경기소비재,-0.18372204806329148,-1.1998688331368372,-0.018329085656645816,0.01678214010777368,-0.0044958600582098995,-0.28479135776318576,0.048721734634102676,-0.16933770495564068,007860
32,호텔신라,2017,Q2,경기소비재,0.04446556252808972,0.3372448523906775,-0.018329085656645816,0.01678214010777368,-0.0044958600582098995,-0.28479135776318576,0.048721734634102676,0.30954566900541547,008770
32,한샘,2017,Q2,경기소비재,-0.20905801170401475,-0.1246191455103004,-0.018329085656645816,0.01678214010777368,-0.0044958600582098995,-0.28479135776318576,0.048721734634102676,-0.01955022338161619,009240
32,모토닉,2017,Q2,경기소비재,-0.02922098753944204,1.4250277490704581,-0.018329085656645816,0.01678214010777368,-0.0044958600582098995,-0.28479135776318576,0.048721734634102676,-0.08903028036167317,009680
32,화신,2017,Q2,경기소비재,-0.15687261205752148,-0.4195280934666208,-0.018329085656645816,0.01678214010777368,-0.0044958600582098995,-0.28479135776318576,0.048721734634102676,-0.12460720343859624,010690
32,현대위아,2017,Q2,경기소비재,0.029587102400627077,21.300273704306125,-0.018329085656645816,0.01678214010777368,-0.0044958600582098995,-0.28479135776318576,0.048721734634102676,-0.17502549239997686,011210
32,현대모비스,2017,Q2,경기소비재,-0.10896085377747922,-0.2128839186677317,-0.018329085656645816,0.01678214010777368,-0.0044958600582098995,-0.28479135776318576,0.048721734634102676,-0.03235357353436393,012330
32,에스원,2017,Q2,경기소비재,-0.11454302489781705,-0.05608112519887709,-0.018329085656645816,0.01678214010777368,-0.0044958600582098995,-0.28479135776318576,0.048721734634102676,0.041963628829910435,012750
32,한온시스템,2017,Q2,경기소비재,0.15886168399412479,15.72781903747876,-0.018329085656645816,0.01678214010777368,-0.0044958600582098995,-0.28479135776318576,0.048721734634102676,0.03917219897716981,018880
32,대교,2017,Q2,경기소비재,0.015464957849916205,-0.05912309662244042,-0.018329085656645816,0.01678214010777368,-0.0044958600582098995,-0.28479135776318576,0.048721734634102676,-0.1306479274204967,019680
32,한섬,2017,Q2,경기소비재,0.037735386799854956,-0.7763068596599556,-0.018329085656645816,0.01678214010777368,-0.0044958600582098995,-0.28479135776318576,0.048721734634102676,-0.11071831454970736,020000
32,코웨이,2017,Q2,경기소비재,-0.03731530212553982,0.23650625332565167,-0.018329085656645816,0.01678214010777368,-0.0044958600582098995,-0.28479135776318576,0.048721734634102676,-0.03274209298896441,021240
32,롯데쇼핑,2017,Q2,경기소비재,-0.019295663383167152,-3.0479061301843307,-0.018329085656645816,0.01678214010777368,-0.0044958600582098995,-0.28479135776318576,0.048721734634102676,-0.23433781867452697,023530
32,삼성물산,2017,Q2,경기소비재,-0.08387124804271219,-1.1111843532160701,-0.018329085656645816,0.01678214010777368,-0.0044958600582098995,-0.28479135776318576,0.048721734634102676,-0.02983767335778212,028260
32,세종공업,2017,Q2,경기소비재,-0.1594463126949512,-0.3398613337248182,-0.018329085656645816,0.01678214010777368,-0.0044958600582098995,-0.28479135776318576,0.048721734634102676,-0.05044332383993404,033530
32,강원랜드,2017,Q2,경기소비재,-0.03491822031209532,-0.15334338860424068,-0.018329085656645816,0.01678214010777368,-0.0044958600582098995,-0.28479135776318576,0.048721734634102676,-0.01661587237308544,035250
32,한라홀딩스,2017,Q2,경기소비재,-0.041585939084288176,3.027299804600915,-0.018329085656645816,0.01678214010777368,-0.0044958600582098995,-0.28479135776318576,0.048721734634102676,-0.05646855196661144,060980
32,S&T모티브,2017,Q2,경기소비재,0.11144780266890807,3.242364489492884,-0.018329085656645816,0.01678214010777368,-0.0044958600582098995,-0.28479135776318576,0.048721734634102676,-0.16780781340132073,064960
32,현대백화점,2017,Q2,경기소비재,-0.15171354194952222,-0.5138786062561984,-0.018329085656645816,0.01678214010777368,-0.0044958600582098995,-0.28479135776318576,0.048721734634102676,-0.07341824716665242,069960
32,금호타이어,2017,Q2,경기소비재,-0.001439107056176155,0.2025326722891727,-0.018329085656645816,0.01678214010777368,-0.0044958600582098995,-0.28479135776318576,0.048721734634102676,-0.09510170893310174,073240
32,현대리바트,2017,Q2,경기소비재,-0.1705241390234645,0.1683499248995377,-0.018329085656645816,0.01678214010777368,-0.0044958600582098995,-0.28479135776318576,0.048721734634102676,0.14003022919246697,079430
32,베이직하우스,2017,Q2,경기소비재,0.3185580629887494,-1.2171071950704002,-0.018329085656645816,0.01678214010777368,-0.0044958600582098995,-0.28479135776318576,0.048721734634102676,-0.3057755633805411,084870
32,LF,2017,Q2,경기소비재,0.03395076065095059,0.2666377581132344,-0.018329085656645816,0.01678214010777368,-0.0044958600582098995,-0.28479135776318576,0.048721734634102676,-0.043771659672017994,093050
32,한세실업,2017,Q2,경기소비재,0.0033023310663507915,-0.6447406330317123,-0.018329085656645816,0.01678214010777368,-0.0044958600582098995,-0.28479135776318576,0.048721734634102676,0.03915599414813076,105630
32,영원무역,2017,Q2,경기소비재,-0.02725379382262919,0.5783167572478618,-0.018329085656645816,0.01678214010777368,-0.0044958600582098995,-0.28479135776318576,0.048721734634102676,-0.09258867452225711,111770
