,name,year,quarter,sector,Relative Return,금리 변화율,국제유가 변화율,실업률 변화율,소비자물가지수 변화율,Label,Code
35,경방,2016,Q1,경기소비재,-0.10944646341062639,-0.1254024221983725,-0.22660852268380383,0.05660377358490565,-0.03306613361493349,-0.03362986153695546,000050
35,한국타이어월드와이드,2016,Q1,경기소비재,0.036796963458934795,-0.1254024221983725,-0.22660852268380383,0.05660377358490565,-0.03306613361493349,-0.19615148859336112,000240
35,기아차,2016,Q1,경기소비재,-0.03604419632675698,-0.1254024221983725,-0.22660852268380383,0.05660377358490565,-0.03306613361493349,-0.1652028683202031,000270
35,SK네트웍스,2016,Q1,경기소비재,-0.03570641036022851,-0.1254024221983725,-0.22660852268380383,0.05660377358490565,-0.03306613361493349,-0.03633542185878209,001740
35,넥센타이어,2016,Q1,경기소비재,-0.03835713801095615,-0.1254024221983725,-0.22660852268380383,0.05660377358490565,-0.03306613361493349,-0.07092765019682944,002350
35,일신방직,2016,Q1,경기소비재,0.015522772827717574,-0.1254024221983725,-0.22660852268380383,0.05660377358490565,-0.03306613361493349,-0.17687116393707397,003200
35,쌍용차,2016,Q1,경기소비재,-0.09450365251802548,-0.1254024221983725,-0.22660852268380383,0.05660377358490565,-0.03306613361493349,-0.09437374569527021,003620
35,한솔홀딩스,2016,Q1,경기소비재,0.004798380443542884,-0.1254024221983725,-0.22660852268380383,0.05660377358490565,-0.03306613361493349,-0.1427248246727712,004150
35,신세계,2016,Q1,경기소비재,0.06188974348592534,-0.1254024221983725,-0.22660852268380383,0.05660377358490565,-0.03306613361493349,-0.19409109127495283,004170
35,세방전지,2016,Q1,경기소비재,0.030639743485925346,-0.1254024221983725,-0.22660852268380383,0.05660377358490565,-0.03306613361493349,-0.14113277323642356,004490
35,조광피혁,2016,Q1,경기소비재,-0.01724888876954764,-0.1254024221983725,-0.22660852268380383,0.05660377358490565,-0.03306613361493349,0.22462035887204101,004700
35,현대차,2016,Q1,경기소비재,-0.10878333343715157,-0.1254024221983725,-0.22660852268380383,0.05660377358490565,-0.03306613361493349,-0.07099353155767482,005380
35,에스엘,2016,Q1,경기소비재,-0.018474761589751715,-0.1254024221983725,-0.22660852268380383,0.05660377358490565,-0.03306613361493349,-0.08397489055776919,005850
35,동아타이어,2016,Q1,경기소비재,0.05249128167675797,-0.1254024221983725,-0.22660852268380383,0.05660377358490565,-0.03306613361493349,-0.11504316027811913,007340
35,서연,2016,Q1,경기소비재,-0.0025080297934268816,-0.1254024221983725,-0.22660852268380383,0.05660377358490565,-0.03306613361493349,-0.13455741865097368,007860
35,호텔신라,2016,Q1,경기소비재,0.047890874707644804,-0.1254024221983725,-0.22660852268380383,0.05660377358490565,-0.03306613361493349,-0.1644319771700335,008770
35,한샘,2016,Q1,경기소비재,-0.16688743490313743,-0.1254024221983725,-0.22660852268380383,0.05660377358490565,-0.03306613361493349,-0.1103412805828432,009240
35,모토닉,2016,Q1,경기소비재,-0.08222482085968166,-0.1254024221983725,-0.22660852268380383,0.05660377358490565,-0.03306613361493349,-0.0662575665212806,009680
35,화신,2016,Q1,경기소비재,-0.032307944199506736,-0.1254024221983725,-0.22660852268380383,0.05660377358490565,-0.03306613361493349,0.19175891665319145,010690
35,현대위아,2016,Q1,경기소비재,-0.09916794882176697,-0.1254024221983725,-0.22660852268380383,0.05660377358490565,-0.03306613361493349,-0.16277061273030213,011210
35,현대모비스,2016,Q1,경기소비재,0.05776817892274401,-0.1254024221983725,-0.22660852268380383,0.05660377358490565,-0.03306613361493349,-0.04971800343283163,012330
35,에스원,2016,Q1,경기소비재,0.12805427340045528,-0.1254024221983725,-0.22660852268380383,0.05660377358490565,-0.03306613361493349,0.008427047862904602,012750
35,한온시스템,2016,Q1,경기소비재,0.23366665400739517,-0.1254024221983725,-0.22660852268380383,0.05660377358490565,-0.03306613361493349,-0.026606545994218668,018880
35,대교,2016,Q1,경기소비재,-0.09702509167890982,-0.1254024221983725,-0.22660852268380383,0.05660377358490565,-0.03306613361493349,-0.1631910943434729,019680
35,한섬,2016,Q1,경기소비재,0.07173775837426281,-0.1254024221983725,-0.22660852268380383,0.05660377358490565,-0.03306613361493349,-0.12235445133964723,020000
