,name,year,quarter,sector,Relative Return,금리 변화율,자본금 변화율,보유 주식 수 변화율,1인평균급여 변화율,국제유가 변화율,기초 소유주식 지분율 변화율,Label,Code
31,에스엘,2017,Q1,경기소비재,-0.05751161223983275,0.13548951048950886,0.06725192994454576,0.0,0.057481881546231905,0.09135267010029824,0.0,0.13888464160526626,005850
31,동아타이어,2017,Q1,경기소비재,-0.04396113074062374,0.13548951048950886,0.0,0.0,0.0,0.09135267010029824,0.0,0.06559136403163203,007340
31,서연,2017,Q1,경기소비재,-0.06236598117187158,0.13548951048950886,0.057485972258004336,0.0,0.0,0.09135267010029824,0.0,-0.12131854701008324,007860
31,호텔신라,2017,Q1,경기소비재,0.22734837605928437,0.13548951048950886,0.0,0.0,0.0,0.09135267010029824,0.0,0.05043377191466495,008770
31,한샘,2017,Q1,경기소비재,-0.05524916880091872,0.13548951048950886,0.05748117407782338,0.0,0.0,0.09135267010029824,0.0,-0.24494317787522596,009240
31,모토닉,2017,Q1,경기소비재,-0.04627565718365297,0.13548951048950886,0.05748599096304541,0.0,0.0,0.09135267010029824,0.0,0.015998526160648466,009680
31,화신,2017,Q1,경기소비재,-0.06997338016216384,0.13548951048950886,0.057481708474171,0.0,0.0,0.09135267010029824,0.0,-0.117612148878598,010690
31,현대위아,2017,Q1,경기소비재,-0.054535421763642275,0.13548951048950886,0.057344374051397695,0.0,0.0,0.09135267010029824,0.0,0.11378455885009868,011210
31,현대모비스,2017,Q1,경기소비재,-0.01531751941282853,0.13548951048950886,0.044550830831561195,0.0,0.0,0.09135267010029824,0.0,0.024695063838856203,012330
31,에스원,2017,Q1,경기소비재,0.06734778033609526,0.13548951048950886,0.0,0.0,0.0,0.09135267010029824,0.0,-0.11510512878848675,012750
31,한온시스템,2017,Q1,경기소비재,-0.06295230864897312,0.13548951048950886,0.05752580660575779,0.05752580660575757,0.0,0.09135267010029824,0.0,0.16086191413879053,018880
31,대교,2017,Q1,경기소비재,-0.022141904115905123,0.13548951048950886,0.057484424718889926,0.0,0.057484424718889926,0.09135267010029824,0.0,-0.0019095754112983289,019680
31,한섬,2017,Q1,경기소비재,0.10560895513605378,0.13548951048950886,0.05750027023075899,0.0,0.0,0.09135267010029824,0.0,0.12014486762406311,020000
31,코웨이,2017,Q1,경기소비재,0.07739202801712655,0.13548951048950886,0.05745865036180753,0.0,0.0,0.09135267010029824,0.0,-0.08409493178327676,021240
31,롯데쇼핑,2017,Q1,경기소비재,0.1526559495000687,0.13548951048950886,0.03278316207179377,0.0,0.0,0.09135267010029824,0.0,-0.0694702099691355,023530
31,삼성물산,2017,Q1,경기소비재,-0.07319788674963668,0.13548951048950886,0.0329261234498881,0.04150638983657906,0.0,0.09135267010029824,0.0,0.03361757377969608,028260
31,세종공업,2017,Q1,경기소비재,-0.11046476906264334,0.13548951048950886,0.0,0.0,0.0,0.09135267010029824,0.0,-0.1881950222264483,033530
31,강원랜드,2017,Q1,경기소비재,-0.043037928029306435,0.13548951048950886,0.057401654243356415,0.0,0.0,0.09135267010029824,0.0,-0.10766917900794168,035250
31,한라홀딩스,2017,Q1,경기소비재,-0.1021957416697249,0.13548951048950886,0.0574732161221756,0.0,0.0,0.09135267010029824,0.0,0.05662452937092134,060980
31,S&T모티브,2017,Q1,경기소비재,-0.11247093076321286,0.13548951048950886,0.0,0.0,0.0,0.09135267010029824,0.0,0.11208294821693737,064960
31,현대백화점,2017,Q1,경기소비재,0.037015750944246854,0.13548951048950886,0.0,0.0,0.0,0.09135267010029824,0.0,-0.11902430488957984,069960
31,금호타이어,2017,Q1,경기소비재,-0.07293272730507593,0.13548951048950886,0.05742501882241857,0.0,0.0,0.09135267010029824,0.0,-0.15339541323329092,073240
31,현대리바트,2017,Q1,경기소비재,-0.021015261874869247,0.13548951048950886,0.057485535596537574,0.0,0.0,0.09135267010029824,0.0,-0.18183364167151939,079430
31,베이직하우스,2017,Q1,경기소비재,-0.033214937048016896,0.13548951048950886,0.05748675457402963,0.0,0.0,0.09135267010029824,0.0,0.30675324314178054,084870
31,LF,2017,Q1,경기소비재,0.1818703100665439,0.13548951048950886,0.057465807694305315,0.0,0.0,0.09135267010029824,0.0,0.18590504045239806,093050
31,한세실업,2017,Q1,경기소비재,0.02035724021918365,0.13548951048950886,0.0,0.0,0.0,0.09135267010029824,0.0,0.024166465091946178,105630
31,영원무역,2017,Q1,경기소비재,-0.011286650760633982,0.13548951048950886,0.0,0.0,0.0,0.09135267010029824,0.0,-0.07557396979023398,111770
31,GKL,2017,Q1,경기소비재,0.004488625696999232,0.13548951048950886,0.0,0.0,0.0,0.09135267010029824,0.0,0.03135287704189706,114090
31,한국타이어,2017,Q1,경기소비재,0.07002997740896577,0.13548951048950886,0.057338204281942806,0.0,0.0,0.09135267010029824,0.0,0.020594901778440887,161390
