,name,year,quarter,sector,Relative Return,금리 변화율,자본금 변화율,보유 주식 수 변화율,1인평균급여 변화율,국제유가 변화율,기초 소유주식 지분율 변화율,Label,Code
31,경방,2017,Q1,경기소비재,-0.02973383446205497,0.13548951048950886,0.05747849021376461,0.0,0.0,0.09135267010029824,0.0,-0.024001473839351535,000050
31,한국타이어월드와이드,2017,Q1,경기소비재,0.012076016626146636,0.13548951048950886,0.05745630857254591,0.0,0.0,0.09135267010029824,0.0,-0.009205310769807169,000240
31,기아차,2017,Q1,경기소비재,-0.0629612035204867,0.13548951048950886,0.05591622670721663,0.0,0.0,0.09135267010029824,0.0,-0.049617912195515916,000270
31,SK네트웍스,2017,Q1,경기소비재,-0.03833353004805193,0.13548951048950886,3.4687225869411975e-07,0.0,0.0,0.09135267010029824,0.0,-0.058777593242336605,001740
31,넥센타이어,2017,Q1,경기소비재,-0.053861977203336395,0.13548951048950886,0.05745922223224054,0.0,0.0,0.09135267010029824,0.0,-0.03566212365884612,002350
31,일신방직,2017,Q1,경기소비재,-0.021147975876196386,0.13548951048950886,0.0,0.0,0.0,0.09135267010029824,0.0,-0.0009579955784819686,003200
31,쌍용차,2017,Q1,경기소비재,-0.1325755947205061,0.13548951048950886,0.05744843753997797,0.0,0.0,0.09135267010029824,0.0,-0.2343976088312758,003620
31,한솔홀딩스,2017,Q1,경기소비재,-0.01567346860090981,0.13548951048950886,0.05748546923052866,0.0,0.0,0.09135267010029824,0.0,-0.06515014160222274,004150
31,신세계,2017,Q1,경기소비재,0.1026015577107203,0.13548951048950886,0.057233824233704045,0.0,0.0,0.09135267010029824,0.0,-0.08463712391354586,004170
31,세방전지,2017,Q1,경기소비재,0.008039294315257912,0.13548951048950886,0.05748047011770607,0.0,0.0,0.09135267010029824,0.0,-0.04078031410806583,004490
31,조광피혁,2017,Q1,경기소비재,-0.08147125915029933,0.13548951048950886,0.0,0.0,0.057486736270752514,0.09135267010029824,0.0,-0.06265704362168188,004700
31,현대차,2017,Q1,경기소비재,-0.08572477838403338,0.13548951048950886,0.003834421991570025,0.0,0.0,0.09135267010029824,0.0,-0.08589689867595283,005380
