,name,year,quarter,sector,Relative Return,Relative Return,이익잉여금 변화율,매출액 변화율,비유동자산 변화율,유동자산 변화율,비유동부채 변화율,Label,Code
22,경방,2019,Q2,경기소비재,-0.040084517690679194,-0.040084517690679194,0.008393017649772627,-0.08274588716412368,0.009677510647096543,-0.28261723149945883,-0.0014422687241106846,-0.08417773824815472,000050
22,한국타이어월드와이드,2019,Q2,경기소비재,-0.06653944086627385,-0.06653944086627385,0.009973326396796711,-0.5433774006803509,0.005308235488530544,-0.12830254763214788,0.005476854623049254,-0.14771301028660141,000240
22,기아차,2019,Q2,경기소비재,0.10098884400028099,0.10098884400028099,0.018808006881517514,0.1351110998199574,0.00014207325575288365,0.004556501455772022,-0.021655618412082966,-0.11778577207084691,000270
22,SK네트웍스,2019,Q2,경기소비재,0.035223477066856856,0.035223477066856856,0.008438154870332504,0.019544801424949076,0.014425245426636035,0.11232944749824503,0.02071047867113296,0.05723596590228673,001740
22,넥센타이어,2019,Q2,경기소비재,-0.05602256155802762,-0.05602256155802762,0.035161951900377186,0.1398063457055565,0.0029679536377400506,0.16408456123719728,0.08279746008112476,-0.006226561336162936,002350
22,일신방직,2019,Q2,경기소비재,-0.08912750190341145,-0.08912750190341145,0.0019061213715476644,0.009787206639390034,0.0029171990333318742,-0.03489498942741864,0.09049809117247865,-0.23515143393192162,003200
22,쌍용차,2019,Q2,경기소비재,-0.26669851343738016,-0.26669851343738016,0.45708976757862363,-0.011245608878181823,-0.013520391755239114,0.024644692322283612,0.006061518097375318,-0.3314040789789173,003620
22,한솔홀딩스,2019,Q2,경기소비재,-0.006378103177246568,-0.006378103177246568,0.034251168533499854,0.09076502679338794,-0.06393690813990383,0.46392507745446854,-0.03168764030107685,-0.12828546915520633,004150
22,신세계,2019,Q2,경기소비재,-0.2235193800760003,-0.2235193800760003,0.004784134472840762,-0.02007641892820977,-0.007113905637118334,-0.010607063940459738,-0.025315225172623967,0.06796373283963282,004170
22,세방전지,2019,Q2,경기소비재,-0.09002628430762613,-0.09002628430762613,0.02333097336854517,-0.00203800590078429,0.009436416265966363,-0.011218897847695142,0.04867255621121114,-0.047217827068810836,004490
