code,name,year,quarter,sector,F_당기순이익(손실) 변화율,M_소비자물가지수 변화율,M_환율 변화율,M_GDP 변화율,M_금리 변화율,M_수출액 변화율,M_실업률 변화율,M_국제유가 변화율,M_주택가격 변화율,Relative Return,Label,Code
50,경방,2025,Q2,경기소비재,0.29243286640451815,0.09310001818956182,-0.03660744169047303,0.047557177658022365,-0.027942221169784176,0.035033265560834304,-0.15000000000000002,-0.10297221245163568,-1.2012264078434025,-0.32714376417064067,-0.32714376417064067,000050
50,경방,2025,Q1,경기소비재,0.266562334250362,0.03005041948296472,0.037629254856677674,-0.07669212801374647,-0.04532609924268127,-0.008673722441713383,0.2048192771084334,0.016082916368834965,0.3334745762711866,0.2241385094965196,-0.32714376417064067,000050
50,경방,2024,Q4,경기소비재,-0.16777092961378992,0.007965999409355273,0.032773177352413585,0.04107281147273634,-0.03637947935954711,0.022207725701269165,0.27692307692307727,-0.0655032772512838,-0.2998813358196305,-0.027408875565277532,0.2241385094965196,000050
50,경방,2024,Q3,경기소비재,-0.1713467741489284,-0.009523107015406373,-0.011538677997511404,-0.001811622634244725,-0.11983510689291532,-0.0051857654838392,-0.2696629213483147,-0.05674568795778523,-0.33225797322919326,0.09305574478690715,-0.027408875565277532,000050
50,경방,2024,Q2,경기소비재,-0.13359580281931638,0.013806263618664438,0.030762850791552276,0.04194592186420354,0.02546205269366908,0.05808429975732232,-0.101010101010101,0.01979840167061564,-0.372199619805639,-0.13327121036347922,0.09305574478690715,000050
50,경방,2024,Q1,경기소비재,-1.3804650283123965,-0.025808780059721648,0.006272868624748851,-0.06637393544250225,-0.12136131985833976,0.023680694141577696,0.28571428571428603,-0.008599753155233536,-0.35633748055987535,-0.08622545972195941,-0.13327121036347922,000050
50,경방,2023,Q4,경기소비재,-5.73043317612189,0.03288666240551885,0.0065457565880464585,0.044348338917016505,0.00757180156657955,0.05902989272759007,0.10000000000000009,-0.03388722209400741,-0.13710863108453486,-0.0800878585403669,-0.08622545972195941,000050
50,경방,2023,Q3,경기소비재,7.218992879623158,0.009601043671432219,-0.0021566395604083466,0.006400632147112617,0.11207897793263655,0.001535787938867772,-0.14634146341463417,0.106533304958502,0.038350409836065635,-0.09140781246044408,-0.0800878585403669,000050
50,경방,2023,Q2,경기소비재,-0.9565712867084321,0.0006212444636284342,0.031973087460080984,0.053659842425016535,0.0022310602386272915,0.03581912791841346,-0.14583333333333348,-0.03519218134034163,0.14383489399603877,-0.14346590820544036,-0.09140781246044408,000050
50,경방,2023,Q1,경기소비재,-2.006824047566152,-0.01632782511684827,-0.06294645789640896,-0.07694351182419135,-0.12061758935426237,-0.06497623491867566,0.24675324675324695,-0.08337411073888668,0.6997748959142613,-0.05297190198895732,-0.14346590820544036,000050
50,경방,2022,Q4,경기소비재,-3.068304614311116,0.0035026345228146294,0.01431559495807777,0.037277113088610925,0.11445954938682568,-0.08414558489005308,0.04054054054054035,-0.12070563315019511,8.140386016023307,-0.04120378329536975,-0.05297190198895732,000050
50,경방,2022,Q3,경기소비재,112.91561869372485,-0.02006420138748022,0.06411636151380273,0.003059519728652038,0.0359464250541639,0.02779144307122383,-0.1777777777777777,-0.11299650647329962,-1.1448197663686945,-0.1253088384059824,-0.04120378329536975,000050
50,경방,2022,Q2,경기소비재,-0.9868599458197971,0.1304190803220564,0.045732630383092276,0.05528483951681595,0.2746673361787626,0.056550678111290775,-0.1428571428571429,0.13207484462760455,-0.5458595293694988,-0.09178180564731572,-0.1253088384059824,000050
50,경방,2022,Q1,경기소비재,-0.3237428870330856,0.03151461753157658,0.018637728474920623,-0.07760930186979753,0.14767324592997877,0.03864674909181387,0.1797752808988764,0.2602194672474454,-0.2885198691295754,-0.03618677261074563,-0.09178180564731572,000050
50,경방,2021,Q4,경기소비재,0.8452698844508264,0.060131388037288236,0.020007078311950588,0.059353926997869566,0.16812521036687933,0.08222487497304898,0.04705882352941182,0.08325393584683072,-0.043447786860528526,0.2605331232268609,-0.03618677261074563,000050
50,경방,2021,Q3,경기소비재,-0.1143638149114069,0.016844477213619147,0.034507991437758845,-0.001549533718890217,-0.05306772908366497,0.06937716438105035,-0.2796610169491527,0.06736077481840197,0.1955587601944868,0.06409364402144187,0.2605331232268609,000050
50,경방,2021,Q2,경기소비재,-0.5750431531020174,0.031536209368763,0.007129469356493168,0.05950276794361331,0.11734330484330613,0.06502616415047213,-0.2080536912751677,0.131754905184698,0.17390906491278257,-0.06006833906921585,0.06409364402144187,000050
50,경방,2021,Q1,경기소비재,1.5125584800373817,0.0525056954308174,-0.003980375432345529,-0.06978163193609821,0.17195325542571194,0.07231825865355468,0.330357142857143,0.3732219462632649,0.31416760616309625,0.10880496684012853,-0.06006833906921585,000050
50,경방,2020,Q4,경기소비재,-0.3871833487402665,0.017176627556472424,-0.058580425595368135,0.06330876461606394,0.13205764233403983,0.015372275387599998,0.04672897196261672,0.030879044146171264,0.7611786196489556,-0.10115612311316369,0.10880496684012853,000050
50,경방,2020,Q3,경기소비재,-0.5405383935257155,-0.025415134599510614,-0.026207921096291442,0.021071557908721283,-0.01328671328671327,0.12128584005311471,-0.17692307692307696,0.464159945473134,0.5602874963856417,-0.0973016404984646,-0.10115612311316369,000050
